"","nombre","code","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif"
"207","CIUDAD BOLIVAR","2453","12a13","disminuyo","-22519.5","13a14","disminuyo","-30980.5","14a15","aumento","30208","15a16","aumento","1323.51","16a17","aumento","5468.49","17a18","aumento","40643","18a19","aumento","41584","19a20","disminuyo","-53899.5"
"208","CENTRO USME URBANO","2599","12a13","disminuyo","-14579.475","13a14","aumento","61038.484","14a15","aumento","12148.791","15a16","aumento","4985.935","16a17","aumento","39112.6695","17a18","aumento","36899.8205","18a19","disminuyo","-66534.7","19a20","aumento","80380.975"
"209","LA RESURRECCION","1413","12a13","aumento","7125","13a14","aumento","96250","14a15","aumento","81375","15a16","aumento","38625","16a17","aumento","97500","17a18","aumento","120000","18a19","aumento","203125","19a20","aumento","68750"
"210","HIPOTECHO","4501","12a13","aumento","36421.1666666667","13a14","aumento","238093.256666667","14a15","aumento","35013.5766666667","15a16","aumento","166451.996666667","16a17","aumento","103168.836666667","17a18","aumento","101376.833333333","18a19","aumento","1218.5","19a20","aumento","1537422.5"
"211","ESCUELA MILITAR","5310","12a13","aumento","106666.666666667","13a14","aumento","164864.713333333","14a15","aumento","157660.286666667","15a16","aumento","69678.7233333333","16a17","aumento","31129.6100000001","17a18","aumento","241815.333333333","18a19","aumento","6666.66666666674","19a20","aumento","865139.458333333"
"212","LA CATEDRAL","3110","12a13","aumento","177500","13a14","aumento","65000","14a15","aumento","145000","15a16","aumento","65000","16a17","aumento","50000","17a18","aumento","160000","18a19","aumento","215000","19a20","aumento","1401500"
"213","LOS ROSALES","8304","12a13","aumento","641111.111111111","13a14","aumento","455555.555555556","14a15","aumento","255555.555555556","15a16","aumento","244444.444444444","16a17","aumento","277777.777777778","17a18","aumento","6e+05","18a19","aumento","3e+05","19a20","aumento","2e+05"
"214","BELLAVISTA","8305","12a13","aumento","377500","13a14","aumento","584094.639583333","14a15","aumento","261165.19375","15a16","aumento","237053.251666666","16a17","aumento","252706.331666667","17a18","aumento","562297.291666666","18a19","aumento","312078.583333334","19a20","aumento","92238.125"
"215","CERRO COLORADO","2575","12a13","aumento","6093.33333333333","13a14","aumento","25288.9766666667","14a15","aumento","21445.8566666667","15a16","aumento","50515.9916666667","16a17","aumento","65851.5683333334","17a18","aumento","28881.7733333333","18a19","aumento","58151.8333333333","19a20","aumento","64014.6666666667"
"216","PRADO VERANIEGO SUR","9117","12a13","aumento","63047.6666666667","13a14","aumento","145609.95375","14a15","aumento","112303.879583333","15a16","aumento","320095.172916667","16a17","aumento","183718.908333333","17a18","aumento","167873.585416667","18a19","aumento","70533.0303030303","19a20","aumento","290034.96969697"
"217","LOS MOLINOS","1417","12a13","aumento","135000","13a14","aumento","50000","14a15","aumento","50000","15a16","aumento","150000","16a17","aumento","150000","17a18","aumento","50000","18a19","aumento","2e+05","19a20","aumento","120000"
"218","SOTAVENTO","2533","12a13","aumento","50000","13a14","aumento","50000","14a15","aumento","50000","15a16","aumento","1e+05","16a17","aumento","47328.668125","17a18","aumento","14.5193750000326","18a19","disminuyo","-14131.25","19a20","disminuyo","-128583"
"219","DELMONTE","9246","12a13","aumento","17666.665","13a14","aumento","453000","14a15","aumento","997000","15a16","aumento","295000","16a17","disminuyo","-44350.75","17a18","aumento","47398.75","18a19","aumento","35239.25","19a20","disminuyo","-82184.5"
"220","LAS LOMAS","1409","12a13","aumento","41500","13a14","aumento","100471.93875","14a15","aumento","93485.43625","15a16","aumento","52292.625","16a17","aumento","87799","17a18","aumento","41958.8125","18a19","aumento","51078.1875","19a20","aumento","43358.4444444445"
"221","VILLA DEL MAR","5680","12a13","aumento","46465","13a14","aumento","85184.6113636364","14a15","aumento","155857.752272727","15a16","aumento","51539.4677272728","16a17","aumento","11417.9354545454","17a18","disminuyo","-14374.2668181818","18a19","aumento","95085.0909090909","19a20","aumento","399590.545454546"
"222","BARRANCAS ORIENTAL RURAL","108103","12a13","aumento","62517.2272727273","13a14","aumento","29269.6572727273","14a15","aumento","52672.7972727272","15a16","aumento","29194.4727272727","16a17","aumento","304596.017272727","17a18","aumento","98760.1463636364","18a19","aumento","28770.5","19a20","aumento","38854.4090909091"
"223","EL MOCHUELO ORIENTAL","2522","12a13","disminuyo","-529.5","13a14","aumento","6171.1675","14a15","aumento","10322.41625","15a16","aumento","56081.75","16a17","aumento","3045.91624999999","17a18","se mantuvo","0","18a19","disminuyo","-20629","19a20","aumento","16037.25"
"224","MEISSEN","2514","12a13","aumento","200","13a14","aumento","4800","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","3500","17a18","aumento","24000","18a19","se mantuvo","0","19a20","disminuyo","-5500"
"225","LA GLORIA ORIENTAL","1319","12a13","aumento","37578.625","13a14","aumento","41633.29375","14a15","aumento","33103.95625","15a16","aumento","42316.824375","16a17","disminuyo","-16789.324375","17a18","aumento","90523.875","18a19","aumento","55637.375","19a20","aumento","97932.875"
"226","LA ESPERANZA","208107","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"227","GRANADA","8204","12a13","aumento","65000","13a14","aumento","325000","14a15","aumento","3e+05","15a16","aumento","950000","16a17","aumento","9e+05","17a18","aumento","1e+05","18a19","aumento","1e+05","19a20","se mantuvo","0"
"228","EL NUEVO PORTAL","2616","12a13","aumento","20000","13a14","aumento","113333.333333333","14a15","aumento","50000","15a16","aumento","56666.6666666667","16a17","aumento","50000","17a18","aumento","50000","18a19","aumento","50000","19a20","aumento","1e+05"
"229","MUZU","2413","12a13","aumento","24805","13a14","disminuyo","-1403.5675","14a15","aumento","39736.8175","15a16","aumento","62513.56","16a17","aumento","117287.1375","17a18","aumento","36035.0525","18a19","disminuyo","-11289.75","19a20","aumento","191678.75"
"230","CENTRO ADMINISTRATIVO","3106","12a13","aumento","110000","13a14","aumento","167500","14a15","aumento","167500","15a16","aumento","65000","16a17","aumento","67500","17a18","aumento","76250","18a19","aumento","160000","19a20","aumento","368000"
"231","LA PENA","3206","12a13","aumento","25911.5","13a14","aumento","35807.71125","14a15","aumento","29522.53875","15a16","aumento","32482.17","16a17","aumento","18659.38625","17a18","aumento","27780.56875","18a19","disminuyo","-13302.125","19a20","aumento","113227.7375"
"232","LOS ARRAYANES II","1435","12a13","aumento","86666.6666666667","13a14","aumento","98333.3333333333","14a15","aumento","1e+05","15a16","disminuyo","-15000","16a17","aumento","24984.61","17a18","aumento","40000.0566666667","18a19","aumento","79998.8333333333","19a20","aumento","69615.92"
"233","SAN ANTONIO","2102","12a13","disminuyo","-98237.5","13a14","aumento","257522.73","14a15","aumento","160761.27","15a16","aumento","278582.755","16a17","aumento","123481.745","17a18","disminuyo","-604072.25","18a19","aumento","83532.25","19a20","disminuyo","-159076.445"
"234","LUCERO ALTO","2521","12a13","aumento","26153.8461538462","13a14","aumento","3076.92307692306","14a15","aumento","75486.7307692308","15a16","aumento","76197.1","16a17","disminuyo","-19016.2553846154","17a18","aumento","31683.4246153846","18a19","aumento","42213.0384615385","19a20","aumento","50087.0604395604"
"235","ARBORIZADORA ALTA","2573","12a13","aumento","3332.9411764706","13a14","aumento","55193.3161764706","14a15","aumento","35915.7132352941","15a16","aumento","59397.6864705883","16a17","aumento","81440.1994117647","17a18","aumento","58502.7611764706","18a19","aumento","50917","19a20","aumento","104161.617647059"
"236","EL MOCHUELO II NORTE","204129","12a13","aumento","6187.42857142857","13a14","aumento","4888.27","14a15","aumento","2160.37285714286","15a16","aumento","4549.64285714286","16a17","aumento","81642.8571428572","17a18","aumento","73571.4285714286","18a19","disminuyo","-28571.4285714286","19a20","aumento","12857.1428571429"
"237","MOLINOS DEL SUR","1414","12a13","aumento","48356.3333333333","13a14","aumento","109812.6","14a15","aumento","105534.566666667","15a16","aumento","113068.916666667","16a17","aumento","57644.25","17a18","aumento","127624.833333333","18a19","aumento","167652.5","19a20","aumento","70232"
"238","LA RIVIERA","5670","12a13","aumento","38278","13a14","aumento","134272.546","14a15","aumento","253827.754","15a16","aumento","64528.8809999999","16a17","aumento","127097.177","17a18","aumento","155375.842","18a19","disminuyo","-805240","19a20","aumento","1137530.4"
"239","BOSQUE IZQUIERDO","8106","12a13","aumento","18738.125","13a14","aumento","37639.4679166667","14a15","aumento","26200.57375","15a16","aumento","15632.0420833333","16a17","aumento","143514.605833333","17a18","aumento","53917.6854166667","18a19","aumento","100525.958333333","19a20","aumento","16273.6666666666"
"240","EL UVAL RURAL","102502","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","aumento","190905.91"
"241","EL MOCHUELO III","104128","12a13","aumento","20499.875","13a14","aumento","8500.125","14a15","aumento","10000","15a16","aumento","35250","16a17","disminuyo","-24750","17a18","aumento","11392.5","18a19","aumento","63195.125","19a20","disminuyo","-56887.625"
"242","VILLA HERMOSA","9244","12a13","aumento","75000","13a14","aumento","105000","14a15","aumento","70000","15a16","aumento","50000","16a17","aumento","2e+05","17a18","aumento","150000","18a19","aumento","3e+05","19a20","aumento","3e+05"
"243","ENGATIVA ZONA URBANA","5636","12a13","disminuyo","-24462.5","13a14","aumento","3462.5","14a15","disminuyo","-2655.5","15a16","aumento","70.2700000000041","16a17","disminuyo","-8414.77","17a18","aumento","21168.5","18a19","aumento","23889.5","19a20","aumento","27385.5"
"244","TIHUAQUE RURAL","101307","12a13","disminuyo","-0.25","13a14","aumento","8000.25","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","35658.57","17a18","aumento","59391.93","18a19","aumento","14352.75","19a20","aumento","21735.75"
"245","USAQUEN","8407","12a13","aumento","365818.181818182","13a14","aumento","470040.260909091","14a15","aumento","297903.011818182","15a16","aumento","206035.42","16a17","aumento","97189.8527272725","17a18","aumento","442467.818181818","18a19","disminuyo","-232698.636363636","19a20","aumento","35751.2727272725"
"246","EL BOSQUE CENTRAL I","2608","12a13","disminuyo","-1251.66666666666","13a14","aumento","33655.82","14a15","disminuyo","-10015.1533333333","15a16","aumento","38054.6766666667","16a17","aumento","76664.36","17a18","aumento","55229.2966666667","18a19","disminuyo","-50788.3333333333","19a20","aumento","19901.6633333333"
"247","BUENAVISTA","8535","12a13","aumento","44000","13a14","aumento","65200","14a15","aumento","122000","15a16","aumento","40000","16a17","aumento","218000","17a18","aumento","120000","18a19","aumento","80000","19a20","aumento","32000"
"248","HOSPITAL SAN CARLOS","1403","12a13","aumento","156875","13a14","aumento","109655.27","14a15","aumento","58797.98","15a16","aumento","66024.77","16a17","disminuyo","-15253.7075","17a18","aumento","150166.1875","18a19","aumento","36283.0625","19a20","aumento","173654.5"
"249","TIBAQUE II","201309","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"250","CASABLANCA SUBA","9215","12a13","aumento","72500","13a14","aumento","9250","14a15","aumento","715750","15a16","aumento","9e+05","16a17","aumento","375000","17a18","se mantuvo","0","18a19","disminuyo","-1925000","19a20","aumento","1962500"
"251","SAN FERNANDO","5203","12a13","aumento","1e+05","13a14","aumento","350000","14a15","aumento","2e+05","15a16","aumento","4e+05","16a17","aumento","50000","17a18","aumento","150000","18a19","aumento","5e+05","19a20","aumento","75000"
"252","EL GUAVIO","3205","12a13","aumento","21771.8","13a14","aumento","87519.488","14a15","aumento","27993.912","15a16","aumento","26396.788","16a17","aumento","21280.812","17a18","aumento","31911.2","18a19","aumento","53886.2","19a20","aumento","28930.317"
"253","CANDELARIA LA NUEVA","2531","12a13","aumento","17500","13a14","aumento","115000","14a15","aumento","65000","15a16","aumento","250000","16a17","aumento","150000","17a18","aumento","150000","18a19","aumento","150000","19a20","aumento","150000"
"254","TOCAIMITA ORIENTAL I","2622","12a13","aumento","12584.6153846154","13a14","aumento","21895.2838461538","14a15","aumento","17989.9469230769","15a16","aumento","107956.45","16a17","aumento","22933.5323076923","17a18","aumento","40072.4407692308","18a19","aumento","14014.5","19a20","aumento","58531.4526923077"
"255","EGIPTO","3105","12a13","aumento","20496","13a14","aumento","99699.5966666666","14a15","aumento","196635.403333333","15a16","aumento","175636.896666667","16a17","aumento","70130.9433333334","17a18","aumento","107990.16","18a19","aumento","127710.333333333","19a20","aumento","167943.333333333"
"256","LA LIBERIA","8517","12a13","aumento","2e+05","13a14","aumento","176195.11","14a15","aumento","294970.89","15a16","aumento","228834","16a17","aumento","299688","17a18","aumento","199978","18a19","aumento","99987","19a20","aumento","300347"
"257","BOSQUE DE LOS ALPES","1339","12a13","aumento","7500","13a14","aumento","7500","14a15","aumento","7500","15a16","aumento","4500","16a17","aumento","7500","17a18","aumento","3000","18a19","disminuyo","-75700","19a20","aumento","400"
"258","VILLA ALSACIA","6512","12a13","disminuyo","-30267.125","13a14","aumento","165515.255","14a15","aumento","299056.995","15a16","aumento","315958.1475","16a17","disminuyo","-167611.3975","17a18","aumento","119798","18a19","aumento","117886.625","19a20","disminuyo","-37808.75"
"259","DANUBIO II","2577","12a13","aumento","10000","13a14","aumento","33333.3333333333","14a15","aumento","30000","15a16","aumento","50000","16a17","aumento","30000","17a18","aumento","70000","18a19","aumento","40248","19a20","aumento","55274.3166666667"
"260","CATALUNA","8111","12a13","aumento","78571.4285714285","13a14","aumento","494285.714285714","14a15","aumento","114571.428571429","15a16","aumento","376857.142857143","16a17","aumento","85714.2857142857","17a18","aumento","85714.2857142857","18a19","aumento","208571.428571429","19a20","aumento","355714.285714285"
"261","PARAMO I","108109","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"262","PARAMO RURAL V","208127","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"263","LA AURORA","2503","12a13","aumento","10333.3333333334","13a14","aumento","77040.06","14a15","aumento","38219.1066666666","15a16","aumento","50212.83","16a17","aumento","49750.9325","17a18","aumento","46684.1541666667","18a19","aumento","103806.916666667","19a20","aumento","142226.166666667"
"264","LA FRAGUA","2107","12a13","disminuyo","-124100.5","13a14","aumento","34789.63","14a15","aumento","11293.37","15a16","aumento","31942.56","16a17","aumento","16650.19","17a18","aumento","81962.75","18a19","aumento","36884","19a20","disminuyo","-5410.58500000002"
"265","DESARROLLO BRAZUELOS","2592","12a13","aumento","10268.4285714286","13a14","aumento","27445.8571428571","14a15","aumento","20002.5714285714","15a16","aumento","9390.91571428571","16a17","aumento","32142.6885714286","17a18","aumento","91341.61","18a19","disminuyo","-2234.85714285713","19a20","aumento","1799.92857142855"
"266","MONTE CARLO","1115","12a13","disminuyo","-4500","13a14","aumento","11500","14a15","aumento","14166.6666666667","15a16","aumento","3333.33333333333","16a17","aumento","181364.333333333","17a18","aumento","16166.25","18a19","aumento","60953.5","19a20","aumento","23117.3333333333"
"267","EL VERVENAL","8526","12a13","aumento","90000","13a14","aumento","85692.7560000001","14a15","aumento","256002.244","15a16","aumento","138983.004","16a17","aumento","186497.796","17a18","aumento","81006.3999999999","18a19","aumento","93598.4000000001","19a20","aumento","313405.8"
"268","EL REDIL","8532","12a13","aumento","73421.56875","13a14","aumento","30000","14a15","aumento","45000","15a16","aumento","37250","16a17","aumento","191750","17a18","aumento","50000","18a19","aumento","166190","19a20","aumento","83060"
"269","DANUBIO","2519","12a13","se mantuvo","0","13a14","aumento","80000","14a15","aumento","30000","15a16","aumento","40000","16a17","aumento","146865.444444444","17a18","aumento","219112","18a19","disminuyo","-19269.5555555556","19a20","aumento","72887.2038888889"
"270","GRANJAS SAN PABLO","1412","12a13","aumento","50400","13a14","aumento","87491.813","14a15","aumento","49840.487","15a16","aumento","53793.213","16a17","aumento","64974.487","17a18","aumento","90611.6","18a19","aumento","171696.8","19a20","aumento","74886.1"
"271","PROVIVIENDA NORTE","4310","12a13","aumento","129000","13a14","aumento","221941.21","14a15","aumento","99918.79","15a16","aumento","128140","16a17","aumento","50344.5","17a18","aumento","187975","18a19","aumento","68142","19a20","aumento","69035.5"
"272","GINEBRA II","8425","12a13","aumento","1e+05","13a14","aumento","164371.466666667","14a15","aumento","669064.533333333","15a16","aumento","168570.343333333","16a17","aumento","1496.99000000022","17a18","aumento","17564.6666666665","18a19","aumento","20561","19a20","aumento","238298"
"273","VILLA ALCAZAR","9263","12a13","disminuyo","-91500","13a14","aumento","176386.6325","14a15","aumento","115113.3675","15a16","aumento","77500","16a17","aumento","197500","17a18","aumento","3e+05","18a19","disminuyo","-350000","19a20","aumento","350000"
"274","SAN ISIDRO","208111","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"275","BELLAVISTA","2436","12a13","aumento","91000","13a14","aumento","11777.7777777778","14a15","aumento","37666.6666666667","15a16","aumento","123222.222222222","16a17","aumento","13444.4444444444","17a18","aumento","84222.2222222222","18a19","aumento","64126.4444444445","19a20","aumento","58156.1111111111"
"276","VILLA CANDELARIA","2579","12a13","aumento","26750","13a14","aumento","43791.09125","14a15","aumento","41117.90875","15a16","aumento","157966","16a17","aumento","114261.85375","17a18","aumento","143504.39625","18a19","aumento","85495","19a20","aumento","97057.5"
"277","GINEBRA","8405","12a13","aumento","145479.625","13a14","aumento","263017.39625","14a15","aumento","338022.97875","15a16","aumento","491745.1775","16a17","aumento","667967.72875","17a18","disminuyo","-5328.53125","18a19","aumento","31511.375","19a20","disminuyo","-448006.375"
"278","POTOSI","5401","12a13","disminuyo","-11153.1428571428","13a14","aumento","176305.647857143","14a15","aumento","80801.495","15a16","aumento","66724.7964285715","16a17","aumento","22183.9664285714","17a18","aumento","135277.808571429","18a19","aumento","25475.642857143","19a20","aumento","70687.2857142857"
"279","VERBENAL SAN ANTONIO","8537","12a13","aumento","149383.5","13a14","disminuyo","-8528.67749999999","14a15","aumento","234913.6775","15a16","aumento","122166.0175","16a17","aumento","90130.0574999999","17a18","aumento","134560.675","18a19","disminuyo","-207543.5","19a20","aumento","131680"
"280","BOSQUE DE PINOS III","8538","12a13","aumento","189028","13a14","aumento","65333.42","14a15","aumento","586624.503076923","15a16","aumento","493696.540769231","16a17","aumento","141822.386923077","17a18","aumento","528977.764615385","18a19","disminuyo","-151394.538461538","19a20","disminuyo","-94604.5384615385"
"281","LA PATRIA","5305","12a13","aumento","29986.8333333334","13a14","aumento","254655.918333333","14a15","aumento","46260.415","15a16","disminuyo","-13009.2583333333","16a17","aumento","42471.5933333333","17a18","aumento","43468.9983333334","18a19","aumento","50780.6666666666","19a20","aumento","157091.166666667"
"282","PARAMO","108104","12a13","disminuyo","-0.0999999999985448","13a14","aumento","4400.1","14a15","se mantuvo","0","15a16","aumento","1200","16a17","aumento","137370.645","17a18","aumento","10911.355","18a19","disminuyo","-175982","19a20","se mantuvo","0"
"283","PUENTE LARGO","9124","12a13","aumento","179196.111111111","13a14","aumento","124376.752777778","14a15","aumento","169917.080555555","15a16","aumento","105587.2","16a17","aumento","103128.012222222","17a18","aumento","125066.232222222","18a19","aumento","79515.388888889","19a20","aumento","38871.5555555555"
"284","CALLEJON SANTA BARBARA","1419","12a13","aumento","53000","13a14","aumento","213000","14a15","aumento","50000","15a16","aumento","150000","16a17","aumento","150000","17a18","aumento","3e+05","18a19","aumento","150000","19a20","se mantuvo","0"
"285","CARMEN DEL SOL","1434","12a13","aumento","29500","13a14","aumento","54800","14a15","aumento","73122.5","15a16","aumento","61044.533","16a17","aumento","24369.954","17a18","aumento","82936.113","18a19","aumento","221561.9","19a20","aumento","130404.090909091"
"286","ARBORIZADORA ALTA I","2460","12a13","aumento","29393.6666666667","13a14","aumento","31057.3933333333","14a15","aumento","35815.2733333333","15a16","aumento","62398.69","16a17","aumento","153325.43","17a18","aumento","73317.2133333333","18a19","aumento","143333.333333333","19a20","aumento","72638.3333333334"
"287","ALMIRANTE COLON","9218","12a13","aumento","35000","13a14","aumento","140324.797","14a15","aumento","187149.703","15a16","aumento","142512.433","16a17","aumento","522791.167","17a18","aumento","112507.2","18a19","disminuyo","-925285.3","19a20","aumento","977541.8"
"288","LA CITA","8504","12a13","aumento","7167.10000000001","13a14","aumento","36260.175","14a15","aumento","52031.425","15a16","aumento","24984.015","16a17","aumento","218054.083","17a18","aumento","47666.602","18a19","aumento","41780.9","19a20","disminuyo","-8415.10000000009"
"289","GUIPARMA","1429","12a13","aumento","62500","13a14","aumento","2e+05","14a15","aumento","1e+05","15a16","aumento","1e+05","16a17","aumento","50000","17a18","aumento","1e+05","18a19","aumento","250000","19a20","aumento","150000"
"290","NUEVO TECHO","6507","12a13","aumento","180000","13a14","disminuyo","-76319.485","14a15","disminuyo","-61236.015","15a16","aumento","85323.6","16a17","disminuyo","-92768.1","17a18","aumento","135000","18a19","aumento","30000","19a20","aumento","90000"
"291","LAS GUACAMAYAS IV","1353","12a13","aumento","73333.3333333333","13a14","aumento","86666.6666666667","14a15","aumento","53333.3333333333","15a16","aumento","46666.6666666667","16a17","disminuyo","-33836.6666666667","17a18","aumento","179161","18a19","aumento","223282.533333333","19a20","aumento","237393.133333333"
"292","RIONEGRO","5308","12a13","aumento","150000","13a14","aumento","202244.386666667","14a15","aumento","219722.28","15a16","aumento","87886.5233333332","16a17","aumento","108911.618333333","17a18","aumento","127948.525","18a19","aumento","97380.3333333335","19a20","aumento","298301.333333333"
"293","ESTORIL","9126","12a13","aumento","3e+05","13a14","aumento","159237.78","14a15","aumento","99421.2200000002","15a16","aumento","888426.34","16a17","aumento","422106.66","17a18","aumento","78914","18a19","disminuyo","-113","19a20","aumento","99642"
"294","LAS BRISAS","2430","12a13","aumento","46244.75","13a14","aumento","54170.04875","14a15","aumento","21721.82625","15a16","aumento","120919.555","16a17","aumento","9420.07000000001","17a18","aumento","77764.5","18a19","aumento","4562.875","19a20","aumento","79195.125"
"295","EL MIRADOR II","204107","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"296","EL JAZMIN","205209","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"297","ESCUELA DE CABALLERIA I","8409","12a13","aumento","150000","13a14","disminuyo","-22766.0700000001","14a15","disminuyo","-969357.43","15a16","aumento","1319170.93","16a17","aumento","48513.0700000001","17a18","aumento","574439.5","18a19","disminuyo","-555264.5","19a20","aumento","13582.5"
"298","PRIMAVERA II","2428","12a13","aumento","63333.3333333333","13a14","aumento","46666.6666666667","14a15","aumento","40000","15a16","aumento","51666.6666666666","16a17","aumento","98333.3333333334","17a18","aumento","50000","18a19","aumento","133333.333333333","19a20","aumento","91666.6666666666"
"299","CIUDAD HAYUELOS","6320","12a13","aumento","101657","13a14","disminuyo","-99157","14a15","aumento","25000","15a16","disminuyo","-1500","16a17","aumento","99000","17a18","aumento","39500","18a19","aumento","76018.5","19a20","disminuyo","-27018.5"
"300","EL TOBERIN","8501","12a13","aumento","120000","13a14","disminuyo","-210518.215","14a15","aumento","97007.715","15a16","aumento","129380.355","16a17","aumento","17332.145","17a18","aumento","120422","18a19","disminuyo","-547248","19a20","aumento","64717"
"301","PRADO VERANIEGO NORTE","9116","12a13","aumento","33333.3333333334","13a14","aumento","350431.17","14a15","aumento","220022.163333333","15a16","aumento","453389.47","16a17","aumento","210578.53","17a18","aumento","206328.666666667","18a19","aumento","1e+05","19a20","aumento","200430.666666667"
"302","ENGATIVA EL DORADO","106301","12a13","aumento","240000","13a14","aumento","150000","14a15","aumento","3e+05","15a16","aumento","1e+05","16a17","aumento","1e+05","17a18","aumento","5e+05","18a19","aumento","1e+05","19a20","disminuyo","-50000"
"303","CHIGUAZA URBANO","1358","12a13","disminuyo","-2823","13a14","aumento","28077.53125","14a15","aumento","2247.71875","15a16","aumento","2662.47375","16a17","aumento","8850.41625","17a18","aumento","5996.61","18a19","disminuyo","-8347.375","19a20","disminuyo","-22989.375"
"304","BUENOS AIRES","1102","12a13","aumento","92857.1428571428","13a14","aumento","110000","14a15","aumento","1e+05","15a16","aumento","68571.4285714285","16a17","aumento","124285.714285714","17a18","aumento","61428.5714285715","18a19","aumento","107142.857142857","19a20","aumento","49999.9999999999"
"305","LA CABANA","2527","12a13","disminuyo","-15000","13a14","aumento","220102.1","14a15","aumento","20392.9","15a16","aumento","13594.56","16a17","aumento","34082.44","17a18","aumento","33892","18a19","aumento","34180","19a20","aumento","67918.42"
"306","PRADO PINZON","9105","12a13","aumento","175000","13a14","aumento","426761.53","14a15","aumento","193205.97","15a16","aumento","411413.225","16a17","aumento","215002.775","17a18","aumento","123777","18a19","aumento","397231.5","19a20","disminuyo","-1181173.5"
"307","LA URIBE","8525","12a13","disminuyo","-77500","13a14","aumento","63741.6799999999","14a15","aumento","281887.32","15a16","aumento","305503.735","16a17","aumento","199249.265","17a18","aumento","177119.5","18a19","aumento","96608.25","19a20","aumento","227303.75"
"308","LA CABRERA","8309","12a13","aumento","997500","13a14","aumento","1937731.865","14a15","aumento","457889.885","15a16","aumento","242433.21","16a17","aumento","981769.79","17a18","aumento","772068.935000001","18a19","disminuyo","-1889127.935","19a20","aumento","1602643.75"
"309","LA PERSEVERANCIA","8104","12a13","aumento","50000","13a14","aumento","2e+05","14a15","aumento","50000","15a16","aumento","50000","16a17","aumento","1e+05","17a18","aumento","50000","18a19","aumento","250000","19a20","se mantuvo","0"
"310","DIANA TURBAY CULTIVOS","1432","12a13","aumento","70141.5","13a14","aumento","90990.3391666667","14a15","aumento","41827.4663888889","15a16","aumento","26722.4830555556","16a17","disminuyo","-48622.8683333333","17a18","aumento","38770.3575","18a19","aumento","59285.5","19a20","aumento","29997.2275"
"311","TOCAIMITA ORIENTAL","202410","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"312","LAS MERCEDES","1107","12a13","aumento","40000","13a14","aumento","51666.6666666666","14a15","aumento","75000","15a16","aumento","50000","16a17","aumento","160000","17a18","aumento","30000","18a19","aumento","120000","19a20","aumento","66666.6666666666"
"313","DIANA TURBAY","1421","12a13","aumento","1e+05","13a14","aumento","1e+05","14a15","aumento","150000","15a16","aumento","2e+05","16a17","aumento","150000","17a18","aumento","250000","18a19","aumento","2e+05","19a20","aumento","50000"
"314","SIERRA MORENA","2439","12a13","aumento","58619.6","13a14","aumento","27064.094","14a15","aumento","28325.106","15a16","aumento","38813.059","16a17","aumento","58487.281","17a18","aumento","47283.16","18a19","disminuyo","-28622.7","19a20","aumento","31613.2"
"315","MARSELLA","6502","12a13","aumento","70000","13a14","aumento","2e+05","14a15","aumento","150000","15a16","aumento","2e+05","16a17","aumento","1e+05","17a18","aumento","1e+05","18a19","se mantuvo","0","19a20","aumento","3e+05"
