"","nombre","code","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif"
"102","SAN FRANCISCO RURAL","3215","12a13","aumento","6664.94117647059","13a14","aumento","41990.2511764706","14a15","aumento","21682.2194117647","15a16","aumento","17023.4464705882","16a17","aumento","29085.2305882353","17a18","aumento","17806.3229411765","18a19","disminuyo","-8752.55882352943","19a20","aumento","49186.8155882353"
"103","BELLAVISTA LUCERO ALTO","2560","12a13","aumento","22125","13a14","aumento","11250","14a15","aumento","22375","15a16","aumento","70625","16a17","aumento","127989.39625","17a18","aumento","54522.85375","18a19","aumento","88153.125","19a20","aumento","17584.625"
"104","BELLA FLOR","2580","12a13","aumento","11613.2692307692","13a14","aumento","12288.6609615385","14a15","aumento","547.896730769236","15a16","aumento","12035.7257692308","16a17","aumento","78263.625","17a18","aumento","26047.5338461538","18a19","aumento","50994.6346153846","19a20","aumento","2016.34615384616"
"105","CAOBOS SALAZAR","8518","12a13","aumento","418000","13a14","disminuyo","-152000","14a15","aumento","199500","15a16","aumento","332094.12","16a17","aumento","94905.8799999999","17a18","aumento","100253.5","18a19","aumento","655246.5","19a20","aumento","4e+05"
"106","MARIA CANO","2429","12a13","aumento","44444.4444444444","13a14","aumento","92777.7777777778","14a15","aumento","57777.7777777778","15a16","aumento","141666.666666667","16a17","aumento","204777.777777778","17a18","aumento","61111.1111111111","18a19","aumento","14071.7777777778","19a20","aumento","360275.378888889"
"107","SAN RAFAEL","2539","12a13","aumento","508.192307692312","13a14","aumento","52951.0340384615","14a15","aumento","465.792884615381","15a16","aumento","36418.0159615385","16a17","aumento","58182.7238461539","17a18","aumento","25879.2217307692","18a19","aumento","69104.7692307692","19a20","disminuyo","-1048.21153846156"
"108","SIERRA MORENA","2440","12a13","aumento","17923.8815789474","13a14","aumento","10697.9707894737","14a15","aumento","18420.0818421053","15a16","aumento","16662.2632894737","16a17","aumento","9594.16644736842","17a18","aumento","24978.0834210526","18a19","aumento","104887.795874822","19a20","aumento","53999.2172830725"
"109","VILLAS EL DIAMANTE","2558","12a13","aumento","1804.87777777779","13a14","aumento","10061.1227777778","14a15","aumento","22142.855","15a16","aumento","27936.362","16a17","aumento","115086.048888889","17a18","aumento","23570.2446666666","18a19","aumento","81446.2888888889","19a20","disminuyo","-4092.24444444443"
"110","EL NUEVO PORTAL II RURAL","202506","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"111","HORIZONTES NORTE","8533","12a13","aumento","76465.7692307692","13a14","aumento","82860.9623076923","14a15","aumento","61659.2876923077","15a16","aumento","76511.7509615385","16a17","aumento","155328.609807692","17a18","aumento","69814.9853846154","18a19","aumento","27784.6538461539","19a20","aumento","121759.923076923"
"112","CASABLANCA SUBA URBANO","9136","12a13","aumento","25236.5","13a14","aumento","15483.66","14a15","disminuyo","-2863.62153846154","15a16","disminuyo","-12181.3246153846","16a17","aumento","27943.11","17a18","aumento","32150.9069230769","18a19","aumento","30247.0256410257","19a20","disminuyo","-8356"
"113","JUAN REY (LA PAZ)","1325","12a13","aumento","57930.3333333333","13a14","aumento","22669.78375","14a15","aumento","7899.00791666665","15a16","aumento","9554.05416666667","16a17","aumento","13946.8208333333","17a18","aumento","45996.8333333333","18a19","aumento","17152.1666666667","19a20","aumento","8131.70999999996"
"114","LA BELLEZA","1338","12a13","aumento","61677.552631579","13a14","aumento","25812.1660526316","14a15","aumento","18079.8865789474","15a16","disminuyo","-1836.73052631581","16a17","aumento","7751.52947368423","17a18","aumento","31643.0168421053","18a19","disminuyo","-623.236842105252","19a20","aumento","1497.20074561401"
"115","SAN BLAS II","1113","12a13","aumento","31084.6875","13a14","aumento","77460.106875","14a15","aumento","86732.955625","15a16","aumento","47513.189375","16a17","aumento","85816.093125","17a18","aumento","26212.56125","18a19","aumento","66621.6709558824","19a20","aumento","39622.8602941176"
"116","SUBA URBANO","9212","12a13","aumento","38000","13a14","aumento","71500","14a15","aumento","85500","15a16","aumento","63500","16a17","aumento","254000","17a18","aumento","85000","18a19","disminuyo","-320000","19a20","aumento","460000"
"117","JUAN JOSE RONDON","2557","12a13","aumento","14102.9615384615","13a14","aumento","63242.7605769231","14a15","aumento","64526.8163461538","15a16","aumento","130935.688653846","16a17","aumento","107367.955576923","17a18","aumento","86582.5096153846","18a19","aumento","83951.1153846154","19a20","aumento","111772.480769231"
"118","PARAISO QUIBA","2565","12a13","aumento","10739.1935483871","13a14","aumento","12761.5124193548","14a15","aumento","15699.2456451613","15a16","aumento","22007.7106451613","16a17","aumento","64402.1014516129","17a18","aumento","31450.8169354839","18a19","aumento","102327.516129032","19a20","aumento","5257.06451612903"
"119","SAN VICENTE","1309","12a13","aumento","50000","13a14","aumento","80000","14a15","aumento","20000","15a16","aumento","50000","16a17","aumento","130000","17a18","aumento","30000","18a19","aumento","120000","19a20","aumento","75000"
"120","BELLAVISTA SUR","1313","12a13","aumento","15000","13a14","aumento","66666.6666666667","14a15","aumento","46666.6666666667","15a16","aumento","23333.3333333333","16a17","aumento","16333.3333333334","17a18","disminuyo","-19666.6666666667","18a19","disminuyo","-550","19a20","aumento","236550"
"121","LA FISCALA","2590","12a13","disminuyo","-6128.82142857142","13a14","aumento","55002.8932142857","14a15","aumento","24922.1067857143","15a16","aumento","19115.0239285714","16a17","disminuyo","-24535.0239285714","17a18","aumento","12610.9642857143","18a19","aumento","33860.0714285714","19a20","aumento","13553.6807142857"
"122","LAGUNITAS URBANO","2595","12a13","se mantuvo","0","13a14","disminuyo","-16000","14a15","se mantuvo","0","15a16","aumento","96000","16a17","aumento","10000","17a18","aumento","90000","18a19","aumento","60000","19a20","aumento","50000"
"123","VILLA GLORIA","2549","12a13","aumento","10804.1521739131","13a14","aumento","22175.4495652174","14a15","aumento","22174.5721739131","15a16","aumento","105.393043478252","16a17","aumento","49359.622826087","17a18","aumento","31193.8971739131","18a19","aumento","209308.695652174","19a20","disminuyo","-10991.347826087"
"124","SUMAPAZ","2553","12a13","aumento","32000","13a14","aumento","7000","14a15","aumento","40000","15a16","aumento","75000","16a17","aumento","144498.75","17a18","aumento","39947.4","18a19","aumento","89944.85","19a20","aumento","40959"
"125","TIBABITA I","8542","12a13","se mantuvo","0","13a14","aumento","13000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","370000","17a18","aumento","150000","18a19","aumento","50000","19a20","aumento","20000"
"126","BATAN","9118","12a13","aumento","104216.5625","13a14","aumento","173359.59125","14a15","disminuyo","-115598.40375","15a16","aumento","115102.044375","16a17","aumento","111676.140625","17a18","aumento","117226.0025","18a19","aumento","48116.125","19a20","aumento","179961.4375"
"127","SUBA CERROS","9231","12a13","aumento","65357.1428571429","13a14","aumento","113571.428571429","14a15","aumento","190214.285714286","15a16","aumento","96929.7321428572","16a17","aumento","165284.553571429","17a18","aumento","27904.5","18a19","disminuyo","-171030.071428571","19a20","aumento","298960.785714286"
"128","DOCE DE OCTUBRE","5202","12a13","aumento","55833.3333333333","13a14","aumento","137500","14a15","aumento","197500","15a16","aumento","84166.6666666666","16a17","aumento","48333.3333333334","17a18","aumento","206666.666666667","18a19","aumento","195000","19a20","aumento","113000"
"129","LUCERO DEL SUR","2517","12a13","aumento","8181.81818181818","13a14","aumento","119090.909090909","14a15","aumento","77272.7272727272","15a16","aumento","60000","16a17","aumento","158181.818181818","17a18","aumento","50000","18a19","aumento","250000","19a20","aumento","13636.3636363636"
"130","EL NUEVO PORTAL II","2620","12a13","aumento","15000","13a14","aumento","56000","14a15","aumento","32250","15a16","aumento","30000","16a17","aumento","14245.12","17a18","aumento","45004.88","18a19","aumento","41250","19a20","aumento","62247.945"
"131","MOLINOS NORTE","8416","12a13","aumento","1180000","13a14","aumento","686030.72","14a15","aumento","609126.28","15a16","aumento","329768.9425","16a17","disminuyo","-460582.1925","17a18","aumento","1023156.25","18a19","disminuyo","-651870.75","19a20","aumento","147460.75"
"132","LAS VIOLETAS","2633","12a13","disminuyo","-0.5","13a14","aumento","5000.5","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","60000","17a18","aumento","15000","18a19","aumento","4711","19a20","aumento","9177"
"133","SIBERIA II","201503","12a13","se mantuvo","0","13a14","aumento","1083.33333333333","14a15","se mantuvo","0","15a16","aumento","2500","16a17","aumento","19166.6666666667","17a18","aumento","5000","18a19","aumento","4166.66666666666","19a20","aumento","12500"
"134","EL PENON DEL CORTIJO","2433","12a13","aumento","45444.4444444445","13a14","aumento","17407.4074074074","14a15","aumento","118518.518518519","15a16","aumento","105259.259259259","16a17","aumento","132213.821111111","17a18","aumento","66165.5307407407","18a19","disminuyo","-48355.5185185185","19a20","aumento","47711.512962963"
"135","SAN AGUSTIN","1416","12a13","aumento","30202.4666666666","13a14","aumento","84522.5343333334","14a15","aumento","80563.6323333333","15a16","aumento","93802.2446666667","16a17","aumento","94026.9886666666","17a18","aumento","116090","18a19","aumento","72839.3714285715","19a20","aumento","51775.7857142857"
"136","EL TRIANGULO","201302","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"137","NACIONES UNIDAS","2546","12a13","aumento","14652.62","13a14","aumento","12903.534","14a15","aumento","26843.486","15a16","aumento","17113.9666","16a17","aumento","94612.6852","17a18","aumento","39478.3682","18a19","aumento","78448.6200000001","19a20","aumento","25305.1815384615"
"138","YOMASA","1350","12a13","aumento","82727.2727272727","13a14","aumento","21818.1818181818","14a15","aumento","10000","15a16","aumento","1818.18181818182","16a17","disminuyo","-909.090909090912","17a18","aumento","60000","18a19","aumento","33636.3636363636","19a20","aumento","26363.6363636364"
"139","PORVENIR","2589","12a13","disminuyo","-0.0588235294271726","13a14","aumento","150882.411764706","14a15","aumento","47058.8235294118","15a16","aumento","47588.2352941176","16a17","aumento","47579.0588235295","17a18","aumento","34319.294117647","18a19","aumento","52952.7058823529","19a20","aumento","54764.1911764706"
"140","VILLA DIANA","1335","12a13","aumento","13349.9574468085","13a14","aumento","70528.4239361702","14a15","aumento","23044.6505319149","15a16","aumento","5855.98095744679","16a17","aumento","17983.8531914894","17a18","aumento","21377.3467021277","18a19","aumento","11123.9255319149","19a20","aumento","540.074468085106"
"141","LOS SOCHES","1344","12a13","aumento","16143.4230769231","13a14","aumento","62587.3461538462","14a15","aumento","27769.2307692308","15a16","aumento","1842.61846153846","16a17","aumento","16907.3888461539","17a18","aumento","18617.5696153846","18a19","aumento","10775.0384615384","19a20","disminuyo","-125.423076923063"
"142","NUEVO MUZU","2409","12a13","aumento","40253.375","13a14","disminuyo","-737.327500000014","14a15","aumento","8921.70250000001","15a16","aumento","98178.0275","16a17","aumento","62286.9725","17a18","aumento","41512.25","18a19","aumento","137487.75","19a20","aumento","33574.25"
"143","VELODROMO","1114","12a13","aumento","55000","13a14","aumento","128000","14a15","aumento","62000","15a16","aumento","75000","16a17","aumento","103000","17a18","aumento","39500","18a19","aumento","217500","19a20","aumento","159000"
"144","BARCELONA SUR","1424","12a13","aumento","101250","13a14","aumento","193855.345","14a15","aumento","160837.155","15a16","aumento","77112.8875","16a17","aumento","119555.6125","17a18","aumento","86105.25","18a19","aumento","172735.75","19a20","aumento","239798"
"145","ARBORIZADORA ALTA","2568","12a13","aumento","14500","13a14","aumento","16000","14a15","aumento","30232.25","15a16","aumento","67768.0925","16a17","aumento","48104.10375","17a18","aumento","22496.30375","18a19","aumento","74187.875","19a20","aumento","71254.875"
"146","EL NEVADO","2631","12a13","aumento","750","13a14","aumento","6000","14a15","aumento","2593.625","15a16","aumento","992.608749999999","16a17","aumento","2500.545","17a18","aumento","7226.47125","18a19","aumento","50962.75","19a20","aumento","12.5725000000093"
"147","ATENAS","1305","12a13","aumento","20000","13a14","aumento","120000","14a15","aumento","120000","15a16","aumento","60000","16a17","aumento","80000","17a18","aumento","46000","18a19","aumento","104000","19a20","aumento","260000"
"148","SANTA INES SUR","1308","12a13","aumento","21666.6666666666","13a14","aumento","32977.3333333334","14a15","aumento","130165.333333333","15a16","aumento","51996.6433333333","16a17","aumento","76689.8566666667","17a18","aumento","30899.1666666666","18a19","aumento","114492.5","19a20","aumento","141286.166666667"
"149","LOS ALPES SUR","2559","12a13","aumento","15950.0384615385","13a14","aumento","7679.28948717949","14a15","aumento","2893.90282051281","15a16","aumento","7549.52435897436","16a17","aumento","99356.3330769231","17a18","aumento","6853.91179487182","18a19","aumento","57408.0769230769","19a20","disminuyo","-3770.56410256412"
"150","EL MIRADOR","2570","12a13","aumento","10896.4333333333","13a14","aumento","11588.3226666667","14a15","aumento","10988.344","15a16","aumento","19515.7466666667","16a17","aumento","62478.492","17a18","aumento","19402.228","18a19","aumento","105005.985416667","19a20","disminuyo","-9657.03125"
"151","COLMENA I LOS PINARES","1363","12a13","aumento","130166.6","13a14","aumento","81572.948","14a15","aumento","126123.852","15a16","aumento","25374.889","16a17","aumento","31461.0175","17a18","aumento","147336.5935","18a19","disminuyo","-2922.84999999998","19a20","disminuyo","-161323.05"
"152","LOS ANGELES","5623","12a13","aumento","75000","13a14","aumento","250000","14a15","aumento","250000","15a16","aumento","75000","16a17","aumento","175000","17a18","aumento","2e+05","18a19","disminuyo","-365000","19a20","aumento","709567.25"
"153","BOLONIA","2605","12a13","aumento","28863.6363636364","13a14","aumento","33318.1818181818","14a15","aumento","21818.1818181818","15a16","aumento","36363.6363636364","16a17","aumento","9090.90909090909","17a18","aumento","80181.8181818182","18a19","aumento","6106.81818181818","19a20","aumento","45841.6666666667"
"154","SAN DIEGO","8107","12a13","aumento","119499.958333333","13a14","aumento","177041.708333333","14a15","aumento","192238.833333333","15a16","disminuyo","-53574.3829166668","16a17","aumento","189558.434583333","17a18","aumento","209540.865","18a19","aumento","116429.083333333","19a20","aumento","84600.375"
"155","LA SALLE","8206","12a13","aumento","30000","13a14","aumento","372628.571428571","14a15","aumento","103085.714285714","15a16","aumento","130000","16a17","aumento","571428.571428571","17a18","aumento","104285.714285714","18a19","se mantuvo","0","19a20","se mantuvo","0"
"156","JUAN XXIII","8211","12a13","aumento","15000","13a14","aumento","50000","14a15","aumento","30000","15a16","aumento","10000","16a17","aumento","160000","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","aumento","1e+05"
"157","LAGO DE SUBA","9220","12a13","aumento","160000","13a14","aumento","1e+05","14a15","aumento","3e+05","15a16","aumento","2e+05","16a17","aumento","2e+05","17a18","aumento","2e+05","18a19","aumento","2e+05","19a20","aumento","3e+05"
"158","LAS GUACAMAYAS III","1354","12a13","aumento","72000","13a14","aumento","70000","14a15","aumento","50000","15a16","aumento","50000","16a17","aumento","30000","17a18","aumento","220000","18a19","aumento","2e+05","19a20","aumento","165000"
"159","INGEMAR I","201109","12a13","aumento","4166.66666666667","13a14","aumento","285710.711666667","14a15","disminuyo","-130515.378333333","15a16","disminuyo","-6584.26166666669","16a17","aumento","268848.508333333","17a18","aumento","159294.586666667","18a19","aumento","81814.3333333334","19a20","aumento","170897.5"
"160","LAGUNITAS","204304","12a13","se mantuvo","0","13a14","disminuyo","-3200","14a15","se mantuvo","0","15a16","aumento","19200","16a17","aumento","2000","17a18","aumento","18000","18a19","aumento","12000","19a20","aumento","10000"
"161","SANTA VIVIANA","2442","12a13","aumento","6540.6125","13a14","aumento","9707.98174999999","14a15","aumento","2595.14325000001","15a16","aumento","5927.87912499999","16a17","aumento","25020.06175","17a18","aumento","15583.859125","18a19","disminuyo","-4538.41250000001","19a20","aumento","6241.95"
"162","EL MINUTO DE MARIA","2564","12a13","aumento","11499.0555555556","13a14","aumento","14657.0977777778","14a15","aumento","10396.3466666667","15a16","aumento","21904.96","16a17","aumento","57907.9844444444","17a18","aumento","40283.7777777778","18a19","aumento","160176.527777778","19a20","aumento","5007.58333333337"
"163","BELLA FLOR SUR","2582","12a13","aumento","15851.8148148148","13a14","aumento","7834.40092592593","14a15","disminuyo","-185.178703703707","15a16","aumento","4450.65351851853","16a17","aumento","110381.642777778","17a18","aumento","13355.8148148148","18a19","aumento","64895.7407407407","19a20","disminuyo","-8566.37037037036"
"164","SOCIEGO","1205","12a13","aumento","45000","13a14","aumento","2e+05","14a15","aumento","1e+05","15a16","aumento","1e+05","16a17","aumento","1e+05","17a18","aumento","1e+05","18a19","aumento","2e+05","19a20","aumento","3e+05"
"165","TIBAQUE SUR","102407","12a13","aumento","11593.3461538462","13a14","aumento","65623.2161538462","14a15","aumento","23913.5530769231","15a16","aumento","6804.27076923079","16a17","aumento","17022.5369230769","17a18","aumento","25876.4230769231","18a19","aumento","12186.7307692308","19a20","aumento","2169.53846153844"
"166","SAN JUAN BAUTISTA","2555","12a13","aumento","245000","13a14","disminuyo","-204757.93","14a15","aumento","12945.93","15a16","aumento","13059.32","16a17","disminuyo","-13163.32","17a18","disminuyo","-434","18a19","aumento","103849","19a20","disminuyo","-251799"
"167","NIZA SUBA","9112","12a13","aumento","34632.923076923","13a14","aumento","125739.606153846","14a15","aumento","65537.7015384616","15a16","aumento","113751.954230769","16a17","aumento","165005.083846154","17a18","aumento","227871.077307692","18a19","disminuyo","-51406.1538461538","19a20","aumento","264998.166666667"
"168","LA HUERTA","2636","12a13","se mantuvo","0","13a14","disminuyo","-40000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","aumento","340000","18a19","aumento","50000","19a20","aumento","30000"
"169","ESTRELLA DEL SUR","2540","12a13","aumento","28033.3125","13a14","aumento","12565.90375","14a15","aumento","33258.9295833333","15a16","aumento","44820.37125","16a17","aumento","102949.038333333","17a18","aumento","41711.9654166666","18a19","aumento","84854.9583333334","19a20","aumento","20628.3125"
"170","EL TESORO","2547","12a13","aumento","19000","13a14","aumento","22250","14a15","aumento","16500","15a16","aumento","64500","16a17","aumento","48581.01","17a18","aumento","66843.74","18a19","aumento","13853.125","19a20","aumento","597.125"
"171","PARAMO URBANO","208104","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"172","SAN LUIS ALTOS DEL CABO RURAL II","208125","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"173","EL REFUGIO I","2617","12a13","aumento","561.083333333336","13a14","aumento","42990.6525","14a15","aumento","11807.2641666667","15a16","aumento","30310.7391666667","16a17","disminuyo","-1919.73916666667","17a18","aumento","36385.8333333333","18a19","aumento","7599","19a20","aumento","27288.6583333333"
"174","TIBAQUE","101306","12a13","aumento","750","13a14","aumento","1750","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","41750","17a18","se mantuvo","0","18a19","disminuyo","-55816.8333333333","19a20","aumento","1575.03333333333"
"175","SIBERIA CENTRAL","8220","12a13","disminuyo","-15444.4444444445","13a14","aumento","16000","14a15","aumento","2222.22222222222","15a16","aumento","22222.2222222222","16a17","aumento","208370.333333333","17a18","aumento","44228","18a19","aumento","1398.79999999999","19a20","aumento","348429.05"
"176","NUEVA GLORIA","1320","12a13","aumento","59292.7142857143","13a14","aumento","71175.6764285714","14a15","aumento","68066.895","15a16","aumento","34047.6828571428","16a17","disminuyo","-18574.3257142857","17a18","aumento","35820.6428571429","18a19","aumento","14123.3571428571","19a20","disminuyo","-57338.3571428571"
"177","LOS LIBERTADORES","1327","12a13","aumento","39600.4583333333","13a14","aumento","38938.7808333333","14a15","aumento","20300.3441666667","15a16","aumento","20724.1383333333","16a17","disminuyo","-18880.1316666667","17a18","aumento","96293.91","18a19","aumento","31458.0833333333","19a20","aumento","25979.3061538461"
"178","SANTA RITA SUR ORIENTAL","1328","12a13","aumento","50241.5","13a14","aumento","53394.65","14a15","aumento","52706.35","15a16","aumento","26353.335","16a17","aumento","21405.0225","17a18","aumento","92957.3925","18a19","aumento","3020.25","19a20","aumento","19232.1575"
"179","SAN JOSE DEL PRADO","9106","12a13","aumento","141200","13a14","aumento","379774.51","14a15","aumento","75857.49","15a16","aumento","493078.43","16a17","aumento","139882.57","17a18","aumento","164822","18a19","aumento","229086","19a20","aumento","138722"
"180","MARCO FIDEL SUAREZ I","1415","12a13","aumento","78038.4615384616","13a14","aumento","96153.8461538461","14a15","aumento","150000","15a16","aumento","1e+05","16a17","aumento","150000","17a18","aumento","2e+05","18a19","aumento","250000","19a20","aumento","150000"
"181","GRANJAS DE SANTA SOFIA","1425","12a13","aumento","25444.2777777778","13a14","aumento","56000.1666666667","14a15","aumento","27777.7777777778","15a16","aumento","55555.5555555556","16a17","aumento","31601.1805555556","17a18","aumento","307448.819444444","18a19","aumento","154718.111111111","19a20","aumento","154744.555555556"
"182","VILLA SAGRARIO","5658","12a13","disminuyo","-4891","13a14","aumento","33546.6899999999","14a15","aumento","240996.81","15a16","aumento","119416.945","16a17","aumento","53901.5549999999","17a18","aumento","158304.5","18a19","aumento","318875","19a20","disminuyo","-17896.5"
"183","OLARTE","102707","12a13","disminuyo","-2017.5","13a14","aumento","6517.5","14a15","aumento","5000","15a16","disminuyo","-6245.83000000002","16a17","aumento","95703.19","17a18","disminuyo","-17800.36","18a19","disminuyo","-95109","19a20","aumento","123452"
"184","LOS ANDES","5307","12a13","aumento","216453","13a14","aumento","330409.66","14a15","aumento","33556.1733333333","15a16","aumento","278971.108333333","16a17","aumento","100421.473333333","17a18","aumento","323893.418333333","18a19","aumento","145795.166666667","19a20","disminuyo","-461333.8"
"185","ALTOS DEL POBLADO","1333","12a13","aumento","31666.6666666667","13a14","aumento","53666.6666666667","14a15","aumento","38333.3333333333","15a16","aumento","38333.3333333333","16a17","aumento","23000","17a18","aumento","15333.3333333334","18a19","se mantuvo","0","19a20","aumento","70133.3333333333"
"186","CASA DE TEJA","2534","12a13","aumento","17982.7894736842","13a14","aumento","50541.7315789474","14a15","aumento","14754.1631578947","15a16","aumento","46767.5086842105","16a17","aumento","9156.47157894738","17a18","aumento","31153.0986842105","18a19","aumento","54299.9210526316","19a20","aumento","14107.4736842105"
"187","TIBABUYES","9257","12a13","aumento","27777.7777777778","13a14","aumento","84888.8888888889","14a15","aumento","17777.7777777778","15a16","aumento","115555.555555556","16a17","aumento","166666.666666667","17a18","aumento","134333.333333333","18a19","aumento","216469.444444444","19a20","aumento","112325"
"188","VEREDA SUBA CERROS II","9265","12a13","aumento","61000","13a14","aumento","43000","14a15","aumento","62500","15a16","aumento","125000","16a17","aumento","75000","17a18","aumento","47500","18a19","aumento","52500","19a20","se mantuvo","0"
"189","EL REFUGIO II","201108","12a13","aumento","4e+05","13a14","aumento","459728.4","14a15","disminuyo","-5322.39999999991","15a16","aumento","229864.64","16a17","aumento","615729.36","17a18","aumento","6e+05","18a19","aumento","3e+05","19a20","disminuyo","-229263"
"190","EL PARAISO","8110","12a13","aumento","22482.6176470588","13a14","aumento","47265.7717647059","14a15","aumento","9310.87529411761","15a16","aumento","25976.6629411765","16a17","aumento","39594.2488235294","17a18","aumento","12910.794117647","18a19","aumento","103474.580882353","19a20","aumento","45301.71875"
"191","INGEMAR ORIENTAL I","201110","12a13","disminuyo","-6812.80952380953","13a14","aumento","19337.8952380953","14a15","aumento","22850.3428571429","15a16","aumento","31079.0928571429","16a17","aumento","66536.9071428571","17a18","aumento","12914.9047619048","18a19","aumento","2849.9502164502","19a20","aumento","90199.2727272727"
"192","PORTAL RURAL II","102506","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"193","LA CASTELLANA","5304","12a13","aumento","38499.5","13a14","aumento","93633.3","14a15","aumento","250632.2","15a16","aumento","80290.77","16a17","aumento","40973.23","17a18","aumento","201760.5","18a19","aumento","57591.5","19a20","aumento","7981.5"
"194","LUSITANIA","6509","12a13","disminuyo","-31561.6666666666","13a14","aumento","70328.16","14a15","aumento","149686.173333333","15a16","aumento","201.453333333367","16a17","aumento","85526.0133333333","17a18","aumento","78875.8666666667","18a19","aumento","75322.5","19a20","aumento","300901.791666667"
"195","VILLA ISRAEL","2594","12a13","disminuyo","-2090.8","13a14","aumento","14341.284","14a15","aumento","7745.11600000001","15a16","aumento","12804.4","16a17","aumento","11000","17a18","aumento","148400","18a19","disminuyo","-2460","19a20","aumento","25800"
"196","NIZA SUR","9109","12a13","aumento","23531.3333333334","13a14","aumento","127890.658333333","14a15","aumento","246.341666666674","15a16","aumento","41370.8816666667","16a17","aumento","105531.378333333","17a18","aumento","61153.74","18a19","aumento","32182.6666666667","19a20","aumento","51184.1666666666"
"197","LA MAGDALENA","6524","12a13","disminuyo","-9700.14285714286","13a14","aumento","9677.51714285714","14a15","aumento","29033.1971428571","15a16","aumento","6077.06785714286","16a17","disminuyo","-5179.21428571429","17a18","aumento","1338.78928571429","18a19","aumento","10845.7857142857","19a20","disminuyo","-102.4375"
"198","USMINIA","2538","12a13","aumento","2355.66666666666","13a14","aumento","74311","14a15","aumento","20000","15a16","aumento","21666.6666666667","16a17","aumento","31666.6666666667","17a18","aumento","30000","18a19","aumento","16666.6666666666","19a20","aumento","16666.6666666667"
"199","EL PORTAL DEL DIVINO","2630","12a13","aumento","8478.25","13a14","aumento","44250.46875","14a15","aumento","14421.28125","15a16","aumento","97409.79625","16a17","aumento","12944.8225","17a18","aumento","49300.25625","18a19","aumento","42275.75","19a20","aumento","66909.31125"
"200","SEMINARIO","8302","12a13","aumento","227197.454545455","13a14","aumento","544579.649090909","14a15","aumento","254635.578181818","15a16","aumento","163692.815","16a17","disminuyo","-114094.653181818","17a18","aumento","366099.792727272","18a19","aumento","170046.368181818","19a20","aumento","159918.8"
"201","GIRARDOT","3211","12a13","aumento","33076.2666666667","13a14","aumento","31388.016","14a15","aumento","20566.384","15a16","aumento","26616.264","16a17","aumento","31086.338","17a18","aumento","33981.398","18a19","aumento","60386.5333333333","19a20","aumento","28908.964"
"202","QUINTA RAMOS","1206","12a13","disminuyo","-112384","13a14","aumento","22111.54","14a15","aumento","21468.46","15a16","aumento","51421.84","16a17","disminuyo","-22851.95","17a18","aumento","462.109999999986","18a19","aumento","16355","19a20","aumento","30136.01"
"203","CEDRITOS DEL SUR","2574","12a13","aumento","19000","13a14","aumento","30000","14a15","aumento","24000","15a16","aumento","25980","16a17","aumento","53263.9714","17a18","aumento","29726.6686","18a19","aumento","202185.28","19a20","aumento","16544.08"
"204","SAN MARTIN SUR","1321","12a13","aumento","87774.2","13a14","aumento","65139.8566666667","14a15","aumento","88295.8766666666","15a16","aumento","44260.662","16a17","aumento","48085.7253333334","17a18","aumento","1453.41266666667","18a19","aumento","27197.5666666667","19a20","aumento","201588.533333333"
"205","PERDOMO ALTO","2448","12a13","aumento","9853.26666666668","13a14","aumento","26880.0666666667","14a15","aumento","6333.33333333333","15a16","aumento","41600","16a17","disminuyo","-37315.6966666667","17a18","aumento","38348.33","18a19","aumento","11564.8","19a20","disminuyo","-37094.71"
"206","NUEVA TIBABUYES","9224","12a13","disminuyo","-97061","13a14","aumento","59061","14a15","aumento","16027","15a16","aumento","9973","16a17","aumento","153727","17a18","aumento","104908","18a19","aumento","50655.5","19a20","aumento","35060.5"
