"","barrio_nombre","codigo_manzana","anos","cambio_relativo","diferencia","porc","val1","val2"
"2619","LA ALAMEDA",2523030,"2012 a 2020 ","aumento",352000,263,216000,568000
"2620","LA ALAMEDA",2523038,"2012 a 2020 ","aumento",670000,339.3,280000,950000
"2621","LA ANDREA",2524006,"2012 a 2020 ","aumento",850000,440,250000,1100000
"2622","LA ANDREA",2524018,"2012 a 2020 ","aumento",6e+05,340,250000,850000
"2623","LA ANDREA",2524090,"2012 a 2020 ","aumento",250000,202.9,243000,493000
"2624","BARRANQUILLITA",2525029,"2012 a 2020 ","aumento",540000,325,240000,780000
"2625","SANTA LIBRADA",2526028,"2012 a 2020 ","aumento",710000,308.8,340000,1050000
"2626","SANTA LIBRADA",2526085,"2012 a 2020 ","aumento",1250000,266.7,750000,2e+06
"2627","ROMA",4534029,"2012 a 2020 ","aumento",1500000,400,5e+05,2e+06
"2628","ROMA",4534034,"2012 a 2020 ","aumento",1510000,408.2,490000,2e+06
"2629","EL RUBI",4536017,"2012 a 2020 ","aumento",1550000,444.4,450000,2e+06
"2630","GRAN COLOMBIANO",4539025,"2012 a 2020 ","aumento",1100000,466.7,3e+05,1400000
"2631","GRAN COLOMBIANO",4539065,"2012 a 2020 ","aumento",1080000,437.5,320000,1400000
"2632","CATALINA II",4540024,"2012 a 2020 ","aumento",609000,531.9,141000,750000
"2633","EL PARAISO BOSA",4541001,"2012 a 2020 ","aumento",1705000,483.1,445000,2150000
"2634","ALQUERIA LA FRAGUA NORTE",4542029,"2012 a 2020 ","aumento",1200000,300,6e+05,1800000
"2635","ALQUERIA LA FRAGUA",4543083,"2012 a 2020 ","aumento",1220000,310.3,580000,1800000
"2636","OSPINA PEREZ",4406086,"2012 a 2019 ","se mantuvo",0,NA,0,0
"2637","LAS DELICIAS",4544035,"2012 a 2020 ","aumento",1180000,307,570000,1750000
"2638","VILLA DEL RIO",4546025,"2012 a 2020 ","aumento",1200000,250,8e+05,2e+06
"2639","JOSE MARIA CARBONEL",4550012,"2012 a 2020 ","aumento",1120000,500,280000,1400000
"2640","JOSE MARIA CARBONEL",4550044,"2012 a 2020 ","aumento",331000,471.9,89000,420000
"2641","HIPOTECHO SUR",4551015,"2012 a 2020 ","aumento",1780000,442.3,520000,2300000
"2642","CEDRO NARVAEZ",8511005,"2012 a 2020 ","aumento",950000,161.3,1550000,2500000
"2643","LOS CEDROS",8515010,"2012 a 2020 ","aumento",1835000,234.4,1365000,3200000
"2644","LOS CEDROS",8515034,"2012 a 2020 ","aumento",1835000,234.4,1365000,3200000
"2645","CAOBOS SALAZAR",8518016,"2012 a 2020 ","aumento",1800000,250,1200000,3e+06
"2646","SALITRE SUBA",9226019,"2012 a 2020 ","aumento",1130000,340.4,470000,1600000
"2647","SUBA CERROS",9231028,"2012 a 2020 ","aumento",540000,307.7,260000,8e+05
"2648","SAN ISIDRO",1406013,"2012 a 2020 ","aumento",880000,337.8,370000,1250000
"2649","VILLA DE LOS ALPES",1408024,"2012 a 2020 ","aumento",8e+05,420,250000,1050000
"2650","VILLA DE LOS ALPES",1408066,"2012 a 2020 ","aumento",1650000,353.8,650000,2300000
"2651","LAS LOMAS",1409080,"2012 a 2020 ","aumento",850000,525,2e+05,1050000
"2652","BARRANCAS",8507025,"2012 a 2020 ","aumento",1760000,337.8,740000,2500000
"2653","LOS CEDROS",8515043,"2012 a 2020 ","aumento",1850000,237,1350000,3200000
"2654","SOTAVENTO",2533054,"2012 a 2020 ","aumento",480000,340,2e+05,680000
"2655","SAN RAFAEL",2539041,"2012 a 2020 ","aumento",480000,442.9,140000,620000
"2656","LA CABANA",2527060,"2012 a 2020 ","aumento",5e+05,278.6,280000,780000
"2657","EL CEDRO",5629056,"2012 a 2020 ","aumento",494000,285.7,266000,760000
"2658","ENGATIVA ZONA URBANA",5636036,"2012 a 2020 ","aumento",1210000,342,5e+05,1710000
"2659","ENGATIVA ZONA URBANA",5636075,"2012 a 2020 ","aumento",1260000,380,450000,1710000
"2660","ENGATIVA ZONA URBANA",5636095,"2012 a 2020 ","aumento",1210000,342,5e+05,1710000
"2661","BOCHICA II",5644017,"2012 a 2020 ","aumento",1750000,333.3,750000,2500000
"2662","BOCHICA II",5644019,"2012 a 2020 ","aumento",1750000,333.3,750000,2500000
"2663","VILLAS DE GRANADA",5647027,"2012 a 2020 ","aumento",1860000,286,1e+06,2860000
"2664","VILLAS DE GRANADA",5647044,"2012 a 2020 ","aumento",1990000,280.9,1100000,3090000
"2665","VILLAS DE GRANADA I",5649041,"2012 a 2020 ","aumento",1860000,286,1e+06,2860000
"2666","VILLAS DE GRANADA I",5649051,"2012 a 2020 ","aumento",1860000,286,1e+06,2860000
"2667","CIUDADELA COLSUBSIDIO",5650004,"2012 a 2020 ","aumento",1600000,277.8,9e+05,2500000
"2668","VILLA SAGRARIO",5658002,"2012 a 2020 ","aumento",1660000,295.3,850000,2510000
"2669","MARANDU",5665036,"2012 a 2020 ","aumento",1640000,331,710000,2350000
"2670","BOLIVIA",5675007,"2012 a 2020 ","aumento",1300000,273.3,750000,2050000
"2671","SAN ANTONIO ENGATIVA",5679042,"2012 a 2020 ","aumento",1350000,292.9,7e+05,2050000
"2672","SAN JOSE DE USAQUEN",8529017,"2012 a 2020 ","aumento",2750000,466.7,750000,3500000
"2673","TORCA II",208128001,"2012 a 2019 ","se mantuvo",0,NA,0,0
"2674","LA ESTRELLITA",208203076,"2012 a 2019 ","se mantuvo",0,NA,0,0
"2675","BARRANCAS ORIENTAL",208103001,"2012 a 2019 ","se mantuvo",0,NA,0,0
"2676","NUEVA ESPERANZA",204106027,"2012 a 2018 ","se mantuvo",0,NA,0,0
"2677","LAS MERCEDES",1107070,"2012 a 2020 ","aumento",570000,347.8,230000,8e+05
"2678","LAS LOMAS",1409094,"2012 a 2020 ","aumento",930000,390.6,320000,1250000
"2679","SAN JORGE SUR",1411003,"2012 a 2020 ","aumento",1290000,414.6,410000,1700000
"2680","LA RESURRECCION",1413032,"2012 a 2020 ","aumento",875000,488.9,225000,1100000
"2681","MARCO FIDEL SUAREZ I",1415025,"2012 a 2020 ","aumento",1175000,527.3,275000,1450000
"2682","MARCO FIDEL SUAREZ I",1415060,"2012 a 2020 ","aumento",1165000,508.8,285000,1450000
"2683","SAN AGUSTIN",1416033,"2012 a 2020 ","aumento",61300,217.9,52000,113300
"2684","SAN AGUSTIN",1416043,"2012 a 2020 ","aumento",1195000,568.6,255000,1450000
"2685","MARRUECOS",1418072,"2012 a 2020 ","aumento",319000,375,116000,435000
"2686","CIUDAD JARDIN NORTE",9108097,"2012 a 2020 ","aumento",1900000,337.5,8e+05,2700000
"2687","SAN CRISTOBAL SUR",1108042,"2012 a 2020 ","aumento",480000,500,120000,6e+05
"2688","SAN BLAS II",1113045,"2012 a 2020 ","aumento",480000,500,120000,6e+05
"2689","SAN BLAS II",1113046,"2012 a 2020 ","aumento",480000,500,120000,6e+05
"2690","SAN BLAS II",1113092,"2012 a 2020 ","aumento",480030,318.2,220000,700030
"2691","CIUDAD JARDIN SUR",1204043,"2012 a 2020 ","aumento",1270000,301.6,630000,1900000
"2692","EL TRIANGULO",201302005,"2012 a 2019 ","se mantuvo",0,NA,0,0
"2693","SAN ISIDRO",1406001,"2012 a 2020 ","aumento",930000,351.4,370000,1300000
"2694","MOLINOS DEL SUR",1414018,"2012 a 2020 ","aumento",1400000,566.7,3e+05,1700000
"2695","ALQUERIA LA FRAGUA II",4596027,"2012 a 2020 ","aumento",1280000,346.2,520000,1800000
"2696","ARBORIZADORA ALTA I",2460043,"2012 a 2020 ","aumento",860000,458.3,240000,1100000
"2697","TABORA",5609018,"2012 a 2020 ","aumento",1940000,393.9,660000,2600000
"2698","LA GRANJA",5610019,"2012 a 2020 ","aumento",1970000,369.9,730000,2700000
"2699","LA GRANJA",5610025,"2012 a 2020 ","aumento",1790000,352.1,710000,2500000
"2700","AUTOPISTA MEDELLIN",5611019,"2012 a 2020 ","aumento",1880000,361.1,720000,2600000
"2701","PARIS GAITAN",5612010,"2012 a 2020 ","aumento",1950000,454.5,550000,2500000
"2702","PARIS GAITAN",5612078,"2012 a 2020 ","aumento",1900000,416.7,6e+05,2500000
"2703","PARIS GAITAN",5612082,"2012 a 2020 ","aumento",571000,419,179000,750000
"2704","LA SERENA",5613053,"2012 a 2020 ","aumento",2e+06,350,8e+05,2800000
"2705","VILLA LUZ",5614028,"2012 a 2020 ","aumento",1900000,371.4,7e+05,2600000
"2706","PARIS",5619042,"2012 a 2020 ","aumento",1800000,357.1,7e+05,2500000
"2707","LA ANDREA",2524022,"2012 a 2020 ","aumento",6e+05,340,250000,850000
"2708","SANTA LIBRADA NORTE",2528048,"2012 a 2020 ","aumento",520000,257.6,330000,850000
"2709","QUIBA",2530069,"2012 a 2020 ","aumento",5e+05,516.7,120000,620000
"2710","QUIBA",2530082,"2012 a 2020 ","aumento",5e+05,516.7,120000,620000
"2711","CAMPO VERDE",205322027,"2012 a 2018 ","se mantuvo",0,NA,0,0
"2712","HIPOTECHO SUR",4551039,"2012 a 2020 ","aumento",1780000,442.3,520000,2300000
"2713","HIPOTECHO SUR",4551066,"2012 a 2020 ","aumento",1780000,442.3,520000,2300000
"2714","GUALOCHE",4552013,"2012 a 2020 ","aumento",1180000,418.9,370000,1550000
"2715","GUALOCHE",4552099,"2012 a 2020 ","aumento",398000,455.4,112000,510000
"2716","ANDALUCIA II",4553077,"2012 a 2020 ","aumento",1150000,309.1,550000,1700000
"2717","PATIO BONITO",4554020,"2012 a 2020 ","aumento",1420000,344.8,580000,2e+06
"2718","EL VERVENAL",8526045,"2012 a 2020 ","aumento",1420000,308.8,680000,2100000
"2719","AURES",9205062,"2012 a 2020 ","aumento",1800000,357.1,7e+05,2500000
"2720","LA CABANA",5508020,"2012 a 2020 ","aumento",1050000,305.9,510000,1560000
"2721","SANTA HELENITA",5608096,"2012 a 2020 ","aumento",1880000,361.1,720000,2600000
"2722","LA GRANJA",5610009,"2012 a 2020 ","aumento",1820000,367.6,680000,2500000
"2723","DINDALITO",4612047,"2012 a 2020 ","aumento",1370000,418.6,430000,1800000
"2724","OSPINA PEREZ SUR",4405001,"2012 a 2020 ","aumento",2070000,456.9,580000,2650000
"2725","POTOSI",5401071,"2012 a 2020 ","aumento",1500000,225,1200000,2700000
"2726","LAS FERIAS OCCIDENTAL",5405047,"2012 a 2020 ","aumento",1020000,288.9,540000,1560000
"2727","LA CAMPINA",4506047,"2012 a 2019 ","aumento",1330000,441,390000,1720000
"2728","EL CARMEN FONTIBON",6408074,"2012 a 2020 ","aumento",448000,346.2,182000,630000
"2729","BOLIVIA",5622001,"2012 a 2020 ","aumento",1800000,300,9e+05,2700000
"2730","VILLAS DE GRANADA",5647067,"2012 a 2020 ","aumento",1910000,301.1,950000,2860000
"2731","TIBANA",4212034,"2012 a 2020 ","aumento",1750000,369.2,650000,2400000
"2732","EL JARDIN",4561028,"2012 a 2020 ","aumento",1070000,565.2,230000,1300000
"2733","OSPINA PEREZ",4406068,"2012 a 2019 ","se mantuvo",0,NA,0,0
"2734","JOSE MARIA CARBONEL",4550095,"2012 a 2020 ","aumento",1040000,388.9,360000,1400000
"2735","TINTALITO",4617048,"2012 a 2020 ","aumento",1950000,425,6e+05,2550000
"2736","LA CABANA FONTIBON",6402024,"2012 a 2020 ","aumento",708000,307,342000,1050000
"2737","EL CORZO",4631042,"2012 a 2020 ","aumento",1090000,402.8,360000,1450000
"2738","LAS MARGARITAS",4637094,"2012 a 2020 ","aumento",990000,245.6,680000,1670000
"2739","ESCOCIA",4519093,"2012 a 2020 ","aumento",1240000,500,310000,1550000
"2740","EL DORADO",3209026,"2012 a 2020 ","aumento",180000,228.6,140000,320000
"2741","RAMIREZ",3210013,"2012 a 2020 ","aumento",670000,472.2,180000,850000
"2742","LOURDES",3212022,"2012 a 2020 ","aumento",420000,333.3,180000,6e+05
"2743","BOSA",4522055,"2012 a 2020 ","aumento",557358.5,306.4,270000,827358.5
"2744","JIMENEZ DE QUESADA",4523072,"2012 a 2020 ","aumento",1231000,433.6,369000,1600000
"2745","SAN PABLO BOSA",4524017,"2012 a 2020 ","aumento",1011000,330.3,439000,1450000
"2746","BOSA NOVA",4526065,"2012 a 2020 ","aumento",1205000,449.3,345000,1550000
"2747","PASO ANCHO",4528013,"2012 a 2020 ","aumento",1080000,437.5,320000,1400000
"2748","CEMENTERIO JARDINES APOGEO",4529032,"2012 a 2020 ","aumento",850000,342.9,350000,1200000
"2749","TIMIZA B",4530032,"2012 a 2020 ","aumento",1680000,423.1,520000,2200000
"2750","EL RETAZO",4533001,"2012 a 2020 ","aumento",315000,400,105000,420000
"2751","EL RETAZO",4533035,"2012 a 2020 ","aumento",1050000,400,350000,1400000
"2752","CASABLANCA",4537032,"2012 a 2020 ","aumento",1400000,333.3,6e+05,2e+06
"2753","OLARTE",4538034,"2012 a 2020 ","aumento",1600000,420,5e+05,2100000
"2754","GRAN COLOMBIANO",4539016,"2012 a 2020 ","aumento",1047000,396.6,353000,1400000
"2755","CATALINA II",4540041,"2012 a 2020 ","aumento",1200000,366.7,450000,1650000
"2756","EL PARAISO BOSA",4541003,"2012 a 2020 ","aumento",1355000,404.5,445000,1800000
"2757","EL PARAISO BOSA",4541055,"2012 a 2020 ","aumento",2200000,375,8e+05,3e+06
"2758","ALQUERIA LA FRAGUA",4543048,"2012 a 2020 ","aumento",1220000,310.3,580000,1800000
"2759","ALQUERIA LA FRAGUA",4543062,"2012 a 2020 ","aumento",1370000,287.7,730000,2100000
"2760","LA ESTRELLITA I",8540005,"2012 a 2020 ","aumento",603000,1000,67000,670000
"2761","RESTREPO",2103016,"2012 a 2020 ","aumento",1900000,311.1,9e+05,2800000
"2762","EL ROSARIO",5104002,"2012 a 2020 ","aumento",1602000,233.7,1198000,2800000
"2763","ESCOCIA",4519068,"2012 a 2020 ","aumento",85000,122.4,380000,465000
"2764","SAN CAYETANO",9230032,"2012 a 2020 ","aumento",920000,217.9,780000,1700000
"2765","ARBOLEDA SUR",1423091,"2012 a 2020 ","aumento",750000,600,150000,9e+05
"2766","ISLA DEL SOL",2411032,"2012 a 2020 ","aumento",1380000,531.2,320000,1700000
"2767","PROVIVIENDA OCCIDENTAL",4613036,"2012 a 2020 ","aumento",1360000,351.9,540000,1900000
"2768","LECH WALESA",9227038,"2012 a 2020 ","aumento",1800000,460,5e+05,2300000
"2769","QUINTAS DEL SUR",2523053,"2012 a 2020 ","aumento",640000,346.2,260000,9e+05
"2770","PUENTE LARGO",9124058,"2012 a 2020 ","aumento",2100000,223.5,1700000,3800000
"2771","COLON",4308032,"2012 a 2020 ","aumento",1800000,427.3,550000,2350000
"2772","SAN EUSEBIO",4401007,"2012 a 2020 ","aumento",2e+06,500,5e+05,2500000
"2773","SAN EUSEBIO",4401054,"2012 a 2020 ","aumento",2e+06,500,5e+05,2500000
"2774","AUTOPISTA MUZU",4403006,"2012 a 2020 ","aumento",1280000,277.8,720000,2e+06
"2775","AUTOPISTA MUZU",4403013,"2012 a 2020 ","aumento",1280000,277.8,720000,2e+06
"2776","AUTOPISTA MUZU",4403032,"2012 a 2020 ","aumento",1280000,277.8,720000,2e+06
"2777","OSPINA PEREZ",4406040,"2012 a 2020 ","aumento",2090000,473.2,560000,2650000
"2778","LA PRADERA NORTE",8502052,"2012 a 2020 ","aumento",1700000,254.5,1100000,2800000
"2779","SAN CRISTOBAL NORTE",8505076,"2012 a 2020 ","aumento",601000,409.8,194000,795000
"2780","BARRANCAS NORTE",8506002,"2012 a 2020 ","aumento",1610000,317.6,740000,2350000
"2781","SANTA ANA",8408046,"2012 a 2019 ","se mantuvo",0,NA,0,0
"2782","CANDELARIA LA NUEVA",2531037,"2012 a 2020 ","aumento",1320000,447.4,380000,1700000
"2783","CANDELARIA LA NUEVA",2531065,"2012 a 2020 ","aumento",1400000,566.7,3e+05,1700000
"2784","SOTAVENTO",2533010,"2012 a 2020 ","aumento",480000,340,2e+05,680000
"2785","PALERMO SUR",2535018,"2012 a 2020 ","aumento",450000,400,150000,6e+05
"2786","MONTEBLANCO",2536014,"2012 a 2020 ","aumento",640000,500,160000,8e+05
"2787","USMINIA",2538003,"2012 a 2020 ","aumento",380000,416.7,120000,5e+05
"2788","SAN RAFAEL",2539002,"2012 a 2020 ","aumento",480000,442.9,140000,620000
"2789","SAN RAFAEL",2539098,"2012 a 2020 ","aumento",5e+05,516.7,120000,620000
"2790","GRANADA SUR",2541017,"2012 a 2020 ","aumento",850000,288.9,450000,1300000
"2791","COMUNEROS",2543024,"2012 a 2020 ","aumento",620000,444.4,180000,8e+05
"2792","NACIONES UNIDAS",2546037,"2012 a 2020 ","aumento",330000,430,1e+05,430000
"2793","EL TESORO",2547084,"2012 a 2020 ","aumento",550000,885.7,70000,620000
"2794","EL VIRREY",2548023,"2012 a 2020 ","aumento",580000,281.2,320000,9e+05
"2795","EL VIRREY",2548048,"2012 a 2020 ","aumento",580000,281.2,320000,9e+05
"2796","VILLA GLORIA",2549093,"2012 a 2020 ","aumento",550000,885.7,70000,620000
"2797","ALASKA",2551013,"2012 a 2020 ","aumento",180000,325,80000,260000
"2798","JUAN PABLO II",2552025,"2012 a 2020 ","aumento",68000,211.5,61000,129000
"2799","QUIROGA",2202068,"2012 a 2020 ","aumento",1550000,542.9,350000,1900000
"2800","QUIROGA",2202073,"2012 a 2020 ","aumento",1800000,460,5e+05,2300000
"2801","QUIROGA",2202078,"2012 a 2020 ","aumento",1550000,542.9,350000,1900000
"2802","QUIROGA CENTRAL",2203050,"2012 a 2020 ","aumento",1760000,617.6,340000,2100000
"2803","QUIROGA I",2209038,"2012 a 2020 ","aumento",1720000,552.6,380000,2100000
"2804","LIBERTADOR",2305014,"2012 a 2020 ","aumento",1160000,397.4,390000,1550000
"2805","LIBERTADOR",2305017,"2012 a 2020 ","aumento",1160000,397.4,390000,1550000
"2806","BRAVO PAEZ",2306018,"2012 a 2020 ","aumento",1170000,407.9,380000,1550000
"2807","LA CATEDRAL",3110021,"2012 a 2020 ","aumento",2750000,350,1100000,3850000
"2808","LA CATEDRAL",3110025,"2012 a 2020 ","aumento",2975000,440,875000,3850000
"2809","SAN BERNARDO",3201035,"2012 a 2020 ","aumento",660000,288.6,350000,1010000
"2810","LAS CRUCES",3202031,"2012 a 2020 ","aumento",630000,386.4,220000,850000
"2811","BELEN",3204011,"2012 a 2020 ","aumento",720000,340,3e+05,1020000
"2812","LOS LACHES",3207040,"2012 a 2020 ","aumento",120000,385.7,42000,162000
"2813","EL ROCIO",3208020,"2012 a 2020 ","aumento",330000,294.1,170000,5e+05
"2814","EL ROCIO",3208083,"2012 a 2020 ","aumento",175000,318.8,80000,255000
"2815","ALCALA",4407027,"2012 a 2020 ","aumento",1245000,276.6,705000,1950000
"2816","ALCALA",4407042,"2012 a 2020 ","aumento",1300000,300,650000,1950000
"2817","TEJAR",4408015,"2012 a 2020 ","aumento",1270000,286.8,680000,1950000
"2818","ALQUERIA",4409005,"2012 a 2020 ","aumento",1800000,336.8,760000,2560000
"2819","ALQUERIA",4409028,"2012 a 2020 ","aumento",1600000,260,1e+06,2600000
"2820","REMANSO SUR",4412044,"2012 a 2020 ","aumento",1900000,416.7,6e+05,2500000
"2821","TAIRONA",4564001,"2012 a 2020 ","aumento",1420000,344.8,580000,2e+06
"2822","TOCAREMA",4565024,"2012 a 2020 ","aumento",1510000,408.2,490000,2e+06
"2823","VILLAS DEL PROGRESO",4567018,"2012 a 2020 ","aumento",1213000,459.9,337000,1550000
"2824","VILLAS DEL PROGRESO",4567053,"2012 a 2020 ","aumento",1213000,459.9,337000,1550000
"2825","JORGE URIBE BOTERO",4568007,"2012 a 2020 ","aumento",1650000,353.8,650000,2300000
"2826","ANTONIA SANTOS",4570011,"2012 a 2020 ","aumento",1150000,483.3,3e+05,1450000
"2827","CIUDADELA EL RECREO",4573078,"2012 a 2020 ","aumento",1100000,344.4,450000,1550000
"2828","CASA BLANCA SUR",4576016,"2012 a 2020 ","aumento",1800000,250,1200000,3e+06
"2829","ESCOCIA",4579002,"2012 a 2020 ","aumento",1300000,285.7,7e+05,2e+06
"2830","CENTRO FONTIBON",6410053,"2012 a 2020 ","aumento",1180000,290.3,620000,1800000
"2831","CENTRO FONTIBON",6410070,"2012 a 2020 ","aumento",1250000,327.3,550000,1800000
"2832","SAN PABLO JERICO",6413017,"2012 a 2020 ","aumento",850000,288.9,450000,1300000
"2833","BRISAS ALDEA FONTIBON",6414026,"2012 a 2020 ","aumento",1350000,400,450000,1800000
"2834","BRISAS ALDEA FONTIBON",6414052,"2012 a 2020 ","aumento",1350000,400,450000,1800000
"2835","ATAHUALPA",6416004,"2012 a 2020 ","aumento",1362000,353.2,538000,1900000
"2836","EL REFUGIO",6419026,"2012 a 2020 ","aumento",1400000,333.3,6e+05,2e+06
"2837","MARSELLA",6502001,"2012 a 2020 ","aumento",1580000,292.7,820000,2400000
"2838","BAVARIA",6504030,"2012 a 2020 ","aumento",1675000,291.4,875000,2550000
"2839","YOMASA",1350086,"2012 a 2020 ","aumento",250000,327.3,110000,360000
"2840","YOMASA",1350092,"2012 a 2020 ","aumento",250000,327.3,110000,360000
"2841","LAS GUACAMAYAS II",1352021,"2012 a 2020 ","aumento",856000,507.6,210000,1066000
"2842","LAS GUACAMAYAS I",1354009,"2012 a 2020 ","aumento",826000,444.2,240000,1066000
"2843","LAS GUACAMAYAS I",1355005,"2012 a 2020 ","aumento",856000,507.6,210000,1066000
"2844","LAS GUACAMAYAS I",1355020,"2012 a 2020 ","aumento",856000,507.6,210000,1066000
"2845","LAS GUACAMAYAS I",1355062,"2012 a 2020 ","aumento",856000,507.6,210000,1066000
"2846","LAS GUACAMAYAS I",1355077,"2012 a 2020 ","aumento",251800,470.3,68000,319800
"2847","VILLA DEL CERRO",1356066,"2012 a 2020 ","aumento",230000,162.2,370000,6e+05
"2848","CIUDAD KENNEDY",4509090,"2012 a 2019 ","se mantuvo",0,NA,0,0
"2849","LAS DELICIAS",4544043,"2012 a 2020 ","aumento",1205000,356.4,470000,1675000
"2850","CATALINA",4545004,"2012 a 2020 ","aumento",1550000,444.4,450000,2e+06
"2851","CATALINA",4545016,"2012 a 2020 ","aumento",1550000,444.4,450000,2e+06
"2852","JOSE MARIA CARBONEL",4550056,"2012 a 2020 ","aumento",1120000,500,280000,1400000
"2853","HIPOTECHO SUR",4551005,"2012 a 2020 ","aumento",1780000,442.3,520000,2300000
"2854","MONACO",9111010,"2012 a 2020 ","aumento",1250000,200,1250000,2500000
"2855","GILMAR",9114043,"2012 a 2020 ","aumento",1560000,273.3,9e+05,2460000
"2856","IBERIA",9115034,"2012 a 2020 ","aumento",1600000,214.3,1400000,3e+06
"2857","PRADO VERANIEGO NORTE",9116002,"2012 a 2020 ","aumento",1600000,277.8,9e+05,2500000
"2858","BATAN",9118040,"2012 a 2020 ","aumento",402000,211.7,360000,762000
"2859","ATENAS",9119031,"2012 a 2020 ","aumento",9e+05,207.1,840000,1740000
"2860","PUENTE LARGO",9124021,"2012 a 2020 ","aumento",1575000,228.6,1225000,2800000
"2861","EL VERGEL",4106002,"2012 a 2020 ","aumento",1457500,368.7,542500,2e+06
"2862","SANTA ISABEL",4108016,"2012 a 2020 ","aumento",1580000,335.8,670000,2250000
"2863","EL PROGRESO",4111012,"2012 a 2020 ","aumento",610000,210.9,550000,1160000
"2864","COMUNEROS",4202005,"2012 a 2020 ","aumento",1575000,352,625000,2200000
"2865","LA ASUNCION",4203014,"2012 a 2020 ","aumento",570000,416.7,180000,750000
"2866","MONTES",4204023,"2012 a 2020 ","aumento",1850000,384.6,650000,2500000
"2867","VILLA CARMENZA",6417017,"2012 a 2020 ","aumento",1400000,333.3,6e+05,2e+06
"2868","LAS DOS AVENIDAS",6508049,"2012 a 2020 ","aumento",497000,282.1,273000,770000
"2869","ESCOCIA",4579090,"2012 a 2020 ","aumento",1190000,430.6,360000,1550000
"2870","ESCOCIA",4579099,"2012 a 2020 ","aumento",1215000,462.7,335000,1550000
"2871","SANTA CATALINA",4584086,"2012 a 2020 ","aumento",1550000,306.7,750000,2300000
