;barrio_nombre;codigo_barrio;anos;cambio_relativo;diferencia
510;LA GAITANA ORIENTAL;9262;12a20;aumento;1543622
511;LAS ORQUIDEAS;8516;12a20;aumento;2112744
512;ESTRELLA DEL NORTE;8519;12a20;aumento;1347745
513;LA GRANJA NORTE;8524;12a20;aumento;773745
514;SAN JOSE DE USAQUEN;8529;12a20;aumento;2168947
515;HORIZONTES NORTE;8533;12a20;aumento;713184
516;RINCON ALTAMAR;9266;12a20;aumento;1105524
517;MOLINOS DE ORIENTE;1104;12a20;aumento;192136
518;TIHUAQUE;1340;12a20;aumento;172272
519;CIUDAD LONDRES RURAL;102312;12a20;aumento;166000
520;SIBERIA CENTRAL;8220;12a20;aumento;542040
521;LAS VIOLETAS;2633;12a20;aumento;94848
522;MURILLO TORO;2310;12a20;aumento;1131968
523;QUIBA;2530;12a20;aumento;412267
524;CANDELARIA LA NUEVA;2531;12a20;aumento;1153382
525;MONTEBELLO;1302;12a20;aumento;771521
526;CORDOBA;1303;12a20;aumento;959583
527;SANTA INES SUR;1308;12a20;aumento;583185
528;ISLA DEL SOL;2411;12a20;aumento;1190301
529;LA ESTANCIA;2418;12a20;aumento;1563183
530;ESPINO;2423;12a20;aumento;221071
531;RINCON DE GALICIA;2424;12a20;aumento;830205
532;POTOSI;2431;12a20;aumento;431089
533;GRAN GRANADA;5654;12a20;aumento;1288235
534;SABANA DEL DORADO;5657;12a20;aumento;1108803
535;LUIS CARLOS GALAN;5661;12a20;aumento;848054
536;MARANDU;5665;12a20;aumento;1443136
537;PARQUE NACIONAL;8102;12a20;aumento;373054
538;BELLAVISTA SUR;1313;12a20;aumento;347816
539;CIUDADELA EL RECREO;4573;12a20;aumento;1139374
540;BOSA NOVA EL PORVENIR;4580;12a20;aumento;1223059
541;ALQUERIA LA FRAGUA II;4596;12a20;aumento;1372917
542;VILLA ANNY I;4598;12a20;aumento;956738
543;LA ESPERANZA DE USME;2615;12a20;aumento;397869
544;PAULO VI;5113;12a20;aumento;1905000
545;SIMON BOLIVAR;5205;12a20;aumento;1789158
546;LA PATRIA;5305;12a20;aumento;1461096
547;RIONEGRO;5308;12a20;aumento;2001176
548;EL SATELITE;2545;12a20;aumento;1006000
549;NACIONES UNIDAS;2546;12a20;aumento;330915
550;EL TESORO;2547;12a20;aumento;499663
551;VILLA GLORIA;2549;12a20;aumento;449316
552;LA REFORMA;2627;12a20;aumento;400051
553;EL TUNO;2634;12a20;aumento;242394
554;ARRAYANES VI;2637;12a20;disminuyo;-11420
555;CIUDAD HUNZA;9235;12a20;aumento;967935
556;LAS MERCEDES I;9243;12a20;aumento;899748
557;VILLA HERMOSA;9244;12a20;aumento;1135173
558;PINOS DE LOMBARDIA;9245;12a20;aumento;1596766
559;VEREDA SUBA NARANJOS;9249;12a20;aumento;546442
560;TIBABUYES OCCIDENTAL;9250;12a20;aumento;1180488
561;BILBAO;9252;12a20;aumento;1104186
562;SUMAPAZ;2553;12a20;aumento;493125
563;DESARROLLO BRAZUELOS I;2556;12a20;aumento;320917
564;ANTONIO JOSE DE SUCRE;2571;12a20;aumento;396789
565;SERRANIAS I;2576;12a20;aumento;390888
566;SAN ANTONIO ENGATIVA;5679;12a20;aumento;1445863
567;TUNDAMA;4515;12a20;aumento;1443147
568;LOS ARRAYANES II;1435;12a20;aumento;544541
569;SAN ANTONIO;2102;12a20;aumento;1434229
570;LA FRAGUA;2107;12a20;aumento;1458531
571;LIBERTADOR;2305;12a20;aumento;1149980
572;BRAVO PAEZ;2306;12a20;aumento;1016173
573;CLARET;2308;12a20;aumento;1149444
574;QUIRIGUA II;5684;12a20;aumento;1248449
575;SANTA FE;6103;12a20;aumento;1279471
576;LA FAVORITA;6104;12a20;aumento;1538611
577;PALOQUEMAO;6107;12a20;aumento;2082044
578;EL RECUERDO;6201;12a20;aumento;2105306
579;GRAN AMERICA;6202;12a20;aumento;2091177
580;EL RETIRO;8310;12a20;aumento;4807864
581;SANTA BIBIANA;8412;12a20;aumento;2185565
582;CANAIMA;8544;12a20;aumento;1488571
583;GRANADA NORTE;9101;12a20;aumento;1559298
584;CIUDAD JARDIN NORTE;9108;12a20;aumento;1909581
585;GILMAR;9114;12a20;aumento;1365921
586;SEVILLA;1201;12a20;aumento;1611667
587;CIUDAD BERNA;1202;12a20;aumento;1268000
588;CIUDAD JARDIN SUR;1204;12a20;aumento;1219893
589;GRANADA SUR;1301;12a20;aumento;970141
590;SIERRA MORENA II;2444;12a20;aumento;650484
591;PERDOMO ALTO;2448;12a20;aumento;198559
592;SAN ANTONIO DEL MIRADOR;2451;12a20;aumento;3997
593;EL MOCHUELO;2584;12a20;aumento;370511
594;BUENOS AIRES;1102;12a20;aumento;657895
595;VITELMA;1103;12a20;aumento;788605
596;EL REMANSO;205320;12a20;aumento;92852
597;CIUDAD DE CALI;4607;12a20;aumento;1441104
598;MILLAN;2502;12a20;aumento;726800
599;COMPARTIR;2504;12a20;aumento;417206
600;EL BOSQUE CENTRAL I;2608;12a20;aumento;253847
601;CAPELLANIA;6302;12a20;aumento;1493803
602;FRANCO;6308;12a20;aumento;1115714
603;VOTO NACIONAL;4103;12a20;aumento;1766857
604;EL VERGEL;4106;12a20;aumento;1357958
605;VERAGUAS;4109;12a20;aumento;1460349
606;LA PEPITA;4110;12a20;aumento;3298111
607;LOS ALMENDROS;4609;12a20;aumento;894404
608;OSORIO X URBANO;4616;12a20;aumento;1087258
609;TINTALITO;4617;12a20;aumento;1302296
610;DINTALITO;4618;12a20;aumento;1364926
611;VILLA NELLY III SECTOR;4578;12a20;aumento;1269085
612;BATAN;9118;12a20;aumento;1170007
613;BOSQUES DE SAN JORGE;9241;12a20;aumento;1489333
614;VILLA CARMENZA;6417;12a20;aumento;1348276
615;PUENTE GRANDE;6418;12a20;aumento;1323731
616;EL PLAN;9128;12a20;aumento;1530261
617;CANODROMO;9130;12a20;aumento;1868613
618;AURES;9205;12a20;aumento;1636772
619;AURES II;9206;12a20;aumento;1547500
620;VILLA MARIA I;9267;12a20;aumento;2078898
621;MARSELLA;6502;12a20;aumento;1528157
622;VISION DE ORIENTE;6503;12a20;aumento;1579693
623;LAS DOS AVENIDAS;6508;12a20;aumento;1490022
624;COLMENA I LOS PINARES;1363;12a20;aumento;437426
625;TUNJUELITO;2508;12a20;aumento;840466
626;SAN BENITO;2509;12a20;aumento;763637
627;LAS AGUAS;3103;12a20;aumento;810933
628;PARQUE NACIONAL ORIENTAL;101405;12a20;aumento;142682
629;EL DORADO;3209;12a20;aumento;212473
630;CANAVERALEJO;4634;12a20;aumento;1086663
631;LAS MARGARITAS;4637;12a20;aumento;1033337
632;CIUDADELA EL RECREO II;4638;12a20;aumento;881485
633;PRIMAVERA;5617;12a20;aumento;1497438
634;FLORENCIA;5620;12a20;aumento;1727200
635;CIUDAD BACHUE;5630;12a20;aumento;1761774
636;LA CABANA FONTIBON;6402;12a20;aumento;1264415
637;VILLEMAR;6406;12a20;aumento;1186868
638;EL CORZO I;4643;12a20;aumento;1073819
639;NICOLAS DE FEDERMAN;5106;12a20;aumento;2187018
640;LA GAITANA;9216;12a20;aumento;1705083
641;RINCON DE SANTA INES;9217;12a20;aumento;1542182
642;ALMIRANTE COLON;9218;12a20;aumento;1264842
643;NUEVA TIBABUYES;9224;12a20;aumento;658726
644;SALITRE SUBA;9226;12a20;aumento;1123687
645;TOSCANA;9229;12a20;aumento;1515903
646;SAMORE;2406;12a20;aumento;1362469
647;LA ESMERALDA;5111;12a20;aumento;1933575
648;EL CHIRCAL SUR;2435;12a20;aumento;1617196
649;LAS FERIAS OCCIDENTAL;5405;12a20;aumento;1833148
650;TIBAQUE II;201309;12a20;se mantuvo;0
651;GALAN RURAL;205221;12a20;aumento;28210
652;SAN ISIDRO RURAL;208108;12a20;se mantuvo;0
653;SAN ISIDRO RURAL II;208126;12a20;se mantuvo;0
654;TIBAQUE I;201306;12a20;se mantuvo;0
655;PASQUILLA;204104;12a20;se mantuvo;0
656;CAMPO VERDE;205322;12a20;se mantuvo;0
657;RINCON DE SUBA;9237;12a20;aumento;1014676
658;NIZA SUBA;9112;12a20;aumento;915168
659;VILLA ELISA;9207;12a20;aumento;1231454
660;LA INDEPENDENCIA;4641;12a20;aumento;919798
661;EL PEDREGAL II;2640;12a20;aumento;189155
662;LOS LAURELES SUR ORIENTAL I;1118;12a20;aumento;158827
663;EL TRIANGULO;201302;12a20;se mantuvo;0
664;EL REFUGIO;8303;12a20;aumento;2678684
665;CAMPANELLA;9219;12a20;aumento;1372364
666;PALERMO SUR;2535;12a20;aumento;357271
667;CHUCUA DE LA VACA III;4619;12a20;aumento;836641
668;DESARROLLO BRAZUELOS;2592;12a20;aumento;174936
669;TIMIZA A;4518;12a20;aumento;1512463
670;ESCUELA DE INFANTERIA;8410;12a20;aumento;6350769
671;CIUDAD KENNEDY OCCIDENTAL;4508;12a20;aumento;1470172
672;SANTANDER SUR;2302;12a20;aumento;1328204
673;EDUARDO FREY;2301;12a20;aumento;1195618
674;NUEVA YORK;4549;12a20;aumento;1547160
675;LOS ANDES;5307;12a20;aumento;1589510
676;MIRANDELA;9133;12a20;aumento;1389107
677;SAN BERNARDINO II;4635;12a20;aumento;1076070
678;SAN LUIS ALTOS DEL CABO RURAL II;208125;12a20;se mantuvo;0
679;LA ESTRELLITA;208203;12a20;aumento;57990
680;CIUDAD BACHUE I ETAPA;5631;12a20;aumento;2024169
681;EL CORTIJO;5634;12a20;aumento;1507369
682;EL MADRIGAL;5635;12a20;aumento;1559774
683;BOCHICA II;5644;12a20;aumento;1571658
684;TIBABITA I;8542;12a20;aumento;610510
685;LAS FERIAS;5404;12a20;aumento;1878421
686;PUERTO RICO;1427;12a20;aumento;819460
687;LA FRAGUITA;2101;12a20;aumento;1404839
688;LA TRINIDAD;4306;12a20;aumento;2221241
689;LAGO DE SUBA;9220;12a20;aumento;1487149
690;OLAYA;2201;12a20;aumento;1445858
691;CEMENTERIO JARDINES APOGEO;4529;12a20;aumento;850952
692;VILLAS DEL PROGRESO;4567;12a20;aumento;1170039
693;AUTOPISTA MUZU ORIENTAL;4413;12a20;aumento;1244703
694;SAN JAVIER;1110;12a20;aumento;850615
695;SAN BLAS II;1113;12a20;aumento;536211
696;POLICARPA;1211;12a20;aumento;2033480
697;RAMAJAL;1307;12a20;aumento;404710
698;VILLA SAGRARIO;5658;12a20;aumento;1562157
699;EL DORADO INDUSTRIAL;5663;12a20;aumento;1320000
700;CORREDOR FERREO DEL SUR;4572;12a20;aumento;1480667
701;ANDES NORTE;9127;12a20;aumento;1671752
702;VILLA DEL PRADO;9129;12a20;aumento;1197558
703;SAN JOAQUIN;5509;12a20;aumento;1845775
704;SANTA MARIA;5602;12a20;aumento;1812872
705;SAN IGNACIO;5607;12a20;aumento;1716902
706;EL RUBI;4536;12a20;aumento;1476828
707;POTRERILLO;9240;12a20;aumento;1611963
708;SAN CARLOS DE SUBA;9251;12a20;aumento;1076939
709;ALTOS DEL ZIPA;1342;12a20;aumento;86375
710;LOS SOCHES;1344;12a20;aumento;146895
711;DONA LILIANA;1345;12a20;aumento;152016
712;LAS GUACAMAYAS II;1352;12a20;aumento;850670
713;SANTA CATALINA;4584;12a20;aumento;1537963
714;CHICALA;4605;12a20;aumento;943444
715;CASA BLANCA SUBA I;9258;12a20;aumento;1225514
716;HOSPITAL SAN CARLOS;1403;12a20;aumento;940734
717;SOSIEGO SUR;1404;12a20;aumento;1249613
718;VEINTE DE JULIO;1405;12a20;aumento;1449611
719;LA MERCED;8103;12a20;aumento;1625252
720;BANCO CENTRAL;7208;12a20;aumento;1670462
721;LA PAZ;7310;12a20;aumento;2434744
722;QUINTA CAMACHO;8201;12a20;aumento;1979242
723;LAS ACACIAS;8203;12a20;aumento;2339081
724;MARIA CRISTINA;8205;12a20;aumento;1485130
725;BOSQUE CALDERON;8207;12a20;aumento;2359053
726;BRISAS DEL VOLADOR;2587;12a20;aumento;262125
727;SAN ANTONIO NOROCCIDENTAL;8528;12a20;aumento;1425659
728;BUENAVISTA;8535;12a20;aumento;546773
729;BOSQUE DE PINOS I;8536;12a20;aumento;1677333
730;SAN JOSE DEL PRADO;9106;12a20;aumento;2078436
731;ARRAYANES I;2601;12a20;aumento;138987
732;BOLONIA;2605;12a20;aumento;254956
733;LA COMUNA;2612;12a20;aumento;476551
734;EL NUEVO PORTAL II;2620;12a20;aumento;376258
735;CHAPINERO CENTRAL;8213;12a20;aumento;2025502
736;LA ALAMEDA;2523;12a20;aumento;589945
737;EL NOGAL;8311;12a20;aumento;3227191
738;LAGO GAITAN;8313;12a20;aumento;3113871
739;LA FLORIDA OCCIDENTAL;6203;12a20;aumento;1221818
740;ORTEZAL;6208;12a20;aumento;1932999
741;CUNDINAMARCA;6211;12a20;aumento;1291875
742;LA ESPERANZA NORTE;6303;12a20;aumento;2436250
743;GRANJAS DE TECHO;6306;12a20;aumento;1083333
744;SANTO DOMINGO;2426;12a20;aumento;205760
745;LAS NIEVES;3102;12a20;aumento;2374874
746;SAN FRANCISCO RURAL;3215;12a20;aumento;208785
747;RICAURTE;4101;12a20;aumento;2158372
748;JUAN JOSE RONDON;2557;12a20;aumento;661905
749;LOS ALPES SUR;2559;12a20;aumento;220596
750;VILLA CANDELARIA;2579;12a20;aumento;775121
751;SANTA BARBARA ORIENTAL;8413;12a20;aumento;3476667
752;CENTRO FONTIBON;6410;12a20;aumento;1458400
753;GORGONZOLA;4207;12a20;aumento;1565862
754;LA PRIMAVERA I;2443;12a20;aumento;1675484
755;CHARCO RURAL;105402;12a20;aumento;311880
756;BAVARIA;6504;12a20;aumento;1732590
757;SAN PEDRO DE LOS ROBLES;6523;12a20;aumento;1544583
758;CIUDAD TECHO II;6531;12a20;aumento;1634345
759;SAN JUAN BAUTISTA;2555;12a20;aumento;627614
760;LA MAGDALENA;7103;12a20;aumento;1672133
761;LOS EJIDOS;4208;12a20;aumento;1404158
762;SIERRA MORENA;2440;12a20;aumento;448571
763;VILLAS EL DIAMANTE;2558;12a20;aumento;321571
764;DIANA TURBAY;1421;12a20;aumento;1223693
765;EL GACO;5669;12a20;aumento;1089976
766;EL NUEVO PORTAL II RURAL;202506;12a20;se mantuvo;0
767;OSORIO III;6518;12a20;aumento;1056273
768;FLORIDA BLANCA;5621;12a20;aumento;1704797
769;LAS MARGARITAS;8530;12a20;aumento;1360417
770;SOTAVENTO;2533;12a20;aumento;399996
771;TOCAREMA;4565;12a20;aumento;1477157
772;PROVIVIENDA OCCIDENTAL;4613;12a20;aumento;1320934
773;USATAMA;6110;12a20;aumento;1225000
774;QUINTA PAREDES;6209;12a20;aumento;1928425
775;EL GUAVIO;3205;12a20;aumento;372541
776;LOS LACHES;3207;12a20;aumento;311531
777;JUAN REY (LA PAZ);1325;12a20;aumento;227384
778;DIANA TURBAY CULTIVOS;1432;12a20;aumento;336250
779;LAS FLORES;9210;12a20;aumento;1436121
780;EL MINUTO DE MARIA;2564;12a20;aumento;415629
781;SAN VICENTE;1309;12a20;aumento;552031
782;SAN PEDRO;4589;12a20;aumento;1137013
783;SANTA INES SUR II;1357;12a20;aumento;812000
784;EL MOCHUELO URBANO;2585;12a20;aumento;238125
785;LAGUNITAS URBANO;2595;12a20;aumento;287063
786;SIBERIA URBANO;8221;12a20;aumento;533000
787;LA CITA;8504;12a20;aumento;469993
788;BRASIL;4622;12a20;aumento;1243850
789;SAN RAFAEL;4302;12a20;aumento;1799167
790;LA PRADERA;4305;12a20;aumento;1969483
791;TEJAR;4408;12a20;aumento;1221056
792;LA ESPERANZA;7305;12a20;aumento;1897100
793;SIETE DE AGOSTO;7311;12a20;aumento;2176263
794;QUIROGA CENTRAL;2203;12a20;aumento;1536774
795;LAS MERCEDES SUBA RURAL;107107;12a20;aumento;1006667
796;QUINTA RAMOS;1206;12a20;aumento;974090
797;NARINO SUR;1207;12a20;aumento;1199708
798;EL ENSUENO;2416;12a20;aumento;979000
799;EMAUS;8202;12a20;aumento;2600000
800;JORGE URIBE BOTERO;4568;12a20;aumento;1288264
801;CENTRO INDUSTRIAL;6218;12a20;aumento;1400000
802;DOCE DE OCTUBRE;5202;12a20;aumento;1954562
803;RENANIA URAPANES;4582;12a20;aumento;1665023
804;SENA;2106;12a20;aumento;712511
805;CHAPINERITO;2610;12a20;aumento;498972
806;LA CHUCUA;9221;12a20;aumento;1415614
807;NIZA NORTE;9123;12a20;aumento;1498700
808;METROPOLIS;5207;12a20;aumento;1552857
809;BARRANCAS NORTE;8506;12a20;aumento;1465567
810;LAS CRUCES;3202;12a20;aumento;609482
811;SANTA BARBARA;3203;12a20;aumento;703095
812;GUADALUPE;4563;12a20;aumento;212676
813;SIBERIA II;201503;12a20;aumento;33313
814;EL JAZMIN;205209;12a20;se mantuvo;0
815;LAS ACACIAS RURAL;205225;12a20;se mantuvo;0
816;EL PARAISO BOSA;4541;12a20;aumento;1415902
817;ALQUERIA LA FRAGUA;4543;12a20;aumento;1235636
818;SAN ISIDRO;1406;12a20;aumento;910500
819;BARRANCAS ORIENTAL;208103;12a20;aumento;150750
820;LOURDES;3212;12a20;aumento;355594
821;CASABLANCA;4537;12a20;aumento;1378500
822;EL ROSARIO;5104;12a20;aumento;1060301
823;ALASKA;2551;12a20;aumento;166281
824;BELEN;3204;12a20;aumento;740250
825;TAIRONA;4564;12a20;aumento;1325692
826;ATAHUALPA;6416;12a20;aumento;883334
827;ATENAS;9119;12a20;aumento;1324583
828;COMUNEROS;4202;12a20;aumento;1467313
829;LA ESTRADITA;5504;12a20;aumento;1847962
830;SURAMERICA;1407;12a20;aumento;904000
831;MEISSEN;2514;12a20;aumento;394483
832;LA CABRERA;8309;12a20;aumento;4694066
833;SANTA ANA OCCIDENTAL;8414;12a20;aumento;2723850
834;VILLA ANITA;2619;12a20;aumento;245670
835;ALTOS DEL POBLADO;1333;12a20;aumento;293625
836;VILLA DIANA;1335;12a20;aumento;163804
837;SANTA ANA SUR;1111;12a20;aumento;908716
838;VELODROMO;1114;12a20;aumento;867312
839;EL PARAISO;4603;12a20;aumento;1354807
840;EL VERGEL ORIENTAL;6529;12a20;aumento;582912
841;EL MUELLE;5652;12a20;aumento;1317267
842;GARCES NAVAS SUR;5655;12a20;aumento;1763179
843;SAN ANTONIO NORTE;8523;12a20;aumento;1333502
844;BOSQUE DE PINOS III;8538;12a20;aumento;1940830
845;PRADO VERANIEGO;9107;12a20;aumento;2257836
846;SAN VICTORINO;6105;12a20;aumento;1967692
847;ATENAS;1305;12a20;aumento;775839
848;BETANIA;4628;12a20;aumento;1349412
849;LA CABANA;4632;12a20;aumento;1054991
850;ALCAZARES NORTE;7404;12a20;aumento;1972857
851;ONCE DE NOVIEMBRE;7405;12a20;aumento;1864546
852;SAGRADO CORAZON;8101;12a20;aumento;2604215
853;EL CURUBO;2606;12a20;aumento;323791
854;EL BOSQUE;2609;12a20;aumento;295235
855;SAN DIEGO;8107;12a20;aumento;1667260
856;JUAN XXIII;8211;12a20;aumento;386174
857;INDUSTRIAL CENTENARIO;6205;12a20;aumento;1470625
858;EL EJIDO;6206;12a20;aumento;1566667
859;MONTEVIDEO;6307;12a20;aumento;890571
860;LOS ROSALES;8304;12a20;aumento;2664565
861;RAFAEL NUNEZ;5117;12a20;aumento;1560000
862;QUIRIGUA ORIENTAL;5639;12a20;aumento;1437710
863;INGEMAR I;201109;12a20;aumento;833633
864;LAGUNITAS;204304;12a20;aumento;64444
865;VEREDA EL TINTAL URBANO;205101;12a20;se mantuvo;0
866;CANAVERALEJO RURAL;205308;12a20;se mantuvo;0
867;BELLA FLOR SUR;2582;12a20;aumento;236292
868;TIBAQUE SUR;102407;12a20;aumento;165190
869;DANUBIO;2519;12a20;aumento;751889
870;LA HUERTA;2636;12a20;aumento;380000
871;TORCA I;8539;12a20;aumento;45338
872;LA PENA;3206;12a20;aumento;280030
873;LA REQUILINA RURAL II;102604;12a20;aumento;182500
874;AGUAS CLARAS;201304;12a20;se mantuvo;0
875;SANTA ISABEL SUR;4107;12a20;aumento;1686271
876;EL LISTON;6106;12a20;aumento;1554350
877;SAN BERNARDINO XVIII;205318;12a20;se mantuvo;0
878;NAZARETH URBANO;203106;12a20;se mantuvo;0
879;SIBERIA RURAL;201502;12a20;se mantuvo;0
880;LA PEÃ‘A RURAL;201404;12a20;aumento;71250
881;PABLO VI NORTE;5116;12a20;aumento;2370167
882;TIBAQUE;101306;12a20;disminuyo;-2464
883;PARAMO URBANO I;8420;12a20;aumento;934690
884;SAN GABRIEL;4307;12a20;aumento;1843545
885;ANTIGUO COUNTRY;8314;12a20;aumento;3142958
886;EL PINO;9213;12a20;aumento;1674541
887;SAN PATRICIO;8418;12a20;aumento;2814662
888;ESCUELA GENERAL SANTANDER;2405;12a20;aumento;780000
889;EL CARMEN;2407;12a20;aumento;1390638
890;MUZU;2413;12a20;aumento;1057567
891;LA LIBERIA;8517;12a20;aumento;1812141
892;COOPERATIVA DE SUB-OFICIALES;6501;12a20;aumento;1174393
893;SABANA GRANDE;6521;12a20;aumento;807821
894;TOCAIMITA ORIENTAL;202410;12a20;se mantuvo;0
895;EL CEREZO;8527;12a20;aumento;1346738
896;EL TINTAL CENTRAL;6423;12a20;aumento;1165118
897;PALO BLANCO;5501;12a20;aumento;1894455
898;BARLOVENTO;2417;12a20;aumento;1521593
899;ARGELIA II;4583;12a20;aumento;797652
900;BRAZUELOS OCCIDENTAL;2591;12a20;aumento;395000
901;OLARTE;102707;12a20;aumento;68429
902;SANTIAGO PEREZ;2304;12a20;aumento;1106563
903;AEROPUERTO EL DORADO;5624;12a20;aumento;1034750
904;ARABIA 1;204127;12a20;aumento;336000
905;CIUDAD BACHUE II;5682;12a20;aumento;1950323
906;VEREDA SUBA CERROS II;9265;12a20;aumento;423250
907;BELALCAZAR;7206;12a20;aumento;1662095
908;ENGATIVA EL DORADO;106301;12a20;aumento;1479000
909;LA MERCED NORTE;7301;12a20;aumento;1727962
910;EL REFUGIO II;201108;12a20;aumento;1212909
911;SANTA HELENA;9131;12a20;aumento;1591375
912;EL PARAISO;8110;12a20;aumento;320185
913;EL PORTAL DEL BRASIL;4591;12a20;aumento;1154500
914;INGEMAR ORIENTAL I;201110;12a20;aumento;219669
915;SAN BERNARDINO XVIII;105318;12a20;aumento;540000
916;PORTAL RURAL II;102506;12a20;aumento;75286
917;PIO XII;6505;12a20;aumento;1541667
918;RAFAEL URIBE;7312;12a20;aumento;2146154
919;ACACIAS USAQUEN;8510;12a20;aumento;2170058
920;CHARALA;2611;12a20;aumento;527374
921;BOSQUE DE MODELIA;6316;12a20;aumento;1429517
922;ZONA FRANCA;6520;12a20;aumento;690250
923;LA MAGDALENA;6524;12a20;aumento;80169
924;CAMPIN;7201;12a20;aumento;1515700
925;CARMEN DEL SOL;1434;12a20;aumento;794237
926;SANTANDER;2105;12a20;aumento;1465000
927;EL PORTAL DEL DIVINO;2630;12a20;aumento;343571
928;CHARCO URBANO;6411;12a20;aumento;1121429
929;LA PERSEVERANCIA;8104;12a20;aumento;716151
930;SEMINARIO;8302;12a20;aumento;1898600
931;BELLAVISTA;8305;12a20;aumento;2695565
932;LA CAROLINA;8403;12a20;aumento;2851952
933;CARACAS;1203;12a20;aumento;1146381
934;ATLANTA;2422;12a20;aumento;961983
935;PASADENA;9125;12a20;aumento;1408040
936;BOSQUE IZQUIERDO;8106;12a20;aumento;396605
937;EL ROCIO NORTE;8522;12a20;aumento;1417946
938;CANTAGALLO;9103;12a20;aumento;1574563
939;CIUDAD BOLIVAR;2453;12a20;aumento;11828
940;MODELO SUR;1209;12a20;aumento;1093000
941;PUENTE COLORADO;1317;12a20;aumento;229913
942;LA PAMPA;6511;12a20;aumento;2117444
943;PARAMO IV;208101;12a20;se mantuvo;0
944;LA UNION URBANO;209106;12a20;se mantuvo;0
945;SANTA MONICA;5641;12a20;aumento;1136795
946;ESCUELA MILITAR;5310;12a20;aumento;2090858
947;TERMINAL DE TRANSPORTES;6319;12a20;aumento;1383981
948;VERACRUZ;3109;12a20;aumento;2320821
949;CERRO COLORADO;2575;12a20;aumento;320244
950;LOS OLIVARES;2604;12a20;aumento;426623
951;ARBORIZADORA ALTA;2573;12a20;aumento;538527
952;GINEBRA;8405;12a20;aumento;1931843
953;DELMONTE;9246;12a20;aumento;1718769
954;PRIMERO DE MAYO;1112;12a20;aumento;1062632
955;BARRANCAS ORIENTAL RURAL;108103;12a20;aumento;641166
956;SAMPER MENDOZA;6108;12a20;aumento;1898870
957;QUIBA RURAL;204128;12a20;aumento;162000
958;EL REFUGIO I;201105;12a20;aumento;2962909
959;DANUBIO II;2577;12a20;aumento;342813
960;SAN BERNARDINO XXV URBANO;4590;12a20;aumento;43577
961;CIUDAD LONDRES I;1346;12a20;aumento;187357
962;QUIBA URBANO;2583;12a20;aumento;420471
963;RINCON DE LA VALVANERA;2419;12a20;aumento;1399091
964;EL MOCHUELO II NORTE;204129;12a20;aumento;218000
965;LA CAMELIA II;4317;12a20;aumento;1633200
966;EL UVAL RURAL;102502;12a20;aumento;335453
967;SANTA TERESA;8503;12a20;aumento;1452294
968;TIHUAQUE RURAL;101307;12a20;aumento;146311
969;MONTE CARLO;1115;12a20;aumento;310060
970;SIBERIA;101502;12a20;disminuyo;-5000
971;QUINTA MUTIS;7308;12a20;aumento;1861333
972;CASABLANCA SUBA;9215;12a20;aumento;2110000
973;TOCAIMITA ORIENTAL I;2622;12a20;aumento;295978
974;BRISAS DEL LLANO;2635;12a20;aumento;401500
975;ARBOLEDA SANTA TERESITA;1362;12a20;aumento;205979
976;EGIPTO;3105;12a20;aumento;1132049
977;BOSQUE DE LOS ALPES;1339;12a20;disminuyo;-37800
978;VILLA ALSACIA;6512;12a20;aumento;1222661
979;CATALUNA;8111;12a20;aumento;1811111
980;LA MAGDALENA I;205109;12a20;disminuyo;-600000
981;EL CORZO RURAL;105314;12a20;aumento;42867
982;PARAMO I;108109;12a20;se mantuvo;0
983;PARAMO RURAL V;208127;12a20;se mantuvo;0
984;SAN BERNARDINO XXII URBANO;4577;12a20;aumento;98084
985;EL CHARCO;205402;12a20;aumento;366667
986;LOS CEDROS ORIENTAL;8509;12a20;aumento;1852500
987;EL REDIL;8532;12a20;aumento;947540
988;TIBABUYES II;9248;12a20;aumento;1009125
989;ESTRELLA;7106;12a20;aumento;1355375
990;LAS BRISAS;1101;12a20;aumento;659400
991;EL TINTAL III;6533;12a20;aumento;497500
992;LA REQUILINA;2632;12a20;disminuyo;-4300
993;GINEBRA II;8425;12a20;aumento;1379927
994;SAN ISIDRO;208111;12a20;se mantuvo;0
995;CENTRO ADMINISTRATIVO OCC.;5109;12a20;aumento;3145083
996;EL CHANCO I;6525;12a20;aumento;790000
997;FISCALA ALTA;2602;12a20;aumento;33850
998;SAN MARTIN;4592;12a20;aumento;1539118
999;PARAMO;108104;12a20;disminuyo;-18417
1000;CASABLANCA SUBA URBANO II;9139;12a20;aumento;71100
1001;LA ESPERANZA SUR I;202204;12a20;se mantuvo;0
1002;GUIPARMA;1429;12a20;aumento;1029583
1003;LA ESPERANZA SUR;6315;12a20;aumento;1554773
1004;EL CHANCO RURAL III;105403;12a20;aumento;441050
1005;EL MIRADOR II;204107;12a20;se mantuvo;0
1006;VEREDA EL TINTAL;205102;12a20;aumento;26081
1007;ESCUELA DE CABALLERIA I;8409;12a20;aumento;558318
1008;LA HORTUA;1208;12a20;aumento;1776250
1009;SAUCEDAL;4560;12a20;aumento;1122222
1010;CHIGUAZA URBANO;1358;12a20;aumento;13675
1011;PARAMO II;108108;12a20;se mantuvo;0
1012;SAN JOSE V SECTOR;9134;12a20;aumento;822000
1013;EL MOCHUELO II;104129;12a20;aumento;178583
1014;MAZUREN;9110;12a20;aumento;1954546
1015;PARAMO II RURAL;108112;12a20;aumento;2000000
