"","barrio_nombre","codigo_barrio","anos","cambio_relativo","diferencia"
"59","TIBABUYES UNIVERSAL",9225,"12a20","aumento",1350735.7
"60","LECH WALESA",9227,"12a20","aumento",1485983.4
"61","LOMBARDIA",9228,"12a20","aumento",1695494.7
"62","SUCRE",8112,"12a20","aumento",1977531.7
"63","CARACOLI",2445,"12a20","aumento",358375
"64","LA CORUNA",2420,"12a20","aumento",1541701
"65","EL MOCHUELO III",104128,"12a20","aumento",143383.3
"66","LOS CEREZOS",5616,"12a20","aumento",1199087.2
"67","GARCES NAVAS ORIENTAL",5628,"12a20","aumento",1746337.1
"68","PROVIVIENDA OCCIDENTAL",4505,"12a20","aumento",1564260.4
"69","CASABLANCA SUBA URBANO",9136,"12a20","aumento",135784.1
"70","EL DORADO",5664,"12a20","aumento",433096.6
"71","SIERRA MORENA",2438,"12a20","aumento",571700.8
"72","VILLAS DE ALCALA",5668,"12a20","aumento",1197137.8
"73","LAS MARGARITAS",4316,"12a20","aumento",998755.4
"74","TIMIZA",4512,"12a20","aumento",1631808.5
"75","SAN JOSE DE FONTIBON",6403,"12a20","aumento",1264634.1
"76","SAN CAYETANO",9230,"12a20","aumento",996313
"77","BOLONIA I",2626,"12a20","aumento",404501.3
"78","CIUDAD SALITRE NOR-ORIENTAL",6216,"12a20","aumento",1387521.1
"79","AGUAS CLARAS I",1119,"12a20","aumento",174219.8
"80","EL BOSQUE SUR ORIENTAL RURAL III",202309,"12a20","se mantuvo",0
"81","SAN BERNARDINO XIX",205319,"12a20","aumento",139097.8
"82","PARAMO URBANO",208104,"12a20","se mantuvo",0
"83","LA ESPERANZA",208107,"12a20","se mantuvo",0
"84","TORCA II",208128,"12a20","se mantuvo",0
"85","CENTRO USME URBANO",2599,"12a20","aumento",257761.3
"86","NUEVA ESPERANZA",204106,"12a18","se mantuvo",0
"87","SAN BLAS",1106,"12a20","aumento",642529.4
"88","LAS MERCEDES",1107,"12a20","aumento",607704.9
"89","SAN CRISTOBAL SUR",1108,"12a20","aumento",434095.4
"90","LA MARIA",1109,"12a20","aumento",831043.5
"91","LA BELLEZA",1338,"12a20","aumento",254200.1
"92","JUAN REY SUR",1347,"12a20","aumento",235822.7
"93","YOMASA",1350,"12a20","aumento",244571.4
"94","LAS GUACAMAYAS III",1354,"12a20","aumento",789596.6
"95","LAS GUACAMAYAS I",1355,"12a20","aumento",755569.1
"96","VILLA DEL CERRO",1356,"12a20","aumento",213190
"97","SAN JOSE SUR",1401,"12a20","aumento",1243620.7
"98","GUSTAVO RESTREPO",1402,"12a20","aumento",1186405.6
"99","VILLA DE LOS ALPES",1408,"12a20","aumento",1341257.6
"100","LAS LOMAS",1409,"12a20","aumento",824140
"101","MARCO FIDEL SUAREZ",1410,"12a20","aumento",1133875
"102","SAN JORGE SUR",1411,"12a20","aumento",1130738.1
"103","GRANJAS SAN PABLO",1412,"12a20","aumento",852089.3
"104","GALICIA",2427,"12a20","aumento",1302352.9
"105","PRIMAVERA II",2428,"12a20","aumento",595833.3
"106","LAS BRISAS",2430,"12a20","aumento",790039.3
"107","LA GLORIA OCCIDENTAL",1311,"12a20","aumento",529122.9
"108","LOS ALPES",1312,"12a20","aumento",455291.4
"109","SAN JOSE SUR ORIENTAL",1314,"12a20","aumento",478583.7
"110","ALTAMIRA",1315,"12a20","aumento",290292
"111","SABANA DE TIBABUYES",9232,"12a20","aumento",1519629.1
"112","SABANA DE TIBABUYES NORTE",9234,"12a20","aumento",1394759.2
"113","TIBABUYES",9233,"12a20","aumento",1683459
"114","LA CAROLINA DE SUBA",9236,"12a20","aumento",1043826.8
"115","TUNA BAJA",9242,"12a20","aumento",1103903.9
"116","SAN PEDRO",9253,"12a20","aumento",1109816.9
"117","LISBOA",9254,"12a20","aumento",1001185.7
"118","SANTA RITA DE SUBA",9255,"12a20","aumento",1246484.6
"119","TIBABUYES",9257,"12a20","aumento",1317941.1
"120","BERLIN",9259,"12a20","aumento",1176999.6
"121","VILLA ALCAZAR",9263,"12a20","aumento",950924.6
"122","SAN PEDRO SUR",1337,"12a20","aumento",98680.7
"123","SANTA CECILIA PUENTE NORTE",8543,"12a20","aumento",554610.9
"124","BOSQUE DE PINOS",8520,"12a20","aumento",659912.6
"125","LA ESTRELLITA I",8540,"12a20","aumento",563609.8
"126","TIBABITA",8521,"12a20","aumento",950404.8
"127","CALVO SUR",1210,"12a20","aumento",1160315.8
"128","PARCELA EL PORVENIR",4630,"12a20","aumento",934671.6
"129","JULIO FLOREZ",5403,"12a20","aumento",1531358.3
"130","ALTOS DEL ZUQUE",1331,"12a20","aumento",152237.5
"131","CIUDADELA COLSUBSIDIO",5650,"12a20","aumento",1318879.3
"132","ARBOLEDA SUR",1423,"12a20","aumento",797448.8
"133","NUEVO TECHO",6507,"12a20","aumento",1463388.8
"134","BOSQUE DE PINOS III RURAL",108113,"12a20","aumento",1581898.5
"135","PARDO RUBIO",8208,"12a20","aumento",2269201.5
"136","ALTOS DE CHOZICA",9222,"12a20","aumento",801907.3
"137","ENGATIVA ZONA URBANA",5636,"12a20","aumento",1186168.2
"138","RESTREPO",2103,"12a20","aumento",1736468.6
"139","RESTREPO OCCIDENTAL",2104,"12a20","aumento",1827824.7
"140","QUIROGA",2202,"12a20","aumento",1466744.4
"141","QUIROGA SUR",2204,"12a20","aumento",1367469.4
"142","SANTA LUCIA",2205,"12a20","aumento",1183859.4
"143","QUIROGA I",2209,"12a20","aumento",1381068
"144","CENTENARIO",2303,"12a20","aumento",1150569.4
"145","INGLES",2307,"12a20","aumento",1191320.5
"146","VILLA MAYOR ORIENTAL",2309,"12a20","aumento",1350389.4
"147","VILLA MAYOR",2311,"12a20","aumento",1683217.2
"148","TUNAL ORIENTAL",2401,"12a20","aumento",1489341.2
"149","SAN VICENTE FERRER",2402,"12a20","aumento",1421337.2
"150","VENECIA OCCIDENTAL",2403,"12a20","aumento",1508200.6
"151","VENECIA",2404,"12a20","aumento",2106593.8
"152","FATIMA",2408,"12a20","aumento",1405473.7
"153","NUEVO MUZU",2409,"12a20","aumento",1426877.2
"154","VERONA",2412,"12a20","aumento",1088854.8
"155","ISMAEL PERDOMO",2414,"12a20","aumento",327094.3
"156","MADELENA",2415,"12a20","aumento",1932019.9
"157","MORALBA",1316,"12a20","aumento",234483.9
"158","QUINDIO",1318,"12a20","aumento",61338.7
"159","LA GLORIA ORIENTAL",1319,"12a20","aumento",307266.7
"160","NUEVA GLORIA",1320,"12a20","aumento",346300
"161","NUEVA DELHI",1323,"12a20","aumento",419874.4
"162","LOS LIBERTADORES",1327,"12a20","aumento",412099.8
"163","EL PINAR",1324,"12a20","aumento",413955.8
"164","SANTA RITA SUR ORIENTAL",1328,"12a20","aumento",531298.3
"165","EL PARAISO",1329,"12a20","aumento",551315.8
"166","CANADA O GUIRA",1330,"12a20","aumento",494936.6
"167","VILLABEL",1332,"12a20","aumento",232820.9
"168","LAS GAVIOTAS",1334,"12a20","aumento",432941.2
"169","JUAN JOSE RONDON I",1336,"12a20","aumento",166354.1
"170","BOCHICA",4211,"12a20","aumento",1774085.8
"171","TIBANA",4212,"12a20","aumento",1601817.6
"172","GALAN",4304,"12a20","aumento",1755136.5
"173","LA CAMELIA",4309,"12a20","aumento",1755575.8
"174","SAN EUSEBIO",4401,"12a20","aumento",1880295
"175","AUTOPISTA MUZU",4403,"12a20","aumento",1289168.7
"176","AUTOPISTA SUR",4404,"12a20","aumento",1224287
"177","OSPINA PEREZ SUR",4405,"12a20","aumento",1866488.8
"178","ALCALA",4407,"12a20","aumento",1319883.7
"179","REMANSO SUR",4412,"12a20","aumento",1841752.9
"180","HIPOTECHO",4501,"12a20","aumento",1056558.3
"181","EL MIRADOR DE LA ESTANCIA",2447,"12a20","aumento",101283.2
"182","ESPINO I",2449,"12a20","aumento",104651.5
"183","PERDOMO ALTO",2450,"12a20","aumento",1018500
"184","QUIBA I",2456,"12a20","aumento",423660.7
"185","ARBORIZADORA ALTA I",2460,"12a20","aumento",651221.9
"186","ARBORIZADORA ALTA  II",2461,"12a20","aumento",689923.9
"187","SAN CARLOS",2501,"12a20","aumento",821658.5
"188","LA AURORA",2503,"12a20","aumento",634721.5
"189","NUEVO SAN ANDRES",2505,"12a20","aumento",682323.3
"190","GRAN YOMASA",2506,"12a20","aumento",623447.2
"191","ABRAHAM LINCOLN",2507,"12a20","aumento",708333.7
"192","ARBORIZADORA BAJA",2432,"12a20","aumento",1437009.8
"193","EL PENON DEL CORTIJO",2433,"12a20","aumento",1069400.8
"194","JERUSALEN",2434,"12a20","aumento",876212.1
"195","BELLAVISTA",2436,"12a20","aumento",845135.7
"196","LA PRADERA",2437,"12a20","aumento",859031.6
"197","SIERRA MORENA",2439,"12a20","aumento",500609.6
"198","LOS TRES REYES I",2441,"12a20","aumento",265640
"199","SANTA VIVIANA",2442,"12a20","aumento",225025.1
"200","LA RESURRECCION",1413,"12a20","aumento",760155.3
"201","MOLINOS DEL SUR",1414,"12a20","aumento",1112779.2
"202","MARCO FIDEL SUAREZ I",1415,"12a20","aumento",1159785.9
"203","SAN AGUSTIN",1416,"12a20","aumento",909775.1
"204","LOS MOLINOS",1417,"12a20","aumento",770631.6
"205","MARRUECOS",1418,"12a20","aumento",976585.2
"206","CALLEJON SANTA BARBARA",1419,"12a20","aumento",1025990.4
"207","EL PLAYON",1420,"12a20","aumento",768909.5
"208","DIANA TURBAY ARRAYANES",1422,"12a20","aumento",1004433.1
"209","BARCELONA SUR",1424,"12a20","aumento",866111.1
"210","GRANJAS DE SANTA SOFIA",1425,"12a20","aumento",913761
"211","SAN LUIS",1426,"12a20","aumento",871066.8
"212","CERROS DE ORIENTE",1428,"12a20","aumento",699547.9
"213","VILLA DE LOS ALPES I",1430,"12a20","aumento",1372183.5
"214","LA CAPUCHINA",3108,"12a20","aumento",4489920
"215","LA CATEDRAL",3110,"12a20","aumento",2311470.6
"216","SAN BERNARDO",3201,"12a20","aumento",607069.8
"217","PORVENIR",2589,"12a20","aumento",442031
"218","JUAN PABLO II",2552,"12a20","aumento",388631.6
"219","LA TORRE",2581,"12a20","aumento",308333.3
"220","RAMIREZ",3210,"12a20","aumento",501486.5
"221","GIRARDOT",3211,"12a20","aumento",358303.8
"222","LA SABANA",4102,"12a20","aumento",1835666.7
"223","LA ESTANZUELA",4104,"12a20","aumento",1674890.6
"224","EDUARDO SANTOS",4105,"12a20","aumento",1463780.8
"225","SANTA ISABEL",4108,"12a20","aumento",1527075.7
"226","EL PROGRESO",4111,"12a20","aumento",1493700
"227","LA ASUNCION",4203,"12a20","aumento",1773522.7
"228","MONTES",4204,"12a20","aumento",1636599.9
"229","PRIMAVERA OCCIDENTAL",4205,"12a20","aumento",1703875.3
"230","JORGE GAITAN CORTES",4210,"12a20","aumento",1692115.4
"231","CIUDAD KENNEDY CENTRAL",4511,"12a20","aumento",1426382.7
"232","CIUDAD KENNEDY NORTE",4514,"12a20","aumento",1086467.4
"233","BOITA",4516,"12a20","aumento",1416878.3
"234","SAN PABLO BOSA",4524,"12a20","aumento",1195351.1
"235","PASTRANA",4525,"12a20","aumento",1465731.3
"236","BOSA NOVA",4526,"12a20","aumento",1128504.7
"237","NUEVA GRANADA BOSA",4527,"12a20","aumento",1055577.8
"238","PASO ANCHO",4528,"12a20","aumento",945541.6
"239","LA CECILIA",4532,"12a20","aumento",1564857.8
"240","EL RETAZO",4533,"12a20","aumento",1013638.7
"241","GALAN",4627,"12a20","aumento",884110.2
"242","EL CORZO",4631,"12a20","aumento",1112686.3
"243","SANTA FE BOSA",4633,"12a20","aumento",1263279.3
"244","ISLANDIA",4642,"12a20","aumento",907820.4
"245","JOSE JOAQUIN VARGAS",5101,"12a20","aumento",1468913
"246","CAMPIN OCCIDENTAL",5105,"12a20","aumento",2396000
"247","ACEVEDO TEJADA",5107,"12a20","aumento",1841866.7
"248","CIUDAD UNIVERSITARIA",5108,"12a20","aumento",176000
"249","EL SALITRE",5110,"12a20","aumento",1898081.8
"250","JORGE ELIECER GAITAN",5201,"12a20","aumento",1994158.7
"251","SAN FERNANDO",5203,"12a20","aumento",1736436.4
"252","ROMA",4534,"12a20","aumento",1451822.2
"253","CLASS",4535,"12a20","aumento",1072087
"254","OLARTE",4538,"12a20","aumento",1583597.6
"255","GRAN COLOMBIANO",4539,"12a20","aumento",945479.1
"256","LOS LAURELES",4575,"12a20","aumento",1058151.7
"257","CATALINA II",4540,"12a20","aumento",1305276
"258","ALQUERIA LA FRAGUA NORTE",4542,"12a20","aumento",1192744.4
"259","LA PAZ",2566,"12a20","aumento",353000.3
"260","LA PICOTA ORIENTAL",2510,"12a20","aumento",416903.8
"261","LA PICOTA",2511,"12a20","aumento",376948.9
"262","LAS ACACIAS",2513,"12a20","aumento",940257.7
"263","MEXICO",2516,"12a20","aumento",548165.6
"264","LUCERO DEL SUR",2517,"12a20","aumento",723252.6
"265","LAS MANAS",2520,"12a20","aumento",585036.6
"266","LUCERO ALTO",2521,"12a20","aumento",355727.8
"267","LA ANDREA",2524,"12a20","aumento",675660
"268","BARRANQUILLITA",2525,"12a20","aumento",408176.2
"269","SANTA LIBRADA",2526,"12a20","aumento",706969.1
"270","LA CABANA",2527,"12a20","aumento",469251
"271","LA MARICHUELA",2529,"12a20","aumento",885259.5
"272","QUINTAS DEL SUR",2532,"12a20","aumento",708885.7
"273","CASA DE TEJA",2534,"12a20","aumento",376291
"274","MONTEBLANCO",2536,"12a20","aumento",506193.5
"275","CHUNIZA",2537,"12a20","aumento",682589.6
"276","USMINIA",2538,"12a20","aumento",334214.3
"277","SAN RAFAEL",2539,"12a20","aumento",435773.2
"278","ESTRELLA DEL SUR",2540,"12a20","aumento",390367.9
"279","GRANADA SUR",2541,"12a20","aumento",816371.8
"280","SERRANIAS",2542,"12a20","aumento",318776.4
"281","COMUNEROS",2543,"12a20","aumento",590075.5
"282","LOS LAURELES II",2544,"12a20","aumento",882093.7
"283","EL VIRREY",2548,"12a20","aumento",572340.7
"284","GIBRALTAR SUR",2554,"12a20","aumento",595647.7
"285","BELLAVISTA LUCERO ALTO",2560,"12a20","aumento",430703.1
"286","CORDILLERA DEL SUR",2561,"12a20","aumento",164169.6
"287","EL PEDREGAL",2563,"12a20","aumento",55861
"288","PARAISO QUIBA",2565,"12a20","aumento",397597.7
"289","ARBORIZADORA ALTA",2568,"12a20","aumento",584743.1
"290","ARBORIZADORA ALTA",2569,"12a20","aumento",791849.1
"291","EL MIRADOR",2570,"12a20","aumento",426373
"292","SALAZAR USME",2572,"12a20","aumento",392516.8
"293","CEDRITOS DEL SUR",2574,"12a20","aumento",456009.8
"294","LA FISCALA NORTE",2597,"12a20","aumento",374397.4
"295","ARABIA",2578,"12a20","aumento",304025
"296","BELLA FLOR",2580,"12a20","aumento",282679.5
"297","VILLA ISRAEL",2594,"12a20","aumento",375664.5
"298","ARRAYANES V",2625,"12a20","aumento",161090.8
"299","LA ESPERANZA SUR",2607,"12a20","aumento",282674.6
"300","EL PROGRESO USME",2613,"12a20","aumento",522004.2
"301","LA ORQUIDEA DE USME",2614,"12a20","aumento",345769.2
"302","EL NUEVO PORTAL",2616,"12a20","aumento",477255.7
"303","EL REFUGIO I",2617,"12a20","aumento",322267.1
"304","PUERTA AL LLANO DE USME",2618,"12a20","aumento",518569.9
"305","SAN FELIPE DE USME",2621,"12a20","aumento",258813.4
"306","EL NEVADO",2631,"12a20","aumento",314605.5
"307","LA ALAMEDA",3101,"12a20","aumento",1778037
"308","LA CONCORDIA",3104,"12a20","aumento",1018781.2
"309","CENTRO ADMINISTRATIVO",3106,"12a20","aumento",1567470.6
"310","SANTA INES",3107,"12a20","aumento",3957522.5
"311","SAN BERNARDINO I",4597,"12a20","aumento",825507.3
"312","VILLA ANNY II",4599,"12a20","aumento",1100000
"313","CALANDAIMA",4601,"12a20","aumento",1389480.1
"314","BRASILIA",4604,"12a20","aumento",1297220.9
"315","EL JAZMIN",4611,"12a20","aumento",832167.5
"316","DINDALITO",4612,"12a20","aumento",1394489.7
"317","DINDALITO",4614,"12a20","aumento",1216977.3
"318","CHUCUA DE LA VACA II",4620,"12a20","aumento",1056790.1
"319","CHUCUA DE LA VACA I",4621,"12a20","aumento",1019929.5
"320","SAN BERNARDINO POTRERITOS",4623,"12a20","aumento",849100
"321","EL REMANSO I",4625,"12a20","aumento",896711.2
"322","LAS ACACIAS",4626,"12a20","aumento",568190.3
"323","HIPOTECHO OCCIDENTAL",4502,"12a20","aumento",1567678.2
"324","PROVIVIENDA ORIENTAL",4503,"12a20","aumento",1683731.7
"325","PROVIVIENDA",4504,"12a20","aumento",1759189.5
"326","LA CAMPINA",4506,"12a20","aumento",1639625.9
"327","CIUDAD KENNEDY SUR",4507,"12a20","aumento",1230566
"328","CIUDAD KENNEDY",4509,"12a20","aumento",1328468.8
"329","CIUDAD KENNEDY ORIENTAL",4510,"12a20","aumento",1453580.6
"330","GALERIAS",7207,"12a20","aumento",1625740.7
"331","ALFONSO LOPEZ",7209,"12a20","aumento",1742371
"332","CONCEPCION NORTE",7304,"12a20","aumento",2021578.9
"333","BAQUERO",7306,"12a20","aumento",1557545.5
"334","BENJAMIN HERRERA",7309,"12a20","aumento",1705056.9
"335","POLO CLUB",7401,"12a20","aumento",1664013.2
"336","JUAN XXIII",7402,"12a20","aumento",2238478.3
"337","SANTA SOFIA",7406,"12a20","aumento",2041833.3
"338","LA AURORA",7407,"12a20","aumento",2031769.2
"339","SAMPER",8108,"12a20","aumento",2547000
"340","SAN MARTIN",8109,"12a20","aumento",1808333.3
"341","SAN FERNANDO OCCIDENTAL",5204,"12a20","aumento",1829536.4
"342","LA LIBERTAD",5206,"12a20","aumento",1752354.8
"343","LA CASTELLANA",5304,"12a20","aumento",2508421.8
"344","POPULAR MODELO",5102,"12a20","aumento",1625707.7
"345","ENTRERIOS",5306,"12a20","aumento",1809216.2
"346","POTOSI",5401,"12a20","aumento",1266733.2
"347","SANTA ROSA",5402,"12a20","aumento",1578277.1
"348","BONANZA",5406,"12a20","aumento",2301283.3
"349","LA ESTRADA",5502,"12a20","aumento",2082750
"350","BELLAVISTA OCCIDENTAL",5503,"12a20","aumento",1962041
"351","BOSQUE POPULAR",5505,"12a20","aumento",1965444.4
"352","LA CABANA",5508,"12a20","aumento",1903888.9
"353","EL MINUTO DE DIOS",5601,"12a20","aumento",1687968.8
"354","BOYACA",5603,"12a20","aumento",1982533.3
"355","EL REAL",5604,"12a20","aumento",2053200
"356","EL ENCANTO",5605,"12a20","aumento",1806785.3
"357","NORMANDIA OCCIDENTAL",5606,"12a20","aumento",1646524.2
"358","SANTA HELENITA",5608,"12a20","aumento",1831204.3
"359","TABORA",5609,"12a20","aumento",1896000
"360","LA GRANJA",5610,"12a20","aumento",1781782.6
"361","AUTOPISTA MEDELLIN",5611,"12a20","aumento",1466606.2
"362","PARIS GAITAN",5612,"12a20","aumento",1612977
"363","LA SERENA",5613,"12a20","aumento",1378447.1
"364","VILLA LUZ",5614,"12a20","aumento",1858219.5
"365","LA SOLEDAD NORTE",5615,"12a20","aumento",1835352.9
"366","OSPINA PEREZ",4406,"12a20","aumento",1243896.9
"367","LAS DELICIAS",4544,"12a20","aumento",1062900
"368","CATALINA",4545,"12a20","aumento",1501612.2
"369","VILLA DEL RIO",4546,"12a20","aumento",1335006
"370","TECHO",4548,"12a20","aumento",1300000
"371","JOSE MARIA CARBONEL",4550,"12a20","aumento",997333
"372","HIPOTECHO SUR",4551,"12a20","aumento",1779705.3
"373","GUALOCHE",4552,"12a20","aumento",1100426.5
"374","ANDALUCIA II",4553,"12a20","aumento",1091146.9
"375","PATIO BONITO II",4555,"12a20","aumento",1439171.9
"376","GRAN BRITALIA I",4556,"12a20","aumento",1327454.5
"377","GRAN BRITALIA",4557,"12a20","aumento",1310084.7
"378","CAMPO HERMOSO",4558,"12a20","aumento",1279733.9
"379","EL CARMELO",4559,"12a20","aumento",1430791
"380","LLANO GRANDE",4562,"12a20","aumento",1079142.9
"381","JOSE ANTONIO GALAN",4569,"12a20","aumento",1222533.3
"382","ANTONIA SANTOS",4570,"12a20","aumento",1065063.8
"383","CASA BLANCA SUR",4576,"12a20","aumento",1449888.9
"384","ESCOCIA",4579,"12a20","aumento",1216860.7
"385","TIMIZA C",4581,"12a20","aumento",1399818.2
"386","JIMENEZ DE QUESADA II SECTOR",4586,"12a20","aumento",1087432.4
"387","LOS SAUCES",4587,"12a20","aumento",833342.9
"388","LA LIBERTAD",4593,"12a20","aumento",1239318.2
"389","SAN ANTONIO",4594,"12a20","aumento",1192384.6
"390","CHICO SUR",4595,"12a20","aumento",1182168.5
"391","SANTA TERESITA",7102,"12a20","aumento",1713754.3
"392","LAS AMERICAS",7107,"12a20","aumento",1596461.5
"393","CHAPINERO OCCIDENTAL",7203,"12a20","aumento",1934550
"394","QUESADA",7204,"12a20","aumento",1964761.9
"395","EL VERVENAL",8526,"12a20","aumento",1419828.3
"396","PARIS",5619,"12a20","aumento",1631854.8
"397","BOLIVIA",5622,"12a20","aumento",1613324.2
"398","LOS ANGELES",5623,"12a20","aumento",1533845.6
"399","LOS ALAMOS",5625,"12a20","aumento",1679523.8
"400","LOS ALAMOS",5626,"12a20","aumento",1516668.5
"401","EL CEDRO",5629,"12a20","aumento",1512377.3
"402","BOCHICA",5632,"12a20","aumento",1887360
"403","VILLA GLADYS",5637,"12a20","aumento",1138857.1
"404","SANTA CECILIA",5638,"12a20","aumento",1840000
"405","BOLIVIA ORIENTAL",5640,"12a20","aumento",988658
"406","ALAMOS",5643,"12a20","aumento",2055290.5
"407","VILLAS DE GRANADA",5647,"12a20","aumento",1724348.8
"408","VILLA AMALIA",5648,"12a20","aumento",1561031.9
"409","SAN ANTONIO URBANO",5660,"12a20","aumento",1607812.5
"410","LA FAENA",5666,"12a20","aumento",1617801.4
"411","CENTRO ENGATIVA II",5667,"12a20","aumento",1674614.9
"412","BOLIVIA",5675,"12a20","aumento",1488754
"413","VILLA DEL MAR",5680,"12a20","aumento",1268814.4
"414","QUIRIGUA I",5683,"12a20","aumento",1399238.8
"415","FLORIDA",6101,"12a20","aumento",1220867.4
"416","ESTACION CENTRAL",6204,"12a20","aumento",1424294.1
"417","SALAZAR GOMEZ",6212,"12a20","aumento",1601081.1
"418","PUENTE ARANDA",6215,"12a20","aumento",1812729.9
"419","CIUDAD SALITRE SUR-ORIENTAL",6217,"12a20","aumento",1769887.4
"420","SANTA CECILIA",6301,"12a20","aumento",1530641.9
"421","MODELIA",6311,"12a20","aumento",1572201.6
"422","MODELIA OCCIDENTAL",6312,"12a20","aumento",1553397
"423","SALITRE OCCIDENTAL",6313,"12a20","aumento",1834034.8
"424","CIUDAD HAYUELOS",6320,"12a20","aumento",647496.6
"425","VERSALLES FONTIBON",6401,"12a20","aumento",1453658.8
"426","PUERTA DE TEJA",6404,"12a20","aumento",890229.6
"427","FERROCAJA FONTIBON",6405,"12a20","aumento",1215161.9
"428","GUADUAL FONTIBON",6407,"12a20","aumento",1518033
"429","EL CARMEN FONTIBON",6408,"12a20","aumento",1364909.2
"430","BELEN FONTIBON",6409,"12a20","aumento",1228189.2
"431","SAN PABLO JERICO",6413,"12a20","aumento",1118844.2
"432","BRISAS ALDEA FONTIBON",6414,"12a20","aumento",1073761.7
"433","EL REFUGIO",6419,"12a20","aumento",1367369.9
"434","LA GIRALDA",6420,"12a20","aumento",1252805.6
"435","CASTILLA",6506,"12a20","aumento",1731749.3
"436","VILLA ALSACIA II",6510,"12a20","aumento",1987329.8
"437","MARIA PAZ",6517,"12a20","aumento",1027061.7
"438","MORAVIA",6519,"12a20","aumento",1011750
"439","KASANDRA",6532,"12a20","aumento",1126476.2
"440","LA SOLEDAD",7101,"12a20","aumento",1699183.8
"441","CHICO NORTE II SECTOR",8301,"12a20","aumento",3973601.7
"442","SAN MARTIN SUR",1321,"12a20","aumento",709258.2
"443","EL ROCIO",3208,"12a20","aumento",289834.9
"444","EL JARDIN",4561,"12a20","aumento",993506.8
"445","NORMANDIA",5507,"12a20","aumento",1722457.6
"446","EL DANUBIO AZUL",4588,"12a20","aumento",1192343.8
"447","MARIA CANO",2429,"12a20","aumento",954972
"448","LOS TRES REYES",2446,"12a20","aumento",396401.6
