"","barrio_nombre","codigo_barrio","anos","cambio_relativo","diferencia"
"449","SANTA LIBRADA NORTE",2528,"12a20","aumento",507476.5
"450","SAN FRANCISCO",2515,"12a20","aumento",639560.9
"451","RONDA",2518,"12a20","aumento",617084.1
"452","LA VALVANERA",2455,"12a20","aumento",1028125
"453","PENSILVANIA",4201,"12a20","aumento",1497300
"454","SAN FRANCISCO",4206,"12a20","aumento",1712157.9
"455","SANTA MATILDE",4209,"12a20","aumento",1794518.5
"456","JACQUELINE",4517,"12a20","aumento",1088502.4
"457","ESCOCIA",4519,"12a20","aumento",1111108.2
"458","LA PAZ BOSA",4520,"12a20","aumento",810822.3
"459","LA ESTACION BOSA",4521,"12a20","aumento",1376898
"460","BOSA",4522,"12a20","aumento",999116
"461","GRANADA",8204,"12a20","aumento",2186953.3
"462","INGEMAR",8215,"12a20","aumento",3171103.3
"463","PORCIUNCULA",8306,"12a20","aumento",3124387.3
"464","ESPARTILLAL",8312,"12a20","aumento",3405142.9
"465","RINCON DEL CHICO",8411,"12a20","aumento",3099500
"466","SAN RAFAEL USME",1322,"12a20","aumento",144202.5
"467","EL MOCHUELO ORIENTAL",2522,"12a20","aumento",264125
"468","LA FISCALA",2590,"12a20","aumento",175876.3
"469","LA RIVIERA",5670,"12a20","aumento",1286300.4
"470","MANDALAY",4531,"12a20","aumento",1173111.1
"471","SUBA URBANO",9212,"12a20","aumento",981111.1
"472","TIMIZA B",4530,"12a20","aumento",1355017
"473","SAN DIEGO-BOSA",4513,"12a20","aumento",771360.8
"474","PATIO BONITO",4554,"12a20","aumento",1516385.4
"475","PATIO BONITO III",4566,"12a20","aumento",1262447.4
"476","SAN CRISTOBAL NORTE",8505,"12a20","aumento",1905559
"477","JIMENEZ DE QUESADA",4523,"12a20","aumento",1358965.5
"478","PALERMO",7205,"12a20","aumento",1539554
"479","ALCAZARES",7302,"12a20","aumento",1997599.9
"480","COLOMBIA",7303,"12a20","aumento",2083067.6
"481","MUEQUETA",7307,"12a20","aumento",1792500
"482","SAN FELIPE",7403,"12a20","aumento",1979975
"483","LA MACARENA",8105,"12a20","aumento",1698177.4
"484","LA LAGUNA FONTIBON",6415,"12a20","aumento",1581666.7
"485","SANTA TERESA DE SUBA",9238,"12a20","aumento",185601.9
"486","SAN MIGUEL",5103,"12a20","aumento",1613928.6
"487","VILLAS DE GRANADA I",5649,"12a20","aumento",1716023.9
"488","INTERINDUSTRIAL",6527,"12a20","aumento",570611.2
"489","GARCES NAVAS",5627,"12a20","aumento",1645197.4
"490","BARCELONA",4303,"12a20","aumento",1709560
"491","COLON",4308,"12a20","aumento",1747790.6
"492","PROVIVIENDA NORTE",4310,"12a20","aumento",1837720.5
"493","REMANSO",4402,"12a20","aumento",1512369.7
"494","ALQUERIA",4409,"12a20","aumento",1950360
"495","VERGEL OCCIDENTAL",6514,"12a20","aumento",1906812.6
"496","VALLADOLID",6515,"12a20","aumento",1718149.2
"497","SUBA CERROS",9231,"12a20","aumento",678299.3
"498","LA CABANA",1348,"12a20","aumento",194819.2
"499","LAS GUACAMAYAS IV",1353,"12a20","aumento",862440
"500","LA RESURRECCION I",1431,"12a20","aumento",498766.2
"501","TINTALA",6516,"12a20","aumento",782661
"502","EL VERGEL",6528,"12a20","aumento",1058882.5
"503","TEUSAQUILLO",7104,"12a20","aumento",1754500
"504","ARMENIA",7105,"12a20","aumento",1636476.2
"505","SAN LUIS",7202,"12a20","aumento",1705761.2
"506","BARRANCAS",8507,"12a20","aumento",1795142.9
"507","CEDRO NARVAEZ",8511,"12a20","aumento",1247916.7
"508","EL LAUREL",5510,"12a20","aumento",1797080
"509","SANTA CECILIA",9256,"12a20","aumento",1155864.9
"510","LA GAITANA ORIENTAL",9262,"12a20","aumento",1543621.6
"511","LAS ORQUIDEAS",8516,"12a20","aumento",2112743.6
"512","ESTRELLA DEL NORTE",8519,"12a20","aumento",1347745.4
"513","LA GRANJA NORTE",8524,"12a20","aumento",773744.6
"514","SAN JOSE DE USAQUEN",8529,"12a20","aumento",2168947.3
"515","HORIZONTES NORTE",8533,"12a20","aumento",713183.6
"516","RINCON ALTAMAR",9266,"12a20","aumento",1105524.2
"517","MOLINOS DE ORIENTE",1104,"12a20","aumento",192136.2
"518","TIHUAQUE",1340,"12a20","aumento",172271.9
"519","CIUDAD LONDRES RURAL",102312,"12a20","aumento",166000
"520","SIBERIA CENTRAL",8220,"12a20","aumento",542039.8
"521","LAS VIOLETAS",2633,"12a20","aumento",94847.5
"522","MURILLO TORO",2310,"12a20","aumento",1131967.7
"523","QUIBA",2530,"12a20","aumento",412266.5
"524","CANDELARIA LA NUEVA",2531,"12a20","aumento",1153382
"525","MONTEBELLO",1302,"12a20","aumento",771520.6
"526","CORDOBA",1303,"12a20","aumento",959583.3
"527","SANTA INES SUR",1308,"12a20","aumento",583185.1
"528","ISLA DEL SOL",2411,"12a20","aumento",1190300.7
"529","LA ESTANCIA",2418,"12a20","aumento",1563183.1
"530","ESPINO",2423,"12a20","aumento",221071.3
"531","RINCON DE GALICIA",2424,"12a20","aumento",830204.5
"532","POTOSI",2431,"12a20","aumento",431088.8
"533","GRAN GRANADA",5654,"12a20","aumento",1288235.3
"534","SABANA DEL DORADO",5657,"12a20","aumento",1108803.2
"535","LUIS CARLOS GALAN",5661,"12a20","aumento",848054.4
"536","MARANDU",5665,"12a20","aumento",1443135.5
"537","PARQUE NACIONAL",8102,"12a20","aumento",373053.7
"538","BELLAVISTA SUR",1313,"12a20","aumento",347816.3
"539","CIUDADELA EL RECREO",4573,"12a20","aumento",1139373.8
"540","BOSA NOVA EL PORVENIR",4580,"12a20","aumento",1223059.3
"541","ALQUERIA LA FRAGUA II",4596,"12a20","aumento",1372916.7
"542","VILLA ANNY I",4598,"12a20","aumento",956737.9
"543","LA ESPERANZA DE USME",2615,"12a20","aumento",397869.1
"544","PAULO VI",5113,"12a20","aumento",1905000
"545","SIMON BOLIVAR",5205,"12a20","aumento",1789157.9
"546","LA PATRIA",5305,"12a20","aumento",1461095.7
"547","RIONEGRO",5308,"12a20","aumento",2001175.6
"548","EL SATELITE",2545,"12a20","aumento",1005999.9
"549","NACIONES UNIDAS",2546,"12a20","aumento",330914.9
"550","EL TESORO",2547,"12a20","aumento",499662.5
"551","VILLA GLORIA",2549,"12a20","aumento",449315.7
"552","LA REFORMA",2627,"12a20","aumento",400050.5
"553","EL TUNO",2634,"12a20","aumento",242394.1
"554","ARRAYANES VI",2637,"12a20","disminuyo",-11420
"555","CIUDAD HUNZA",9235,"12a20","aumento",967934.8
"556","LAS MERCEDES I",9243,"12a20","aumento",899748.4
"557","VILLA HERMOSA",9244,"12a20","aumento",1135173.1
"558","PINOS DE LOMBARDIA",9245,"12a20","aumento",1596765.6
"559","VEREDA SUBA NARANJOS",9249,"12a20","aumento",546441.8
"560","TIBABUYES OCCIDENTAL",9250,"12a20","aumento",1180488.4
"561","BILBAO",9252,"12a20","aumento",1104186
"562","SUMAPAZ",2553,"12a20","aumento",493125
"563","DESARROLLO BRAZUELOS I",2556,"12a20","aumento",320916.7
"564","ANTONIO JOSE DE SUCRE",2571,"12a20","aumento",396788.5
"565","SERRANIAS I",2576,"12a20","aumento",390887.8
"566","SAN ANTONIO ENGATIVA",5679,"12a20","aumento",1445863.2
"567","TUNDAMA",4515,"12a20","aumento",1443146.7
"568","LOS ARRAYANES II",1435,"12a20","aumento",544540.6
"569","SAN ANTONIO",2102,"12a20","aumento",1434228.5
"570","LA FRAGUA",2107,"12a20","aumento",1458530.8
"571","LIBERTADOR",2305,"12a20","aumento",1149980.1
"572","BRAVO PAEZ",2306,"12a20","aumento",1016173.1
"573","CLARET",2308,"12a20","aumento",1149444.4
"574","QUIRIGUA II",5684,"12a20","aumento",1248449.4
"575","SANTA FE",6103,"12a20","aumento",1279471.4
"576","LA FAVORITA",6104,"12a20","aumento",1538611.1
"577","PALOQUEMAO",6107,"12a20","aumento",2082043.5
"578","EL RECUERDO",6201,"12a20","aumento",2105306.1
"579","GRAN AMERICA",6202,"12a20","aumento",2091176.5
"580","EL RETIRO",8310,"12a20","aumento",4807863.6
"581","SANTA BIBIANA",8412,"12a20","aumento",2185565
"582","CANAIMA",8544,"12a20","aumento",1488571.4
"583","GRANADA NORTE",9101,"12a20","aumento",1559298.4
"584","CIUDAD JARDIN NORTE",9108,"12a20","aumento",1909581.1
"585","GILMAR",9114,"12a20","aumento",1365921.1
"586","SEVILLA",1201,"12a20","aumento",1611666.7
"587","CIUDAD BERNA",1202,"12a20","aumento",1268000
"588","CIUDAD JARDIN SUR",1204,"12a20","aumento",1219893.2
"589","GRANADA SUR",1301,"12a20","aumento",970140.9
"590","SIERRA MORENA II",2444,"12a20","aumento",650484
"591","PERDOMO ALTO",2448,"12a20","aumento",198559.3
"592","SAN ANTONIO DEL MIRADOR",2451,"12a20","aumento",3997.3
"593","EL MOCHUELO",2584,"12a20","aumento",370511.2
"594","BUENOS AIRES",1102,"12a20","aumento",657894.7
"595","VITELMA",1103,"12a20","aumento",788605.3
"596","EL REMANSO",205320,"12a20","aumento",92852.2
"597","CIUDAD DE CALI",4607,"12a20","aumento",1441104.2
"598","MILLAN",2502,"12a20","aumento",726800
"599","COMPARTIR",2504,"12a20","aumento",417205.5
"600","EL BOSQUE CENTRAL I",2608,"12a20","aumento",253847
"601","CAPELLANIA",6302,"12a20","aumento",1493802.6
"602","FRANCO",6308,"12a20","aumento",1115714.3
"603","VOTO NACIONAL",4103,"12a20","aumento",1766857.1
"604","EL VERGEL",4106,"12a20","aumento",1357958.3
"605","VERAGUAS",4109,"12a20","aumento",1460348.8
"606","LA PEPITA",4110,"12a20","aumento",3298111.1
"607","LOS ALMENDROS",4609,"12a20","aumento",894404
"608","OSORIO X URBANO",4616,"12a20","aumento",1087258
"609","TINTALITO",4617,"12a20","aumento",1302296.2
"610","DINTALITO",4618,"12a20","aumento",1364925.9
"611","VILLA NELLY III SECTOR",4578,"12a20","aumento",1269084.7
"612","BATAN",9118,"12a20","aumento",1170006.6
"613","BOSQUES DE SAN JORGE",9241,"12a20","aumento",1489333.3
"614","VILLA CARMENZA",6417,"12a20","aumento",1348275.9
"615","PUENTE GRANDE",6418,"12a20","aumento",1323730.8
"616","EL PLAN",9128,"12a20","aumento",1530260.9
"617","CANODROMO",9130,"12a20","aumento",1868612.8
"618","AURES",9205,"12a20","aumento",1636771.9
"619","AURES II",9206,"12a20","aumento",1547500
"620","VILLA MARIA I",9267,"12a20","aumento",2078898
"621","MARSELLA",6502,"12a20","aumento",1528156.6
"622","VISION DE ORIENTE",6503,"12a20","aumento",1579693.2
"623","LAS DOS AVENIDAS",6508,"12a20","aumento",1490021.7
"624","COLMENA I LOS PINARES",1363,"12a20","aumento",437426.1
"625","TUNJUELITO",2508,"12a20","aumento",840465.5
"626","SAN BENITO",2509,"12a20","aumento",763636.8
"627","LAS AGUAS",3103,"12a20","aumento",810933.1
"628","PARQUE NACIONAL ORIENTAL",101405,"12a20","aumento",142682
"629","EL DORADO",3209,"12a20","aumento",212473.2
"630","CANAVERALEJO",4634,"12a20","aumento",1086663.1
"631","LAS MARGARITAS",4637,"12a20","aumento",1033337.1
"632","CIUDADELA EL RECREO II",4638,"12a20","aumento",881484.5
"633","PRIMAVERA",5617,"12a20","aumento",1497437.5
"634","FLORENCIA",5620,"12a20","aumento",1727200
"635","CIUDAD BACHUE",5630,"12a20","aumento",1761774.2
"636","LA CABANA FONTIBON",6402,"12a20","aumento",1264414.8
"637","VILLEMAR",6406,"12a20","aumento",1186868.4
"638","EL CORZO I",4643,"12a20","aumento",1073818.6
"639","NICOLAS DE FEDERMAN",5106,"12a20","aumento",2187017.5
"640","LA GAITANA",9216,"12a20","aumento",1705083.3
"641","RINCON DE SANTA INES",9217,"12a20","aumento",1542181.8
"642","ALMIRANTE COLON",9218,"12a20","aumento",1264842
"643","NUEVA TIBABUYES",9224,"12a20","aumento",658725.5
"644","SALITRE SUBA",9226,"12a20","aumento",1123687.1
"645","TOSCANA",9229,"12a20","aumento",1515902.8
"646","SAMORE",2406,"12a20","aumento",1362468.8
"647","LA ESMERALDA",5111,"12a20","aumento",1933574.5
"648","EL CHIRCAL SUR",2435,"12a20","aumento",1617196
"649","LAS FERIAS OCCIDENTAL",5405,"12a20","aumento",1833148.1
"650","TIBAQUE II",201309,"12a20","se mantuvo",0
"651","GALAN RURAL",205221,"12a20","aumento",28209.5
"652","SAN ISIDRO RURAL",208108,"12a20","se mantuvo",0
"653","SAN ISIDRO RURAL II",208126,"12a20","se mantuvo",0
"654","TIBAQUE I",201306,"12a20","se mantuvo",0
"655","PASQUILLA",204104,"12a20","se mantuvo",0
"656","CAMPO VERDE",205322,"12a20","se mantuvo",0
"657","RINCON DE SUBA",9237,"12a20","aumento",1014675.8
"658","NIZA SUBA",9112,"12a20","aumento",915167.6
"659","VILLA ELISA",9207,"12a20","aumento",1231453.5
"660","LA INDEPENDENCIA",4641,"12a20","aumento",919798.4
"661","EL PEDREGAL II",2640,"12a20","aumento",189154.7
"662","LOS LAURELES SUR ORIENTAL I",1118,"12a20","aumento",158826.6
"663","EL TRIANGULO",201302,"12a20","se mantuvo",0
"664","EL REFUGIO",8303,"12a20","aumento",2678684.2
"665","CAMPANELLA",9219,"12a20","aumento",1372363.6
"666","PALERMO SUR",2535,"12a20","aumento",357271.2
"667","CHUCUA DE LA VACA III",4619,"12a20","aumento",836640.7
"668","DESARROLLO BRAZUELOS",2592,"12a20","aumento",174936.1
"669","TIMIZA A",4518,"12a20","aumento",1512462.9
"670","ESCUELA DE INFANTERIA",8410,"12a20","aumento",6350769.2
"671","CIUDAD KENNEDY OCCIDENTAL",4508,"12a20","aumento",1470172.4
"672","SANTANDER SUR",2302,"12a20","aumento",1328203.9
"673","EDUARDO FREY",2301,"12a20","aumento",1195618.2
"674","NUEVA YORK",4549,"12a20","aumento",1547160
"675","LOS ANDES",5307,"12a20","aumento",1589509.7
"676","MIRANDELA",9133,"12a20","aumento",1389107.1
"677","SAN BERNARDINO II",4635,"12a20","aumento",1076069.6
"678","SAN LUIS ALTOS DEL CABO RURAL II",208125,"12a20","se mantuvo",0
"679","LA ESTRELLITA",208203,"12a20","aumento",57990.2
"680","CIUDAD BACHUE I ETAPA",5631,"12a20","aumento",2024169
"681","EL CORTIJO",5634,"12a20","aumento",1507369.3
"682","EL MADRIGAL",5635,"12a20","aumento",1559773.6
"683","BOCHICA II",5644,"12a20","aumento",1571658.2
"684","TIBABITA I",8542,"12a20","aumento",610509.7
"685","LAS FERIAS",5404,"12a20","aumento",1878421.2
"686","PUERTO RICO",1427,"12a20","aumento",819459.5
"687","LA FRAGUITA",2101,"12a20","aumento",1404838.7
"688","LA TRINIDAD",4306,"12a20","aumento",2221241.4
"689","LAGO DE SUBA",9220,"12a20","aumento",1487148.8
"690","OLAYA",2201,"12a20","aumento",1445858.4
"691","CEMENTERIO JARDINES APOGEO",4529,"12a20","aumento",850951.9
"692","VILLAS DEL PROGRESO",4567,"12a20","aumento",1170038.5
"693","AUTOPISTA MUZU ORIENTAL",4413,"12a20","aumento",1244703.1
"694","SAN JAVIER",1110,"12a20","aumento",850615.4
"695","SAN BLAS II",1113,"12a20","aumento",536210.6
"696","POLICARPA",1211,"12a20","aumento",2033480
"697","RAMAJAL",1307,"12a20","aumento",404710.3
"698","VILLA SAGRARIO",5658,"12a20","aumento",1562156.8
"699","EL DORADO INDUSTRIAL",5663,"12a20","aumento",1320000
"700","CORREDOR FERREO DEL SUR",4572,"12a20","aumento",1480666.7
"701","ANDES NORTE",9127,"12a20","aumento",1671751.6
"702","VILLA DEL PRADO",9129,"12a20","aumento",1197557.9
"703","SAN JOAQUIN",5509,"12a20","aumento",1845775
"704","SANTA MARIA",5602,"12a20","aumento",1812871.7
"705","SAN IGNACIO",5607,"12a20","aumento",1716901.6
"706","EL RUBI",4536,"12a20","aumento",1476828.4
"707","POTRERILLO",9240,"12a20","aumento",1611963
"708","SAN CARLOS DE SUBA",9251,"12a20","aumento",1076939.4
"709","ALTOS DEL ZIPA",1342,"12a20","aumento",86375.3
"710","LOS SOCHES",1344,"12a20","aumento",146895
"711","DONA LILIANA",1345,"12a20","aumento",152015.7
"712","LAS GUACAMAYAS II",1352,"12a20","aumento",850669.8
"713","SANTA CATALINA",4584,"12a20","aumento",1537962.5
"714","CHICALA",4605,"12a20","aumento",943444.4
"715","CASA BLANCA SUBA I",9258,"12a20","aumento",1225514.2
"716","HOSPITAL SAN CARLOS",1403,"12a20","aumento",940734.1
"717","SOSIEGO SUR",1404,"12a20","aumento",1249613.2
"718","VEINTE DE JULIO",1405,"12a20","aumento",1449611.1
"719","LA MERCED",8103,"12a20","aumento",1625252.4
"720","BANCO CENTRAL",7208,"12a20","aumento",1670461.5
"721","LA PAZ",7310,"12a20","aumento",2434743.6
"722","QUINTA CAMACHO",8201,"12a20","aumento",1979242.4
"723","LAS ACACIAS",8203,"12a20","aumento",2339080.5
"724","MARIA CRISTINA",8205,"12a20","aumento",1485129.7
"725","BOSQUE CALDERON",8207,"12a20","aumento",2359052.6
"726","BRISAS DEL VOLADOR",2587,"12a20","aumento",262125
"727","SAN ANTONIO NOROCCIDENTAL",8528,"12a20","aumento",1425659.1
"728","BUENAVISTA",8535,"12a20","aumento",546773.4
"729","BOSQUE DE PINOS I",8536,"12a20","aumento",1677332.6
"730","SAN JOSE DEL PRADO",9106,"12a20","aumento",2078436.3
"731","ARRAYANES I",2601,"12a20","aumento",138986.5
"732","BOLONIA",2605,"12a20","aumento",254956
"733","LA COMUNA",2612,"12a20","aumento",476550.7
"734","EL NUEVO PORTAL II",2620,"12a20","aumento",376257.8
"735","CHAPINERO CENTRAL",8213,"12a20","aumento",2025501.5
"736","LA ALAMEDA",2523,"12a20","aumento",589945.1
"737","EL NOGAL",8311,"12a20","aumento",3227190.5
"738","LAGO GAITAN",8313,"12a20","aumento",3113871
"739","LA FLORIDA OCCIDENTAL",6203,"12a20","aumento",1221818.2
"740","ORTEZAL",6208,"12a20","aumento",1932999.4
"741","CUNDINAMARCA",6211,"12a20","aumento",1291875
"742","LA ESPERANZA NORTE",6303,"12a20","aumento",2436250
"743","GRANJAS DE TECHO",6306,"12a20","aumento",1083333.3
"744","SANTO DOMINGO",2426,"12a20","aumento",205759.8
"745","LAS NIEVES",3102,"12a20","aumento",2374873.9
"746","SAN FRANCISCO RURAL",3215,"12a20","aumento",208784.7
"747","RICAURTE",4101,"12a20","aumento",2158372.4
"748","JUAN JOSE RONDON",2557,"12a20","aumento",661905
"749","LOS ALPES SUR",2559,"12a20","aumento",220595.8
"750","VILLA CANDELARIA",2579,"12a20","aumento",775120.6
"751","SANTA BARBARA ORIENTAL",8413,"12a20","aumento",3476666.7
"752","CENTRO FONTIBON",6410,"12a20","aumento",1458400
"753","GORGONZOLA",4207,"12a20","aumento",1565862.1
"754","LA PRIMAVERA I",2443,"12a20","aumento",1675483.9
"755","CHARCO RURAL",105402,"12a20","aumento",311879.6
"756","BAVARIA",6504,"12a20","aumento",1732589.8
"757","SAN PEDRO DE LOS ROBLES",6523,"12a20","aumento",1544583.3
"758","CIUDAD TECHO II",6531,"12a20","aumento",1634345.4
"759","SAN JUAN BAUTISTA",2555,"12a20","aumento",627613.5
"760","LA MAGDALENA",7103,"12a20","aumento",1672133.3
"761","LOS EJIDOS",4208,"12a20","aumento",1404158
"762","SIERRA MORENA",2440,"12a20","aumento",448570.9
"763","VILLAS EL DIAMANTE",2558,"12a20","aumento",321571.4
"764","DIANA TURBAY",1421,"12a20","aumento",1223692.8
"765","EL GACO",5669,"12a20","aumento",1089976.4
"766","EL NUEVO PORTAL II RURAL",202506,"12a20","se mantuvo",0
"767","OSORIO III",6518,"12a20","aumento",1056272.7
"768","FLORIDA BLANCA",5621,"12a20","aumento",1704797.3
"769","LAS MARGARITAS",8530,"12a20","aumento",1360416.7
"770","SOTAVENTO",2533,"12a20","aumento",399996.3
"771","TOCAREMA",4565,"12a20","aumento",1477156.9
"772","PROVIVIENDA OCCIDENTAL",4613,"12a20","aumento",1320934.2
"773","USATAMA",6110,"12a20","aumento",1225000
"774","QUINTA PAREDES",6209,"12a20","aumento",1928424.5
"775","EL GUAVIO",3205,"12a20","aumento",372541.4
"776","LOS LACHES",3207,"12a20","aumento",311531.3
"777","JUAN REY (LA PAZ)",1325,"12a20","aumento",227383.5
"778","DIANA TURBAY CULTIVOS",1432,"12a20","aumento",336250.4
"779","LAS FLORES",9210,"12a20","aumento",1436121.2
"780","EL MINUTO DE MARIA",2564,"12a20","aumento",415629.2
"781","SAN VICENTE",1309,"12a20","aumento",552031.2
"782","SAN PEDRO",4589,"12a20","aumento",1137012.9
"783","SANTA INES SUR II",1357,"12a20","aumento",812000
"784","EL MOCHUELO URBANO",2585,"12a20","aumento",238125
"785","LAGUNITAS URBANO",2595,"12a20","aumento",287063.1
"786","SIBERIA URBANO",8221,"12a20","aumento",533000
"787","LA CITA",8504,"12a20","aumento",469993.4
"788","BRASIL",4622,"12a20","aumento",1243850
"789","SAN RAFAEL",4302,"12a20","aumento",1799166.7
"790","LA PRADERA",4305,"12a20","aumento",1969482.8
"791","TEJAR",4408,"12a20","aumento",1221055.6
"792","LA ESPERANZA",7305,"12a20","aumento",1897100
"793","SIETE DE AGOSTO",7311,"12a20","aumento",2176263.2
"794","QUIROGA CENTRAL",2203,"12a20","aumento",1536774.2
"795","LAS MERCEDES SUBA RURAL",107107,"12a20","aumento",1006666.7
"796","QUINTA RAMOS",1206,"12a20","aumento",974089.9
"797","NARINO SUR",1207,"12a20","aumento",1199708.3
"798","EL ENSUENO",2416,"12a20","aumento",979000
"799","EMAUS",8202,"12a20","aumento",2600000
"800","JORGE URIBE BOTERO",4568,"12a20","aumento",1288264.2
"801","CENTRO INDUSTRIAL",6218,"12a20","aumento",1400000
"802","DOCE DE OCTUBRE",5202,"12a20","aumento",1954561.6
"803","RENANIA URAPANES",4582,"12a20","aumento",1665022.5
"804","SENA",2106,"12a20","aumento",712511.2
"805","CHAPINERITO",2610,"12a20","aumento",498971.5
"806","LA CHUCUA",9221,"12a20","aumento",1415614
"807","NIZA NORTE",9123,"12a20","aumento",1498700
"808","METROPOLIS",5207,"12a20","aumento",1552857.1
"809","BARRANCAS NORTE",8506,"12a20","aumento",1465567.1
"810","LAS CRUCES",3202,"12a20","aumento",609482.3
"811","SANTA BARBARA",3203,"12a20","aumento",703095.2
"812","GUADALUPE",4563,"12a20","aumento",212676.3
"813","SIBERIA II",201503,"12a20","aumento",33312.5
"814","EL JAZMIN",205209,"12a20","se mantuvo",0
"815","LAS ACACIAS RURAL",205225,"12a20","se mantuvo",0
"816","EL PARAISO BOSA",4541,"12a20","aumento",1415901.5
"817","ALQUERIA LA FRAGUA",4543,"12a20","aumento",1235636.4
"818","SAN ISIDRO",1406,"12a20","aumento",910500
"819","BARRANCAS ORIENTAL",208103,"12a20","aumento",150750
"820","LOURDES",3212,"12a20","aumento",355593.8
"821","CASABLANCA",4537,"12a20","aumento",1378500
"822","EL ROSARIO",5104,"12a20","aumento",1060300.9
"823","ALASKA",2551,"12a20","aumento",166281.2
"824","BELEN",3204,"12a20","aumento",740250
"825","TAIRONA",4564,"12a20","aumento",1325692.3
"826","ATAHUALPA",6416,"12a20","aumento",883333.7
"827","ATENAS",9119,"12a20","aumento",1324583.3
"828","COMUNEROS",4202,"12a20","aumento",1467312.5
"829","LA ESTRADITA",5504,"12a20","aumento",1847961.5
"830","SURAMERICA",1407,"12a20","aumento",904000
"831","MEISSEN",2514,"12a20","aumento",394482.6
"832","LA CABRERA",8309,"12a20","aumento",4694065.5
"833","SANTA ANA OCCIDENTAL",8414,"12a20","aumento",2723850.2
"834","VILLA ANITA",2619,"12a20","aumento",245670
"835","ALTOS DEL POBLADO",1333,"12a20","aumento",293625
"836","VILLA DIANA",1335,"12a20","aumento",163804.2
"837","SANTA ANA SUR",1111,"12a20","aumento",908715.5
"838","VELODROMO",1114,"12a20","aumento",867312.1
"839","EL PARAISO",4603,"12a20","aumento",1354807.1
"840","EL VERGEL ORIENTAL",6529,"12a20","aumento",582912.2
"841","EL MUELLE",5652,"12a20","aumento",1317267.4
"842","GARCES NAVAS SUR",5655,"12a20","aumento",1763178.6
"843","SAN ANTONIO NORTE",8523,"12a20","aumento",1333502.2
"844","BOSQUE DE PINOS III",8538,"12a20","aumento",1940830.4
"845","PRADO VERANIEGO",9107,"12a20","aumento",2257835.8
"846","SAN VICTORINO",6105,"12a20","aumento",1967692.3
"847","ATENAS",1305,"12a20","aumento",775838.7
"848","BETANIA",4628,"12a20","aumento",1349411.8
"849","LA CABANA",4632,"12a20","aumento",1054990.8
"850","ALCAZARES NORTE",7404,"12a20","aumento",1972857.1
"851","ONCE DE NOVIEMBRE",7405,"12a20","aumento",1864545.5
"852","SAGRADO CORAZON",8101,"12a20","aumento",2604214.5
"853","EL CURUBO",2606,"12a20","aumento",323790.9
"854","EL BOSQUE",2609,"12a20","aumento",295235.3
"855","SAN DIEGO",8107,"12a20","aumento",1667259.9
"856","JUAN XXIII",8211,"12a20","aumento",386173.7
"857","INDUSTRIAL CENTENARIO",6205,"12a20","aumento",1470625
"858","EL EJIDO",6206,"12a20","aumento",1566666.7
"859","MONTEVIDEO",6307,"12a20","aumento",890571.4
"860","LOS ROSALES",8304,"12a20","aumento",2664565.2
"861","RAFAEL NUNEZ",5117,"12a20","aumento",1560000
"862","QUIRIGUA ORIENTAL",5639,"12a20","aumento",1437709.7
"863","INGEMAR I",201109,"12a20","aumento",833632.7
"864","LAGUNITAS",204304,"12a20","aumento",64444.4
"865","VEREDA EL TINTAL URBANO",205101,"12a20","se mantuvo",0
"866","CANAVERALEJO RURAL",205308,"12a20","se mantuvo",0
"867","BELLA FLOR SUR",2582,"12a20","aumento",236291.7
"868","TIBAQUE SUR",102407,"12a20","aumento",165189.6
"869","DANUBIO",2519,"12a20","aumento",751888.9
"870","LA HUERTA",2636,"12a20","aumento",380000
"871","TORCA I",8539,"12a20","aumento",45337.5
"872","LA PENA",3206,"12a20","aumento",280029.8
"873","LA REQUILINA RURAL II",102604,"12a20","aumento",182500
"874","AGUAS CLARAS",201304,"12a20","se mantuvo",0
"875","SANTA ISABEL SUR",4107,"12a20","aumento",1686271.2
"876","EL LISTON",6106,"12a20","aumento",1554350
"877","SAN BERNARDINO XVIII",205318,"12a20","se mantuvo",0
"878","NAZARETH URBANO",203106,"12a20","se mantuvo",0
"879","SIBERIA RURAL",201502,"12a20","se mantuvo",0
"880","LA PEÑA RURAL",201404,"12a20","aumento",71250
"881","PABLO VI NORTE",5116,"12a20","aumento",2370166.7
"882","TIBAQUE",101306,"12a20","disminuyo",-2464.2
"883","PARAMO URBANO I",8420,"12a20","aumento",934689.5
"884","SAN GABRIEL",4307,"12a20","aumento",1843544.5
"885","ANTIGUO COUNTRY",8314,"12a20","aumento",3142957.5
"886","EL PINO",9213,"12a20","aumento",1674540.5
"887","SAN PATRICIO",8418,"12a20","aumento",2814661.5
"888","ESCUELA GENERAL SANTANDER",2405,"12a20","aumento",780000
"889","EL CARMEN",2407,"12a20","aumento",1390638.3
"890","MUZU",2413,"12a20","aumento",1057567.1
"891","LA LIBERIA",8517,"12a20","aumento",1812141.1
"892","COOPERATIVA DE SUB-OFICIALES",6501,"12a20","aumento",1174392.9
"893","SABANA GRANDE",6521,"12a20","aumento",807820.7
"894","TOCAIMITA ORIENTAL",202410,"12a20","se mantuvo",0
"895","EL CEREZO",8527,"12a20","aumento",1346737.6
"896","EL TINTAL CENTRAL",6423,"12a20","aumento",1165118.2
"897","PALO BLANCO",5501,"12a20","aumento",1894454.5
"898","BARLOVENTO",2417,"12a20","aumento",1521592.6
"899","ARGELIA II",4583,"12a20","aumento",797651.5
