OID_;OBJECTID;cod_ct;riesgo;localidad;barmanpre;chip;fecha_ct;año;shape_Leng;Shape_Le_1;Shape_Area
3788;42982;CT-8660;A;CIUDAD BOLIVAR;002559083001;AAA0028BNFT;19/12/2019;2019;39,112819060600003;39,112819060600003;84,022397216800002
3789;42983;CT-8660;A;CIUDAD BOLIVAR;002559083002;AAA0028BNHY;19/12/2019;2019;38,508182015899997;38,508182015899997;80,409491588400002
3790;42984;CT-8660;A;CIUDAD BOLIVAR;002559084017;AAA0171XNFZ;19/12/2019;2019;37,458566429999998;37,458566429999998;80,596513379100003
3791;42985;CT-8660;ANM;CIUDAD BOLIVAR;002559088014;S/I;19/12/2019;2019;37,285964524100002;37,285964524100002;76,580034334199993
3792;42990;CT-8660;A;CIUDAD BOLIVAR;002559083015;AAA0028BNUZ;19/12/2019;2019;31,718405015300000;31,718405015300000;54,080442983899999
3793;43010;CT-8660;A;CIUDAD BOLIVAR;002559003015;AAA0171XJOM;19/12/2019;2019;35,135008181400003;35,135008181400003;69,468291452299994
3794;43028;CT-8660;A;CIUDAD BOLIVAR;002559003016;AAA0027ZYBR;19/12/2019;2019;44,840813361199999;44,840813361199999;109,965843796000001
3795;43049;CT-8660;A;CIUDAD BOLIVAR;002559004013;AAA0027ZZKC;19/12/2019;2019;36,014415327300000;36,014415327300000;62,961170156599998
3796;43050;CT-8660;A;CIUDAD BOLIVAR;002559086018;AAA0028BOTD;19/12/2019;2019;45,024955237999997;45,024955237999997;105,447502771000003
3797;43132;CT-8660;ANM;CIUDAD BOLIVAR;002587073013;AAA0028BKHK;19/12/2019;2019;38,247864774999996;38,247864774999996;77,197808944700000
3798;43143;CT-8660;ANM;CIUDAD BOLIVAR;002587073012;AAA0247SDHY;19/12/2019;2019;35,322740437000000;35,322740437000000;66,942634503400001
3799;43162;CT-8660;ANM;CIUDAD BOLIVAR;002559014005;S/I;19/12/2019;2019;91,549149668799998;91,549149668799998;400,373818358999984
3800;43168;CT-8660;ANM;CIUDAD BOLIVAR;002559012010;S/I;19/12/2019;2019;34,086617029999999;34,086617029999999;65,126745861000003
3801;43169;CT-8660;ANM;CIUDAD BOLIVAR;002559012009;S/I;19/12/2019;2019;36,167768831799997;36,167768831799997;72,984756097900004
3802;43170;CT-8660;ANM;CIUDAD BOLIVAR;002559012007;AAA0028AFTD;19/12/2019;2019;46,581670408100003;46,581670408100003;104,299891712999994
3803;43178;CT-8660;ANM;CIUDAD BOLIVAR;002559012008;S/I;19/12/2019;2019;35,349229960099997;35,349229960099997;70,759349561500002
3804;43238;CT-8660;A;CIUDAD BOLIVAR;002559008023;AAA0028ADNX;19/12/2019;2019;40,528773670800000;40,528773670800000;68,516992078399994
3805;43239;CT-8660;A;CIUDAD BOLIVAR;002559008022;AAA0028ADMR;19/12/2019;2019;44,056472181300002;44,056472181300002;97,062190752500001
3806;43245;CT-8660;A;CIUDAD BOLIVAR;002559008007;AAA0028ADBS;19/12/2019;2019;43,407437580400000;43,407437580400000;90,887015124800001
3807;43246;CT-8660;A;CIUDAD BOLIVAR;002559008020;S/I;19/12/2019;2019;38,287070584699997;38,287070584699997;63,168868140500003
3808;43247;CT-8660;A;CIUDAD BOLIVAR;002559008006;S/I;19/12/2019;2019;42,996183801999997;42,996183801999997;82,668397573500002
3809;43248;CT-8660;A;CIUDAD BOLIVAR;002559008008;AAA0171XJRJ;19/12/2019;2019;43,682195595000003;43,682195595000003;94,695131223199994
3810;43249;CT-8660;A;CIUDAD BOLIVAR;002559008021;AAA0189HNAF;19/12/2019;2019;45,729080592800003;45,729080592800003;98,901280582100000
3811;43268;CT-8640;A;CIUDAD BOLIVAR;002534004001;AAA0025MNRU;12/12/2019;2019;35,901148307500002;35,901148307500002;71,981937115999997
3812;43270;CT-8640;A;CIUDAD BOLIVAR;002534004016;AAA0025MOJZ;12/12/2019;2019;37,201394966300001;37,201394966300001;75,590017773599996
3813;43300;CT-8640;ANM;CIUDAD BOLIVAR;002534064002;AAA0025OABS;12/12/2019;2019;36,043272729800002;36,043272729800002;71,869998137099998
3814;43314;CT-8640;ANM;CIUDAD BOLIVAR;002534064010;AAA0025OAJZ;12/12/2019;2019;36,079646447499996;36,079646447499996;71,988750960100006
3815;43316;CT-8640;ANM;CIUDAD BOLIVAR;002534022001;AAA0025NBYN;12/12/2019;2019;30,999955020200002;30,999955020200002;58,495266482799998
3816;43317;CT-8640;ANM;CIUDAD BOLIVAR;002534022002;AAA0025NBZE;12/12/2019;2019;30,899797741699999;30,899797741699999;57,412639416600001
3817;43319;CT-8640;ANM;CIUDAD BOLIVAR;002534023005;AAA0249BLLF;12/12/2019;2019;50,000037754200001;50,000037754200001;143,324649407999999
3818;43323;CT-8640;ANM;CIUDAD BOLIVAR;002534064009;AAA0025OAHK;12/12/2019;2019;33,999937492299999;33,999937492299999;69,757658159200005
3819;43328;CT-8640;ANM;CIUDAD BOLIVAR;002534074001;S/I;12/12/2019;2019;33,897857205800001;33,897857205800001;60,351755395600001
3820;43329;CT-8640;ANM;CIUDAD BOLIVAR;002534074001;S/I;12/12/2019;2019;34,404045511200003;34,404045511200003;57,696317540899997
3821;43330;CT-8640;ANM;CIUDAD BOLIVAR;002534074001;S/I;12/12/2019;2019;38,632394970500002;38,632394970500002;62,587201924600002
3822;43331;CT-8640;ANM;CIUDAD BOLIVAR;002534074001;S/I;12/12/2019;2019;37,946760230199999;37,946760230199999;62,238736744599997
3823;43389;CT-8703;A;SAN CRISTOBAL;001102010017;AAA0000EOHY;26/12/2019;2019;164,524962773999988;164,524962773999988;563,271595304000016
3824;43802;CT-8663;A;USME;001347067010;AAA0145SSKL;20/12/2019;2019;35,085018851599997;35,085018851599997;73,547755289700007
3825;43803;CT-8663;A;USME;001347067003;AAA0145SSBR;20/12/2019;2019;25,786061023700000;25,786061023700000;41,143212380900003
3826;43804;CT-8663;A;USME;001347067003;AAA0145SSBR;20/12/2019;2019;26,785433752500001;26,785433752500001;44,673125671699999
3827;43809;CT-8663;A;USME;001347007006;AAA0145SSJH;20/12/2019;2019;31,281763651199999;31,281763651199999;54,195816417300001
3828;43810;CT-8663;A;USME;001347007001;AAA0145SSCX;20/12/2019;2019;35,565410533100000;35,565410533100000;70,620269200899997
3829;43811;CT-8663;A;USME;001347007002;AAA0145SSDM;20/12/2019;2019;37,909446195999998;37,909446195999998;86,628936401499999
3830;43812;CT-8663;A;USME;001347007004;AAA0145SSFT;20/12/2019;2019;34,319837793600001;34,319837793600001;67,960425950800001
3831;43813;CT-8663;A;USME;001347007005;AAA0145SSHY;20/12/2019;2019;31,991129729299999;31,991129729299999;61,763541842300000
3832;43873;CT-8663;A;USME;001347065005;AAA0145SROM;20/12/2019;2019;43,546746302999999;43,546746302999999;116,901689877999999
3833;43875;CT-8663;A;USME;001347065006;AAA0145SRPA;20/12/2019;2019;43,912840198900000;43,912840198900000;95,868021429999999
3834;43876;CT-8663;A;USME;001347065007;AAA0145SRRJ;20/12/2019;2019;46,165785819500002;46,165785819500002;100,206402273999998
3835;43878;CT-8663;A;USME;001347065008;AAA0145SRSY;20/12/2019;2019;41,810863555799997;41,810863555799997;87,493814956999998
3836;43879;CT-8663;A;USME;001347075009;AAA0145SZCN;20/12/2019;2019;32,521342915100000;32,521342915100000;64,607369787799996
3837;43880;CT-8663;A;USME;001347075002;AAA0145SYUZ;20/12/2019;2019;39,656393245899999;39,656393245899999;92,723563821499994
3838;43881;CT-8663;A;USME;001347075003;AAA0145SYWF;20/12/2019;2019;31,470986664500000;31,470986664500000;61,308387482599997
3839;43882;CT-8663;A;USME;001347075008;AAA0145SZBS;20/12/2019;2019;40,253380116300001;40,253380116300001;96,431915603400000
3840;43883;CT-8663;A;USME;001347075004;AAA0145SYXR;20/12/2019;2019;54,858264229400000;54,858264229400000;152,877246707000012
3841;43884;CT-8663;A;USME;001347075005;AAA0145SYYX;20/12/2019;2019;30,814481456999999;30,814481456999999;57,258167143900003
3842;43885;CT-8663;A;USME;001347075005;AAA0145SYYX;20/12/2019;2019;33,368126569899999;33,368126569899999;68,995752355999997
3843;43886;CT-8663;A;USME;001347075006;AAA0145SYZM;20/12/2019;2019;29,826674346800001;29,826674346800001;53,579021572899997
3844;43887;CT-8663;A;USME;001347040004;AAA0145SZTD;20/12/2019;2019;38,587849246799998;38,587849246799998;86,425765793799997
3845;43888;CT-8663;A;USME;001347040001;AAA0145SZPA;20/12/2019;2019;37,239795870800002;37,239795870800002;77,782442369300000
3846;43889;CT-8663;A;USME;001347076001;AAA0145SZNX;20/12/2019;2019;33,292803843599998;33,292803843599998;62,331999334700001
3847;43890;CT-8663;A;USME;001347076001;AAA0145SZNX;20/12/2019;2019;35,161542713099998;35,161542713099998;70,414496801900000
3848;43891;CT-8663;A;USME;001347076010;AAA0145SZXS;20/12/2019;2019;41,324533156000001;41,324533156000001;103,295829537000003
3849;43892;CT-8663;A;USME;001347076009;AAA0241ZMXR;20/12/2019;2019;35,881973571600000;35,881973571600000;68,947667628399998
3850;43998;CT-8663;A;USME;001347069030;AAA0145SWBR;20/12/2019;2019;46,557351367499997;46,557351367499997;119,888685353000000
3851;44012;CT-8663;A;USME;001347019001;AAA0145SXFZ;20/12/2019;2019;24,426578888000002;24,426578888000002;37,116638110099998
3852;44013;CT-8663;A;USME;001347019001;AAA0145SXFZ;20/12/2019;2019;24,500676202000001;24,500676202000001;37,391964188899998
3853;44019;CT-8663;ANM;USME;001347048007;AAA0145SCXR;20/12/2019;2019;43,341677911700003;43,341677911700003;99,656273463299996
3854;44020;CT-8663;ANM;USME;001347048001;AAA0145SCPP;20/12/2019;2019;42,995196484600001;42,995196484600001;100,429878067999994
3855;44021;CT-8663;ANM;USME;S/I;S/I;20/12/2019;2019;34,120113633000003;34,120113633000003;60,091334132699998
3856;44022;CT-8663;ANM;USME;001347048002;AAA0178JTOE;20/12/2019;2019;57,786019058900003;57,786019058900003;146,721108762999989
3857;44023;CT-8663;ANM;USME;001347048002;AAA0178JTOE;20/12/2019;2019;55,723726135200003;55,723726135200003;133,588979561999992
3858;44024;CT-8663;ANM;USME;001347047003;AAA0228ZXPP;20/12/2019;2019;38,013095865600000;38,013095865600000;76,479617695800002
3859;44036;CT-8663;ANM;USME;001347064016;AAA0145SRHK;20/12/2019;2019;68,610712964699999;68,610712964699999;282,568200436999973
3860;44037;CT-8663;ANM;USME;001347064018;AAA0209PRAW;20/12/2019;2019;36,864171792699999;36,864171792699999;60,248254815999999
3861;44038;CT-8663;ANM;USME;001347064001;AAA0145SPSY;20/12/2019;2019;39,509592038000001;39,509592038000001;97,466090325799996
3862;44039;CT-8663;ANM;USME;001347098002;AAA0145TATD;20/12/2019;2019;32,687204933600000;32,687204933600000;61,748786407799997
3863;44040;CT-8663;ANM;USME;001347098003;AAA0145TAUH;20/12/2019;2019;43,166595144100000;43,166595144100000;111,009447531999996
3864;44041;CT-8663;ANM;USME;001347098010;AAA0145TBAF;20/12/2019;2019;41,437716105800000;41,437716105800000;73,655953704200002
3865;44042;CT-8663;ANM;USME;001347098012;AAA0145TBCX;20/12/2019;2019;42,425047229900002;42,425047229900002;82,273113584399994
3866;44043;CT-8663;ANM;USME;001347098013;AAA0145TBDM;20/12/2019;2019;56,131011275299997;56,131011275299997;155,176924020999991
3867;44044;CT-8663;ANM;USME;001347075011;AAA0145SZEP;20/12/2019;2019;61,862853660200003;61,862853660200003;207,141303276000002
3868;44055;CT-8663;A;USME;S/I;S/I;20/12/2019;2019;30,226794750400000;30,226794750400000;54,520435548400002
3869;44056;CT-8663;A;USME;001347071002;AAA0170OYLW;20/12/2019;2019;35,122054067500002;35,122054067500002;74,927862428500006
3870;44058;CT-8663;A;USME;001347071002;AAA0170OYLW;20/12/2019;2019;35,062050574799997;35,062050574799997;71,159629637999998
3871;44060;CT-8663;A;USME;001347071019;AAA0145SXRJ;20/12/2019;2019;41,771760886199999;41,771760886199999;106,233194114000000
3872;44061;CT-8663;A;USME;001347071020;AAA0145SXSY;20/12/2019;2019;41,681115521000002;41,681115521000002;96,736454390000006
3873;44069;CT-8663;A;USME;001347008003;AAA0145SWXR;20/12/2019;2019;46,729640192700003;46,729640192700003;121,819943350000003
3874;44070;CT-8663;A;USME;001347008002;AAA0145SWWF;20/12/2019;2019;41,865398847999998;41,865398847999998;108,938898421000005
3875;44071;CT-8663;A;USME;001347008001;AAA0145SWUZ;20/12/2019;2019;34,161010367599999;34,161010367599999;61,485807320699998
3876;44074;CT-8663;A;USME;001347071017;AAA0145SXOM;20/12/2019;2019;37,175347023500002;37,175347023500002;80,193199800599999
3877;44075;CT-8663;A;USME;001347071016;AAA0145SXNX;20/12/2019;2019;36,229345268499998;36,229345268499998;74,056094924400000
3878;44076;CT-8663;A;USME;001347071015;S/I;20/12/2019;2019;37,405397341700002;37,405397341700002;80,396788135799994
3879;44080;CT-8663;A;USME;001347009008;AAA0145PPZM;20/12/2019;2019;38,509014987000000;38,509014987000000;64,834545662300002
3880;44218;CT-8663;ANM;USME;001347064003;AAA0240WKNN;20/12/2019;2019;32,553814668900003;32,553814668900003;63,579965882700002
3881;44219;CT-8663;ANM;USME;001347064002;AAA0145SPTD;20/12/2019;2019;35,636764178100002;35,636764178100002;80,907372323600001
3882;44227;CT-8663;A;USME;001347064014;AAA0145SRFZ;20/12/2019;2019;30,988709197500000;30,988709197500000;55,989052852699999
3883;44228;CT-8663;A;USME;001347064014;AAA0145SRFZ;20/12/2019;2019;30,677856755800001;30,677856755800001;52,242402076799998
3884;44240;CT-8663;ANM;USME;001347075013;AAA0145SZHK;20/12/2019;2019;50,026759562400002;50,026759562400002;126,965245224000000
3885;44254;CT-8663;ANM;USME;001347075016;AAA0145SZKC;20/12/2019;2019;38,267423417300002;38,267423417300002;85,526172864800003
3886;44255;CT-8663;ANM;USME;001347075018;S/I;20/12/2019;2019;58,114422744999999;58,114422744999999;153,437424428000014
3887;44256;CT-8663;ANM;USME;001347075019;AAA0209PRFZ;20/12/2019;2019;61,674430513899999;61,674430513899999;219,484998383999994
3888;44257;CT-8663;ANM;USME;001347075001;AAA0145SYTO;20/12/2019;2019;100,626418099999995;100,626418099999995;589,213128234000010
3889;44258;CT-8663;A;USME;001347040002;AAA0145SZRJ;20/12/2019;2019;37,892996111599999;37,892996111599999;83,652284343100007
3890;44259;CT-8663;A;USME;001347040003;AAA0145SZSY;20/12/2019;2019;38,705120559400001;38,705120559400001;85,842075407699994
3891;44271;CT-8663;A;USME;001347071004;AAA0209PRCN;20/12/2019;2019;35,957732659900003;35,957732659900003;73,783386989400000
3892;44277;CT-8663;A;USME;001347071003;AAA0209PRBS;20/12/2019;2019;42,507986084899997;42,507986084899997;111,286396124999996
3893;44279;CT-8663;A;USME;001347068003;AAA0145SSSK;20/12/2019;2019;42,991282434900000;42,991282434900000;112,755589688000001
3894;44280;CT-8663;A;USME;001347068002;AAA0145SSRU;20/12/2019;2019;37,007168864800001;37,007168864800001;76,822759948900000
3895;44281;CT-8663;A;USME;001347068005;AAA0145SSUZ;20/12/2019;2019;35,999288680900001;35,999288680900001;71,902074417400001
3896;44282;CT-8663;A;USME;001347068006;AAA0145SSWF;20/12/2019;2019;36,001810018400001;36,001810018400001;71,894399379399999
3897;44283;CT-8663;A;USME;001347068007;AAA0145SSXR;20/12/2019;2019;35,995464969200000;35,995464969200000;71,854866576500001
3898;44301;CT-8663;A;USME;001347069025;AAA0145SUWF;20/12/2019;2019;40,323775344500000;40,323775344500000;90,292164960600005
3899;44302;CT-8663;A;USME;001347069028;AAA0145SUZM;20/12/2019;2019;45,628835090499997;45,628835090499997;105,743008509999996
3900;44304;CT-8663;A;USME;001347069024;AAA0145SUUZ;20/12/2019;2019;47,032474738799998;47,032474738799998;114,440545795000006
3901;44305;CT-8663;A;USME;001347069029;AAA0145SWAF;20/12/2019;2019;51,198719320599999;51,198719320599999;131,476913582999998
3902;44306;CT-8663;A;USME;001347069023;AAA0145SUTO;20/12/2019;2019;46,110242145299999;46,110242145299999;106,741469390999995
